HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
4	3	3	4	2	5	2	2	4	2	1	1	1	4	2	2	2	2	2	4	1	3	19	1	88	GB
3	3	4	3	4	5	2	2	2	5	1	4	0	4	5	4	3	2	3	4	4	2	25	1	94	US
5	3	2	4	2	4	2	5	3	2	5	5	2	5	5	2	2	2	5	4	5	4	19	1	60	AU
3	4	4	2	5	4	4	5	4	3	2	4	2	3	4	4	3	3	3	5	5	3	57	1	79	US
5	2	4	3	4	5	4	4	4	4	1	1	2	5	3	4	3	5	3	4	2	4	19	1	74	US
3	4	4	2	3	3	4	4	4	1	4	3	0	4	4	5	2	3	4	4	3	4	21	2	82	US
3	1	3	3	2	5	3	2	2	4	2	1	2	2	4	3	4	2	1	4	4	1	29	1	78	US
5	2	5	2	5	5	4	4	5	3	3	1	1	2	5	5	4	4	1	4	4	4	17	2	87	US
4	1	3	2	4	4	2	4	5	2	2	5	3	5	4	2	1	1	4	5	4	5	20	1	77	GB
4	4	3	2	2	4	4	4	5	1	4	4	2	4	4	3	4	2	5	4	5	2	19	1	90	GB
5	3	5	4	2	5	5	4	5	5	4	2	4	3	4	2	2	1	1	3	5	2	40	1	81	US
4	2	2	2	2	4	3	4	2	3	2	2	4	4	3	3	2	1	1	4	3	2	13	1	59	US
2	4	4	2	2	4	2	5	4	2	1	1	2	5	5	4	5	4	2	4	5	2	25	1	90	GB
5	2	5	4	5	5	5	5	3	4	2	2	3	5	4	5	4	5	4	4	4	4	30	1	74	US
5	5	5	2	5	4	4	4	3	2	2	2	3	3	5	5	4	2	2	0	3	5	36	1	92	US
5	5	5	3	4	4	5	5	5	5	2	3	4	5	5	5	5	2	5	5	5	5	82	1	93	US
3	3	1	0	3	5	1	1	4	4	5	5	4	5	5	4	4	2	5	4	2	4	35	1	81	US
4	2	4	4	2	3	4	4	5	4	3	2	1	4	4	2	3	5	4	4	1	3	28	1	87	US
5	1	4	1	2	4	1	5	4	1	1	2	2	3	5	4	5	5	4	4	5	4	21	2	94	US
5	4	2	5	2	5	4	2	4	2	3	3	3	5	3	2	2	1	4	5	2	4	36	1	95	US
3	2	2	2	4	4	5	3	4	2	1	1	1	5	4	4	2	3	1	3	2	2	20	2	92	GB
5	2	4	5	5	4	4	4	5	5	5	1	4	5	5	4	5	4	4	5	5	5	27	1	88	SE
2	3	4	0	2	2	4	1	5	2	3	3	4	4	4	3	2	2	3	4	0	2	26	1	67	GB
2	1	5	4	2	2	3	4	4	2	2	3	4	1	3	4	3	3	4	2	5	1	17	1	91	US
5	3	5	2	1	2	4	2	4	3	1	1	1	4	4	2	2	3	1	1	1	1	32	2	98	US
5	1	4	2	2	5	3	4	4	2	1	2	3	4	3	4	2	3	4	4	4	4	40	2	89	DE
3	4	5	4	1	3	5	1	5	3	1	1	3	2	2	1	3	1	1	1	1	1	16	1	89	US
4	5	2	3	3	3	5	5	4	3	5	4	5	5	5	4	4	3	5	5	5	0	19	1	78	US
3	5	5	3	4	3	4	4	5	2	5	4	4	4	4	4	2	2	4	3	5	3	13	1	85	US
2	0	5	3	5	5	5	3	5	2	5	2	4	5	3	4	5	5	4	4	2	4	28	1	89	CA
5	4	0	2	4	3	4	3	5	3	4	2	4	3	4	3	4	3	2	1	4	4	23	1	93	AU
5	2	2	2	2	4	2	2	1	4	2	1	1	3	1	3	4	2	3	2	5	5	18	2	82	CA
3	1	1	1	3	2	1	1	2	3	1	3	1	4	1	2	3	2	3	5	2	1	40	2	97	US
4	5	4	2	1	3	3	1	3	3	3	1	4	4	3	4	0	2	2	3	1	1	35	1	59	CA
2	1	4	3	2	5	4	4	4	4	2	4	5	5	5	4	4	1	1	1	3	1	26	1	48	US
5	5	5	3	5	3	5	5	0	1	2	1	1	5	3	3	2	3	1	4	1	2	27	2	93	GB
5	5	2	5	1	4	5	2	4	3	1	4	4	5	4	4	4	3	5	4	2	3	40	2	79	CA
4	4	4	2	1	4	2	1	4	3	2	1	3	4	4	4	2	1	4	4	4	4	22	2	91	US
5	2	5	2	5	4	2	3	2	2	2	1	1	4	3	4	3	5	3	4	4	4	31	1	84	US
5	2	2	1	4	5	4	2	4	2	2	3	4	3	5	3	2	2	2	2	4	1	27	2	90	AU
4	5	5	3	4	5	4	3	3	5	5	4	5	4	5	4	4	2	5	5	4	5	18	1	83	US
5	2	5	5	5	5	5	4	4	3	1	2	3	5	5	4	5	3	5	3	2	2	13	1	88	GB
2	4	4	2	1	1	4	4	5	2	3	4	2	2	1	1	2	1	2	2	4	2	17	1	86	US
5	3	4	2	3	3	3	4	2	1	2	2	3	5	4	3	4	2	3	5	3	2	13	1	72	US
4	1	2	4	3	4	4	2	4	2	2	1	2	4	5	4	1	2	3	3	4	1	21	1	75	DE
4	1	4	2	2	5	4	2	3	1	3	2	4	2	4	3	4	4	1	1	2	1	21	2	95	US
5	5	5	2	4	3	5	4	5	3	2	2	1	5	2	4	4	2	2	4	4	5	13	2	99	GB
4	2	4	3	3	4	1	2	5	2	2	3	4	2	3	2	2	3	1	4	4	1	24	0	56	IN
3	1	1	1	3	3	3	3	2	2	2	1	3	2	1	2	1	3	4	4	4	1	23	1	96	US
2	3	4	1	1	4	1	4	3	2	2	2	5	4	3	2	1	1	2	3	1	1	17	1	96	US
3	2	4	2	2	2	4	3	5	1	1	2	3	4	1	2	2	2	1	1	2	3	24	1	71	US
5	4	4	2	2	5	0	4	5	5	4	2	4	4	4	4	4	1	2	4	2	2	15	2	89	US
2	1	1	2	2	5	1	1	1	1	1	2	1	2	4	3	2	1	1	5	2	2	46	2	66	US
5	4	5	1	2	4	5	2	4	3	2	2	2	5	5	5	4	2	2	4	4	3	13	1	98	US
4	5	5	3	3	4	5	2	4	1	4	3	4	3	5	4	5	4	2	4	4	1	19	1	66	PL
4	1	2	3	4	4	4	2	4	1	4	3	4	5	4	5	4	2	4	5	2	2	23	2	80	US
5	1	4	2	5	4	2	2	4	4	1	1	2	4	3	3	2	2	2	4	3	1	22	2	95	US
5	5	4	2	3	5	5	5	5	1	5	3	5	5	3	5	4	4	4	5	4	3	58	1	72	US
4	2	3	2	3	2	4	2	4	1	1	2	1	4	4	5	4	4	1	2	1	1	19	2	75	CA
2	2	1	2	3	3	1	0	4	2	2	1	3	4	1	1	1	1	2	5	4	1	34	2	83	US
3	1	4	1	2	5	2	2	4	1	2	1	3	3	4	3	2	1	1	2	2	2	17	2	96	US
5	5	5	2	4	5	4	3	5	2	2	2	2	2	5	4	3	5	2	4	3	1	27	2	90	US
3	2	2	4	4	4	4	3	3	4	2	2	4	0	5	4	4	2	4	5	4	3	25	1	86	US
5	2	3	5	4	5	1	4	5	2	2	1	2	2	4	4	4	2	4	5	1	2	15	1	57	US
4	4	5	4	5	3	5	2	4	1	2	4	4	5	5	5	4	3	1	5	4	5	13	1	91	GB
0	4	4	2	3	4	5	2	5	3	0	5	0	5	5	4	1	1	2	3	4	2	19	2	81	US
2	1	2	2	5	4	2	4	2	3	4	3	4	1	4	3	3	3	4	4	4	2	30	2	87	US
4	4	5	5	4	5	4	4	4	5	1	3	1	4	5	4	3	3	4	4	4	1	19	1	65	US
1	3	4	4	1	3	4	1	5	2	2	1	2	4	3	2	2	1	4	4	2	3	19	2	82	US
4	4	2	2	3	2	5	5	5	2	1	4	4	5	5	4	5	3	4	4	3	3	30	1	90	CA
4	4	4	2	4	2	5	3	5	2	4	3	5	5	1	2	1	2	4	5	4	3	14	0	85	US
3	3	4	2	1	4	1	2	5	1	1	1	1	5	2	5	3	4	2	2	4	3	14	1	98	AU
4	2	3	2	2	5	4	3	3	3	2	5	5	1	4	3	3	4	3	5	5	3	20	2	73	US
3	3	5	0	2	3	5	5	4	2	2	1	4	5	5	3	5	2	0	4	3	1	22	2	91	BR
5	4	3	3	2	4	1	4	2	2	1	2	4	2	5	2	4	2	3	4	2	2	21	1	94	US
2	2	4	4	4	5	4	1	4	2	5	4	5	4	4	5	2	3	4	4	5	3	28	1	98	GB
4	1	2	2	4	5	2	4	5	4	1	4	3	1	5	4	5	5	4	5	3	3	20	2	71	US
2	2	5	3	4	1	3	4	3	3	1	2	2	3	4	1	2	3	1	5	1	2	41	1	47	AU
5	1	1	3	3	5	1	3	1	2	4	5	3	4	5	5	5	4	0	5	4	4	15	2	98	GB
5	5	5	5	5	5	5	3	5	3	2	5	5	5	5	4	5	5	4	5	4	5	45	1	74	US
4	2	3	1	4	5	5	5	5	4	5	4	2	4	5	4	4	4	5	5	5	3	29	1	96	GB
3	2	2	2	1	4	2	1	4	3	5	2	2	4	3	2	0	1	4	4	0	3	13	2	94	US
2	2	2	3	5	4	2	2	5	5	3	4	4	4	2	1	1	1	2	2	4	2	19	2	89	US
2	4	4	2	2	1	5	1	4	1	2	4	1	5	1	3	1	1	2	4	2	1	32	2	74	US
4	4	5	4	3	2	4	1	4	1	4	4	4	5	4	2	4	3	4	5	1	2	26	1	98	US
4	3	3	2	4	4	4	2	4	3	1	4	1	2	4	2	4	2	3	4	5	3	15	2	97	US
5	4	3	1	2	3	2	2	1	3	1	2	1	5	4	3	1	2	3	3	3	2	30	2	62	US
4	3	5	2	3	3	4	2	3	1	4	2	4	4	5	2	4	2	3	5	2	2	21	1	79	GB
5	2	2	3	5	5	3	5	4	4	1	1	2	3	5	4	4	3	1	2	2	1	29	1	84	GB
5	2	4	2	4	5	5	4	5	5	4	2	4	5	5	4	5	3	5	5	5	1	13	2	92	GB
4	4	3	2	3	3	2	1	2	2	1	4	2	2	2	1	2	2	1	2	2	1	14	2	88	US
5	2	4	3	1	4	4	1	5	3	5	2	5	4	4	1	1	4	4	3	4	4	42	2	91	DE
4	4	5	5	1	4	4	5	2	4	2	2	3	2	4	2	1	2	1	3	4	1	17	2	91	GB
4	2	2	2	4	5	2	0	4	2	2	1	2	2	4	5	4	2	2	5	4	4	25	1	84	GB
1	2	2	4	2	5	2	2	3	1	1	1	1	3	4	3	3	1	2	4	2	1	16	2	92	CA
5	1	4	3	5	4	4	0	3	5	2	1	2	3	4	3	2	3	1	2	1	1	32	1	69	US
4	1	2	5	3	5	4	5	2	4	4	4	4	5	3	1	3	2	4	5	4	4	19	1	84	US
3	4	4	4	4	4	4	5	4	1	1	3	1	3	3	2	1	1	3	1	2	2	20	1	72	US
5	3	4	5	1	4	3	5	4	2	4	5	4	4	4	3	2	2	5	5	5	5	45	2	90	US
3	1	1	1	1	5	1	1	2	3	1	1	1	1	3	2	4	4	1	1	4	1	24	1	92	US
3	1	1	4	3	5	2	4	1	2	4	2	5	4	4	5	3	2	5	5	2	0	33	2	69	AU
5	1	4	5	4	5	5	3	4	4	1	1	2	2	3	5	5	4	4	4	4	2	22	1	72	US
4	2	4	3	4	4	2	1	3	3	2	4	4	4	4	3	2	2	3	4	2	0	20	1	99	US
5	2	4	4	2	5	4	1	4	2	1	1	2	3	2	4	3	2	2	4	3	2	13	2	93	AU
5	1	1	3	1	5	4	5	4	1	3	3	4	5	5	3	4	2	4	4	3	2	16	2	91	CA
5	5	4	2	2	0	4	4	3	4	3	3	4	4	3	3	5	2	4	5	4	3	16	1	97	US
5	4	2	4	3	4	5	4	3	5	5	5	5	3	4	5	5	2	5	4	5	3	22	1	92	US
3	3	3	3	5	4	4	4	3	4	1	1	2	3	5	3	3	2	4	4	4	2	38	1	80	US
5	3	4	4	5	5	4	5	4	2	4	1	3	5	4	3	5	2	5	5	5	5	24	1	84	US
4	1	2	5	5	5	1	3	3	1	1	2	1	3	3	1	1	2	3	1	1	1	32	3	90	US
1	4	2	0	4	1	5	4	4	4	2	1	2	1	4	5	4	4	4	1	4	1	13	1	95	AU
5	3	1	2	4	0	5	2	5	4	4	2	2	4	4	2	3	2	5	5	4	1	31	1	92	GB
4	2	3	5	3	4	1	4	4	5	4	3	4	1	5	5	5	5	1	4	4	4	13	2	83	PH
4	3	4	3	2	0	2	1	4	1	2	1	4	4	4	4	3	2	2	4	4	2	13	1	83	US
5	4	5	5	3	4	4	2	5	2	5	2	4	4	4	4	4	3	4	5	5	4	17	1	91	US
5	4	4	2	2	5	2	4	2	3	4	2	4	4	4	3	4	4	3	4	4	3	21	1	43	US
4	3	4	5	4	5	5	3	5	2	5	1	2	4	5	5	5	4	4	3	4	1	13	2	79	CA
5	0	5	4	4	5	4	3	2	1	4	2	2	2	4	3	4	3	4	4	3	3	21	2	68	IN
3	4	2	2	3	4	4	3	4	4	4	4	3	5	4	3	3	2	2	3	1	1	15	1	88	US
3	2	4	2	4	5	5	2	4	1	1	1	2	1	4	3	4	2	3	4	2	1	13	1	87	US
3	2	3	4	4	4	4	3	3	1	2	3	3	5	2	2	1	4	2	3	1	1	20	1	92	US
4	1	1	3	4	5	5	3	2	4	2	1	3	3	2	4	1	2	4	5	4	3	31	2	85	GB
5	2	5	5	5	5	4	4	2	5	2	2	0	3	5	4	4	4	3	4	4	4	18	2	85	US
3	0	3	1	2	3	2	2	4	1	2	1	2	3	5	4	3	2	1	1	4	1	20	1	68	BR
5	4	4	2	4	5	5	4	5	5	5	4	4	5	4	4	4	2	4	4	0	2	25	2	96	US
4	1	3	1	3	2	1	2	2	2	2	2	1	5	3	1	3	4	1	4	1	3	41	1	90	AU
4	1	4	2	2	2	4	5	3	2	1	4	3	4	4	4	2	2	3	4	5	4	23	2	90	US
2	2	2	1	5	5	2	4	4	1	1	2	1	4	1	2	3	2	5	5	5	3	28	1	50	US
4	3	3	2	2	5	2	5	4	4	2	1	5	5	5	3	3	2	5	5	5	3	16	2	88	US
3	2	1	1	1	4	4	1	4	4	2	1	4	4	4	4	4	4	0	2	3	1	26	1	92	US
4	2	4	3	4	3	4	2	1	2	1	2	5	4	4	3	5	2	4	2	3	3	25	2	74	AU
4	0	4	1	3	3	4	0	5	1	4	2	5	5	4	3	1	2	2	3	3	2	16	2	90	US
5	5	4	2	4	4	5	5	4	4	4	5	4	5	5	5	5	5	4	5	5	4	34	1	73	AU
5	5	4	4	4	5	4	3	5	2	1	1	2	2	1	1	2	1	4	3	4	1	25	2	92	US
4	1	4	2	5	5	4	3	3	4	2	2	2	4	5	4	5	4	2	4	2	2	28	2	76	US
5	4	2	2	5	5	3	4	5	4	4	4	4	4	5	4	4	3	4	4	5	5	31	1	91	US
5	5	4	3	4	5	4	4	5	5	4	3	3	2	5	3	5	4	5	5	4	4	25	1	82	US
5	3	5	4	2	5	2	3	2	4	3	5	4	5	3	3	1	5	4	5	5	4	34	1	90	DE
2	2	2	2	4	3	4	2	1	0	4	4	4	4	4	4	2	3	2	4	2	2	21	2	81	GB
4	1	4	2	4	5	3	1	1	2	1	1	3	5	1	2	2	1	1	2	1	1	13	1	78	US
5	4	4	5	3	5	4	3	2	5	4	2	3	5	5	5	5	5	4	4	4	4	32	1	73	US
4	3	2	2	5	0	2	2	2	3	1	2	5	2	5	3	1	1	3	4	4	3	48	2	76	US
5	5	4	4	4	5	5	3	5	5	3	4	3	5	5	5	5	1	4	5	4	2	19	1	95	AU
5	1	4	3	5	4	4	4	3	3	4	2	3	5	5	5	5	3	3	5	4	2	27	1	98	US
4	3	1	3	5	5	4	4	3	1	2	0	2	2	4	4	4	2	2	4	2	2	20	1	87	US
5	5	5	3	4	4	4	5	5	5	2	4	4	4	4	4	5	3	5	5	4	5	28	2	93	US
4	4	5	2	5	4	4	5	4	2	4	4	5	5	0	5	5	4	4	5	4	5	16	2	81	CA
3	2	1	2	2	4	1	4	2	1	4	2	2	3	4	2	4	2	4	4	4	1	13	2	88	CA
3	3	4	4	4	4	5	4	4	3	4	5	4	4	4	2	2	2	4	4	2	4	23	2	85	US
5	3	2	4	5	5	3	3	5	4	2	1	2	4	4	0	1	2	5	5	5	4	26	1	93	US
4	2	1	2	2	5	1	4	0	5	2	2	4	4	3	3	2	0	4	4	5	4	21	1	83	AU
5	4	5	5	5	4	5	2	5	2	1	2	2	5	5	3	3	4	4	4	5	4	23	2	100	US
4	5	5	4	3	4	5	4	5	3	3	2	4	4	5	4	2	2	3	5	5	0	25	1	85	US
4	4	0	4	5	4	4	2	5	4	2	3	3	5	4	4	1	3	5	5	4	2	19	1	98	GB
5	1	4	2	2	2	2	2	4	3	2	1	1	1	3	4	4	2	3	4	5	1	24	1	71	US
3	4	1	1	4	4	0	1	5	2	1	2	2	3	5	3	5	4	4	5	5	2	20	2	95	GB
4	3	4	2	2	5	5	3	4	2	1	4	3	2	2	0	4	3	2	2	1	1	24	1	89	CA
3	1	2	2	4	4	5	1	5	2	1	2	2	4	4	4	1	4	1	4	4	1	17	1	82	GB
4	4	2	3	4	3	4	5	5	2	3	3	4	5	3	3	4	2	3	4	4	4	24	1	90	US
2	1	5	2	1	3	4	2	2	1	0	2	1	3	2	1	4	2	4	4	4	2	18	1	58	US
4	1	2	4	4	5	4	2	4	3	4	0	2	3	4	4	2	2	2	0	4	3	19	2	86	US
4	3	3	2	3	4	4	3	5	1	3	1	3	4	4	4	4	4	5	4	5	4	24	2	61	US
5	3	5	3	2	4	4	3	4	5	1	1	4	2	5	5	4	3	5	5	2	4	26	1	44	AU
4	4	5	5	3	3	5	5	5	2	1	1	1	1	4	1	3	2	1	4	2	1	24	2	79	US
1	4	3	1	1	3	4	1	5	1	4	2	5	4	5	1	1	1	2	4	1	2	38	1	45	US
4	4	4	3	2	4	4	4	4	3	5	4	4	1	4	2	3	2	4	4	5	4	16	1	82	US
1	4	4	5	1	4	4	3	5	3	3	2	4	3	4	4	4	2	5	5	4	4	13	1	88	GB
5	5	5	5	5	5	5	2	5	4	5	3	5	5	5	5	5	4	4	5	4	3	18	1	96	AU
4	1	4	3	5	4	4	2	4	2	4	2	3	5	5	4	5	1	4	4	4	1	19	1	94	US
5	1	3	1	3	4	3	2	4	2	2	1	4	4	4	1	5	2	4	4	4	4	14	1	95	CA
2	4	2	3	2	4	5	4	5	2	3	3	3	5	4	3	4	2	5	5	5	3	38	1	77	US
4	5	5	4	1	2	5	2	5	1	1	2	2	3	3	3	4	2	1	1	3	2	33	2	77	US
4	5	4	5	1	4	4	4	5	4	4	3	3	5	5	3	3	4	5	5	4	4	23	1	81	AU
4	3	5	5	4	4	4	5	4	0	3	2	4	2	4	4	4	3	4	4	4	5	31	1	82	US
5	2	4	2	5	5	4	5	4	4	5	2	3	4	4	3	2	2	5	5	4	5	21	2	88	US
4	4	4	2	4	5	5	2	3	4	2	2	3	4	3	2	0	2	2	0	4	3	18	1	83	US
5	4	5	3	1	3	1	5	4	1	3	2	1	4	4	2	3	1	2	5	2	2	20	2	67	PL
3	1	1	5	3	4	5	4	3	4	1	1	2	5	3	3	3	1	1	4	2	1	16	2	99	CA
5	4	5	4	5	4	5	4	5	3	2	1	3	0	5	5	5	3	4	3	1	4	28	2	99	GB
5	1	1	2	4	5	2	5	5	4	3	5	3	5	5	3	5	3	5	2	5	4	27	1	99	US
3	2	4	4	4	4	3	4	2	2	2	4	4	2	5	4	3	4	4	5	4	3	25	2	79	US
5	3	4	4	3	2	4	5	5	5	2	4	5	5	5	4	5	5	5	4	4	5	18	1	79	US
2	1	3	2	2	5	2	1	4	5	1	4	4	5	4	4	4	4	5	4	4	1	22	1	95	GB
2	4	4	2	3	4	4	2	4	2	2	2	4	5	3	2	1	1	4	4	0	3	32	1	87	US
2	5	5	1	3	5	4	2	5	2	4	4	3	3	4	2	2	3	2	4	3	2	17	2	74	US
4	2	3	4	2	5	5	2	4	1	1	2	4	4	4	4	1	1	5	5	5	4	23	1	93	AU
5	5	4	2	2	5	3	4	4	3	2	4	4	5	2	3	0	2	5	4	4	5	27	1	89	US
5	5	4	3	2	4	3	4	3	2	4	4	4	5	2	2	4	2	5	4	3	4	24	3	89	GB
4	4	3	2	4	1	4	4	5	1	3	2	2	4	3	3	2	4	4	3	4	3	15	2	80	US
5	2	4	5	3	4	5	5	4	2	4	2	4	4	4	4	4	3	3	4	4	3	19	1	80	US
2	2	2	5	2	3	3	3	4	2	2	2	4	5	5	1	1	4	1	4	3	1	19	1	82	AU
4	2	2	5	4	5	4	4	4	1	4	1	3	5	4	4	4	1	3	4	3	3	19	1	94	US
5	0	2	2	1	4	2	3	2	2	1	2	3	1	5	5	3	2	2	4	4	1	25	0	84	US
5	2	2	1	4	5	2	3	1	1	1	3	1	4	2	1	4	0	3	5	1	3	27	1	95	US
3	3	4	4	4	5	4	3	3	3	4	2	4	4	5	4	0	1	4	4	5	4	32	1	88	US
5	2	2	4	4	2	1	5	1	1	1	1	3	5	4	4	4	4	2	4	4	4	14	1	87	US
5	5	5	4	5	4	5	4	5	1	1	1	3	2	4	1	3	2	1	5	4	3	37	1	79	US
5	1	4	2	3	4	4	5	2	2	5	3	2	5	3	3	4	4	4	5	0	5	15	1	62	GB
5	3	5	2	3	5	5	4	4	3	4	3	4	5	5	4	5	5	3	5	5	4	29	2	81	US
2	2	2	1	1	4	2	5	4	2	5	2	5	3	2	1	4	2	4	4	5	1	13	2	69	US
3	3	4	1	3	4	4	3	3	5	3	4	2	5	4	5	4	3	4	5	4	2	18	1	51	US
5	4	5	5	4	5	5	5	5	5	5	4	4	5	5	5	5	5	4	4	2	4	20	0	82	GB
5	4	5	4	4	4	3	4	5	4	2	1	2	4	5	3	5	3	2	2	1	1	15	2	99	US
2	4	4	4	1	4	4	3	5	3	3	4	5	4	4	3	1	3	5	4	4	3	33	1	100	US
4	4	5	2	3	2	5	4	4	5	2	2	3	4	4	3	2	1	2	2	4	3	29	1	53	CA
4	5	5	2	5	5	5	5	5	4	2	2	5	3	5	5	0	5	1	5	4	4	16	2	71	US
3	4	4	5	3	4	5	2	4	2	4	4	5	4	3	4	3	3	3	4	2	2	38	1	70	US
4	3	5	4	5	5	5	3	5	2	5	5	5	5	5	3	5	4	1	2	3	3	26	1	80	US
4	5	5	1	4	5	5	4	5	2	4	2	3	2	3	2	5	3	2	4	2	4	15	1	83	GB
3	5	2	1	4	5	5	4	5	2	1	2	1	3	2	3	3	1	1	4	1	2	20	2	92	US
4	4	5	2	3	5	5	3	1	4	5	5	5	5	5	4	5	5	4	4	5	3	25	2	66	US
3	1	2	3	0	5	2	4	2	5	1	4	4	4	5	3	5	2	2	4	4	3	35	2	87	US
2	2	2	1	5	4	0	2	5	1	4	1	4	2	5	4	5	3	2	5	4	2	16	2	78	US
4	2	2	2	3	4	4	3	5	4	1	3	1	1	4	4	1	2	4	4	2	5	23	2	91	CA
3	2	4	2	2	4	4	1	3	1	2	3	2	5	4	3	3	1	2	2	4	2	21	1	94	US
4	5	4	2	2	4	5	4	4	2	1	2	4	3	4	5	2	2	2	4	5	3	23	1	89	GB
5	0	2	5	5	5	5	5	4	4	5	5	5	5	0	4	5	2	4	4	4	5	17	1	99	AU
3	4	1	1	4	4	4	5	2	5	5	4	5	5	5	5	5	5	2	4	3	4	35	1	83	US
2	1	4	3	4	3	2	4	3	5	4	1	3	4	3	2	1	2	4	4	4	4	16	1	72	US
3	4	0	3	2	2	4	4	4	4	1	1	3	5	5	4	4	2	4	0	3	4	41	1	89	US
4	5	5	2	4	5	5	5	5	4	4	5	4	3	5	3	5	3	4	4	5	1	26	2	94	US
1	4	3	4	5	4	4	1	3	1	4	1	5	3	3	4	1	1	1	2	1	4	27	2	84	AU
2	4	5	2	4	4	4	2	5	1	3	4	4	5	4	4	4	2	1	2	2	3	33	1	65	US
5	1	2	2	2	3	4	5	4	2	3	1	2	1	1	1	1	2	4	4	5	3	30	2	93	GB
4	4	4	3	5	5	5	2	5	1	3	4	2	5	4	3	4	4	3	5	2	3	20	2	86	GB
3	2	2	1	1	3	1	5	3	3	2	2	1	5	4	4	1	2	2	1	1	2	30	2	88	PL
2	2	3	1	1	3	3	3	2	1	2	1	2	5	4	2	2	3	1	4	4	2	13	2	89	US
5	1	5	2	2	4	4	4	3	4	3	3	2	5	2	3	2	2	0	4	2	2	40	1	60	US
4	4	4	5	3	4	4	5	5	2	2	3	5	2	4	3	3	2	2	4	3	2	33	1	88	AU
2	2	2	1	3	5	1	1	2	2	1	3	3	4	3	3	4	3	2	4	1	3	13	0	75	CA
1	2	2	2	3	5	4	4	4	2	2	1	4	4	4	3	4	4	3	4	1	2	20	1	64	GB
5	1	1	3	5	5	4	5	1	4	2	4	5	5	4	2	2	2	3	4	4	4	13	1	92	US
3	2	2	5	3	4	3	2	4	4	4	5	5	1	5	5	4	2	4	4	4	2	26	1	83	US
5	5	4	5	5	4	4	5	5	5	4	1	2	1	4	4	0	5	4	4	5	2	15	0	79	CA
5	3	2	2	4	4	4	2	3	2	4	5	2	5	2	2	5	1	5	4	4	2	34	2	71	AU
5	4	4	3	4	5	4	2	3	5	5	3	4	2	3	5	5	3	4	5	3	5	24	1	99	US
4	4	4	3	4	2	5	2	4	2	5	3	5	2	5	4	3	4	3	2	2	1	17	1	89	US
4	1	2	3	2	4	2	3	4	2	2	4	3	4	2	2	2	1	5	4	2	3	16	0	81	DE
2	1	2	4	3	4	4	1	2	3	3	1	1	3	5	3	0	2	3	2	4	1	17	2	95	CA
5	1	5	2	3	4	4	1	3	1	4	1	2	2	1	1	1	1	2	4	4	1	31	2	91	SE
4	5	5	2	2	5	4	5	5	1	1	1	4	5	3	3	3	1	2	1	4	1	31	2	90	US
4	4	2	2	3	4	4	1	4	3	2	1	2	5	4	3	5	3	4	3	3	1	20	1	95	US
5	4	5	1	5	5	4	2	4	2	4	4	2	4	5	4	1	2	5	4	4	2	13	2	63	US
4	1	5	1	4	4	3	3	2	2	4	3	5	5	2	4	1	2	2	3	4	1	53	2	87	GB
4	3	4	2	2	4	4	4	2	1	3	2	2	4	4	4	4	2	5	4	4	3	19	2	62	US
2	5	2	3	5	4	4	5	5	4	0	3	2	4	5	4	5	4	1	5	4	2	13	2	82	US
5	2	4	2	5	5	1	3	4	4	1	5	3	5	5	4	5	4	3	5	5	4	16	2	80	US
4	2	5	4	4	3	4	2	5	4	4	4	5	5	5	3	4	3	2	2	4	4	22	2	96	US
4	4	4	0	4	4	5	4	4	2	5	4	4	5	4	3	4	4	3	1	2	1	17	1	80	US
5	5	5	3	3	5	4	4	5	1	1	4	4	5	5	2	4	4	4	5	3	2	27	1	77	US
3	4	5	5	5	4	2	4	2	4	5	5	5	5	4	3	3	3	5	5	4	4	18	2	48	US
4	3	5	4	5	4	1	4	3	5	2	4	3	4	5	4	4	4	4	2	5	1	22	1	60	US
5	3	5	2	4	3	4	2	5	1	4	2	3	0	4	3	1	2	4	5	4	2	24	1	96	US
4	2	2	5	3	4	2	5	5	2	2	3	2	5	4	4	4	4	3	2	5	3	27	2	76	US
5	4	4	2	4	5	5	5	5	5	4	4	5	3	4	5	4	3	5	5	5	5	36	1	91	US
4	2	4	2	4	3	4	2	2	2	1	1	3	3	2	2	1	1	4	4	4	2	29	2	48	US
5	2	3	2	5	4	2	5	5	4	2	2	1	5	5	5	5	4	4	5	4	4	31	1	91	US
0	2	4	2	1	4	2	2	4	0	5	3	5	3	4	1	5	2	2	2	5	2	24	1	60	US
2	1	2	1	2	5	2	4	4	5	1	3	2	3	4	3	4	2	4	4	3	2	30	2	67	AU
2	3	3	4	2	5	3	3	4	2	4	2	4	4	4	3	3	2	5	4	4	4	19	2	85	US
4	1	2	4	4	5	4	4	1	1	2	1	1	4	4	3	4	3	5	5	4	1	13	1	89	GB
4	5	4	1	4	4	5	4	4	3	4	1	1	1	4	3	3	3	4	5	4	2	14	2	66	US
2	4	2	3	2	4	3	4	3	5	4	3	4	4	5	4	4	3	5	5	5	4	23	1	92	US
0	2	4	4	5	5	1	3	3	4	2	1	5	4	5	5	5	5	5	4	4	2	21	2	64	US
