participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P06084	4	5	5	3	1	0	4	3	2	1	49	2	97	US
P06085	5	3	4	4	5	5	4	5	2	3	39	2	64	US
P06086	1	2	5	3	2	3	4	2	2	1	25	2	79	US
P06087	5	2	2	3	3	4	3	3	2	3	34	2	80	US
P06088	5	3	4	5	3	5	5	4	4	3	37	2	91	US
P06089	5	0	5	4	5	5	5	5	4	4	32	2	92	US
P06090	5	2	4	1	2	4	4	4	4	2	43	2	85	US
P06091	5	5	4	4	2	5	4	5	5	2	34	2	82	US
P06092	5	5	4	2	5	3	4	5	5	4	40	2	93	US
P06093	2	2	3	2	4	3	3	5	3	3	39	2	72	US
P06094	5	4	4	3	5	5	4	5	5	3	37	2	57	US
P06095	5	2	4	4	5	5	5	5	2	4	22	2	64	US
P06096	4	1	4	3	2	4	2	3	5	1	24	2	95	US
P06097	4	2	4	4	0	4	2	4	1	2	42	2	96	US
P06098	2	4	4	1	1	4	5	1	4	1	46	2	51	US
P06099	4	1	5	2	4	5	3	5	3	4	34	2	88	US
P06100	5	3	4	4	5	4	5	4	2	4	24	2	71	US
P06101	5	2	5	4	5	5	4	5	4	2	26	2	83	US
P06102	5	2	4	1	2	5	4	4	2	1	30	2	94	US
P06103	5	3	4	1	3	5	2	4	5	3	43	2	94	US
P06104	5	2	4	1	4	2	5	5	5	1	31	2	65	US
P06105	5	4	5	2	4	5	5	5	5	3	29	2	79	US
P06106	3	2	4	2	2	5	2	3	4	2	36	2	79	US
P06107	5	2	4	5	4	5	3	4	4	4	46	2	95	US
P06108	3	5	5	3	4	4	5	4	5	2	38	2	94	US
P06109	3	3	5	4	3	4	4	5	2	2	24	2	95	US
P06110	5	4	4	3	5	4	4	5	5	5	26	2	100	US
P06111	5	5	5	4	4	4	5	4	5	3	42	2	80	US
P06112	4	4	4	1	1	5	5	3	4	2	58	2	93	US
P06113	4	4	5	4	4	3	5	5	2	3	18	2	83	US
P06114	4	3	5	2	1	4	5	2	5	1	54	2	72	US
P06115	3	1	2	4	1	2	2	3	2	4	53	2	89	US
P06116	4	4	5	4	5	5	4	5	4	5	25	2	99	US
P06117	5	2	5	5	4	4	4	4	5	2	29	2	88	US
P06118	5	4	4	2	2	4	5	2	4	2	23	2	69	US
P06119	5	1	3	2	1	4	5	4	5	1	40	2	83	US
P06120	5	5	3	3	5	5	4	5	4	4	38	2	85	US
P06121	4	3	3	3	2	2	4	2	4	1	42	2	66	US
P06122	5	3	4	4	4	5	5	4	4	4	35	2	93	US
P06123	5	2	3	5	5	4	4	5	2	5	41	2	90	US
P06124	4	3	5	4	3	4	4	5	4	2	39	2	98	US
P06125	0	3	4	3	2	4	3	4	4	3	39	2	32	US
P06126	4	4	5	4	4	4	2	4	2	2	29	2	92	US
P06127	3	3	4	2	2	2	4	4	4	2	32	2	68	US
P06128	4	3	4	5	4	3	5	5	3	5	18	2	79	US
P06129	4	4	4	4	2	4	5	4	3	2	33	2	84	US
P06130	3	3	4	2	0	3	3	4	3	1	32	2	81	US
P06131	5	3	5	4	4	5	4	4	5	5	30	2	73	US
P06132	5	2	4	3	3	4	5	5	3	2	30	2	83	US
P06133	5	2	4	2	1	4	4	3	3	2	40	2	78	US
P06134	5	4	5	1	3	4	5	3	3	2	24	2	95	US
P06135	5	4	2	1	5	5	5	5	5	5	35	2	67	US
P06136	5	2	5	3	5	4	4	4	4	4	22	2	60	US
P06137	5	4	4	2	4	5	4	5	4	3	37	2	66	US
P06138	5	4	5	2	2	4	5	5	2	5	53	2	73	US
P06139	4	1	3	3	2	3	4	4	3	2	23	2	63	US
P06140	5	2	3	2	2	2	4	4	5	2	29	2	98	US
P06141	5	4	5	2	5	5	5	4	4	3	34	2	96	US
P06142	4	2	4	4	4	4	3	5	2	2	34	2	64	US
P06143	4	4	2	4	3	3	4	5	0	1	43	2	98	US
P06144	5	5	5	4	4	5	5	5	5	4	27	2	70	US
P06145	5	5	5	2	2	4	5	5	4	1	62	2	80	US
P06146	4	2	4	2	2	5	5	5	4	1	18	2	98	US
P06147	5	3	4	4	4	5	4	5	4	5	30	2	85	US
P06148	5	2	1	4	3	4	4	5	2	2	24	2	94	US
P06149	2	2	2	3	3	2	5	5	1	2	49	2	88	US
P06150	5	2	4	5	4	5	4	4	4	2	18	2	87	US
P06151	3	3	5	2	2	5	2	2	2	4	34	2	90	US
P06152	5	1	2	2	5	1	1	2	3	4	44	2	91	US
P06153	4	4	5	4	4	5	4	5	5	4	46	2	96	US
P06154	2	1	2	2	2	2	4	3	4	2	21	2	94	US
P06155	4	4	3	3	3	4	4	2	4	2	37	2	93	US
P06156	5	3	5	4	3	2	4	5	4	3	38	2	93	US
P06157	2	1	2	1	2	4	4	1	1	1	29	2	85	US
P06158	5	4	5	2	4	3	5	3	5	2	38	2	36	US
P06159	2	2	4	1	2	4	2	3	2	1	18	2	89	US
P06160	4	4	5	4	5	4	5	5	4	4	57	2	79	US
P06161	4	1	4	2	5	5	2	4	4	2	43	2	92	US
P06162	3	2	5	2	4	5	5	0	5	1	45	2	86	US
P06163	5	3	5	5	5	5	5	4	4	4	27	2	87	US
P06164	3	3	4	1	2	4	3	5	4	1	47	2	89	US
P06165	4	1	4	2	2	5	2	3	2	3	40	2	78	US
P06166	4	1	2	1	4	4	3	5	4	5	49	2	87	US
P06167	5	1	1	3	1	5	2	4	2	2	43	2	88	US
P06168	5	3	5	2	1	3	5	5	4	4	38	2	81	US
P06169	5	3	5	3	4	5	5	5	3	2	33	2	86	US
P06170	5	5	5	4	2	5	5	4	5	4	40	2	83	US
P06171	4	1	4	1	3	4	4	5	4	1	26	2	73	US
P06172	5	4	2	4	4	4	4	4	3	3	42	2	92	US
P06173	5	3	4	3	2	5	4	5	2	1	53	2	86	US
P06174	5	5	5	4	4	5	5	5	5	5	39	2	84	US
P06175	4	2	2	2	2	4	4	4	3	2	44	2	87	US
P06176	4	2	5	2	1	4	3	2	4	2	27	2	99	US
P06177	5	3	4	2	5	5	5	5	5	2	18	2	90	US
P06178	5	3	4	5	2	4	5	5	2	2	26	2	75	US
P06179	4	4	5	3	2	3	2	4	5	4	18	2	77	US
P06180	4	1	2	5	2	4	4	5	4	3	37	2	61	US
P06181	5	4	5	5	4	5	4	4	5	4	27	2	73	US
P06182	5	1	5	5	3	5	2	5	3	5	30	2	68	US
P06183	5	2	3	1	3	5	1	5	4	4	41	2	99	US
P06184	5	3	5	1	2	4	4	4	0	2	39	2	98	US
P06185	4	3	4	2	2	4	0	1	4	1	38	2	69	US
P06186	5	5	5	5	5	5	5	5	4	4	29	2	52	US
P06187	5	3	4	2	4	2	5	5	4	1	63	2	68	US
P06188	5	4	2	2	3	5	5	4	4	2	25	2	59	US
P06189	4	1	3	2	3	3	2	4	2	2	18	2	83	US
P06190	3	2	4	4	4	4	4	4	5	4	33	2	67	US
P06191	5	3	5	2	3	5	4	5	5	5	46	2	58	US
P06192	5	1	4	4	4	5	3	4	3	2	30	2	79	US
P06193	4	2	3	2	4	4	4	4	4	2	29	2	82	US
P06194	2	3	4	1	1	2	5	5	4	2	52	2	76	US
P06195	5	1	4	1	4	4	4	0	2	5	44	2	82	US
P06196	5	2	4	3	2	4	4	4	4	1	44	2	87	US
P06197	4	4	5	5	3	3	4	5	4	4	22	2	93	US
P06198	4	5	5	3	4	4	4	4	5	3	40	2	84	US
P06199	5	2	2	4	3	4	3	5	4	2	34	2	73	US
P06200	5	2	4	1	5	5	4	5	4	4	44	2	85	US
P06201	3	2	5	3	2	2	4	2	4	1	54	2	83	US
P06202	5	5	5	2	4	4	5	2	5	2	33	2	94	US
P06203	3	2	4	2	2	3	3	5	3	1	32	2	100	US
P06204	0	3	5	2	5	4	4	4	4	4	41	2	97	US
P06205	5	5	5	4	3	4	4	5	5	2	29	2	89	US
P06206	5	4	5	2	5	5	4	5	5	5	20	2	62	US
P06207	5	4	5	5	3	5	4	4	5	3	47	2	74	US
P06208	4	4	5	2	3	5	5	4	3	4	45	2	84	US
P06209	5	5	4	3	5	5	5	5	5	5	28	2	95	US
P06210	5	2	2	2	4	4	4	5	5	2	43	2	98	US
P06211	3	2	5	2	2	4	4	1	4	0	27	2	63	US
P06212	4	3	5	1	2	5	4	5	4	2	43	2	78	US
P06213	4	5	5	1	5	4	5	5	5	5	43	2	90	US
P06214	5	3	5	3	2	5	5	4	5	2	39	2	78	US
P06215	4	5	5	4	5	3	4	5	5	2	29	2	85	US
P06216	4	2	4	2	1	3	3	2	1	1	18	2	68	US
P06217	1	2	4	1	1	5	2	3	4	1	28	2	87	US
P06218	5	3	5	2	2	4	4	2	5	1	41	2	76	US
P06219	4	1	4	2	3	3	4	3	2	1	18	2	57	US
P06220	2	1	5	4	4	4	4	4	2	4	51	2	73	US
P06221	5	4	5	4	5	4	5	5	5	5	37	2	95	US
P06222	5	3	5	5	3	5	3	4	4	3	28	2	91	US
P06223	3	2	5	1	4	3	4	4	3	3	40	2	90	US
P06224	5	4	4	5	4	5	5	5	5	3	32	2	91	US
P06225	4	2	4	2	2	5	4	5	5	4	33	2	85	US
P06226	4	5	4	3	5	4	2	5	4	5	62	2	85	US
P06227	5	5	5	4	5	4	0	5	4	2	30	2	85	US
P06228	4	2	2	2	5	3	4	4	5	2	61	2	97	US
P06229	5	4	3	2	2	4	5	2	5	1	26	2	78	US
P06230	4	3	5	1	2	4	5	5	4	1	47	2	72	US
P06231	5	1	2	1	4	4	4	3	1	3	29	2	90	US
P06232	4	4	4	2	4	4	2	3	2	2	29	2	81	US
P06233	5	4	5	2	4	5	5	5	4	2	43	2	94	US
P06234	5	1	5	4	5	4	4	4	2	4	46	2	94	US
P06235	5	2	2	5	4	5	4	5	2	4	18	2	89	US
P06236	3	1	4	3	4	3	3	2	4	2	37	2	88	US
P06237	5	5	5	2	2	3	4	2	5	1	18	2	95	US
P06238	4	1	3	5	3	4	1	3	4	1	27	2	77	US
P06239	5	3	4	2	4	5	4	5	4	1	19	2	75	US
P06240	3	3	5	2	2	5	3	2	2	1	26	2	72	US
P06241	4	5	3	2	2	2	5	5	5	1	36	2	95	US
P06242	2	2	3	2	1	4	4	1	4	1	38	2	91	US
P06243	4	3	5	2	3	4	4	3	4	5	22	2	84	US
P06244	4	3	5	3	5	3	4	5	4	2	42	2	95	US
P06245	5	2	4	2	5	2	4	4	4	5	58	2	90	US
P06246	4	4	5	5	4	3	4	3	5	1	48	2	92	US
P06247	5	4	4	2	5	5	4	5	4	5	26	2	98	US
P06248	4	3	4	1	2	4	5	4	5	2	41	2	68	US
P06249	5	4	2	2	4	5	4	4	4	2	25	2	84	US
P06250	5	2	1	3	3	4	4	5	2	2	34	2	79	US
P06251	5	5	5	3	4	5	5	5	4	5	43	2	98	US
P06252	4	5	3	3	5	4	5	4	5	3	42	2	91	US
P06253	4	4	5	5	2	3	5	5	3	2	27	2	97	US
P06254	5	4	4	4	4	3	4	4	4	4	32	2	92	US
P06255	4	0	4	4	3	5	4	4	4	3	56	2	90	US
P06256	5	5	5	4	5	4	4	5	4	5	18	2	64	US
P06257	5	4	5	1	1	2	4	4	4	1	51	2	88	US
P06258	5	1	4	5	5	4	3	5	4	3	41	2	76	US
P06259	4	2	4	2	3	4	2	5	2	1	43	2	96	US
P06260	5	5	5	5	5	5	5	5	4	5	40	2	98	US
P06261	5	5	5	2	4	5	5	4	4	4	45	2	90	US
P06262	5	2	4	2	4	5	5	5	5	4	31	2	89	US
P06263	5	4	5	4	4	4	4	2	2	2	24	2	85	US
P06264	4	5	5	5	4	4	5	2	5	3	32	2	89	US
P06265	0	4	2	2	5	5	4	5	3	4	34	2	85	US
P06266	5	1	4	2	2	2	3	2	1	1	51	2	94	US
P06267	5	2	4	2	4	5	4	5	3	5	24	2	94	US
P06268	4	1	4	2	4	4	3	4	3	5	46	2	86	US
P06269	5	3	4	3	5	4	5	5	5	5	23	2	99	US
P06270	3	2	5	2	4	4	3	5	4	1	32	2	87	US
P06271	5	2	4	5	5	5	5	5	5	5	32	2	85	US
P06272	5	2	5	2	3	4	3	3	2	1	29	2	80	US
P06273	5	3	4	2	5	0	4	5	4	3	38	2	49	US
P06274	5	5	4	5	4	4	5	4	5	2	40	2	80	US
P06275	5	4	4	5	5	5	4	5	2	5	49	2	65	US
P06276	5	3	2	2	2	3	5	4	2	2	41	2	98	US
P06277	5	4	5	2	1	3	4	1	5	2	47	2	94	US
P06278	3	5	5	2	3	5	5	4	4	2	44	2	90	US
P06279	5	5	5	4	4	5	5	4	4	4	42	2	76	US
P06280	4	5	5	4	2	5	4	4	5	2	30	2	96	US
P06281	5	4	3	2	4	4	3	5	3	2	50	2	80	US
P06282	5	4	5	2	5	4	5	5	4	2	26	2	79	US
P06283	5	4	5	4	5	4	4	4	4	4	41	2	88	US
P06284	5	4	4	5	5	5	5	5	5	1	54	2	83	US
P06285	5	4	5	4	5	5	5	5	2	4	38	2	64	US
P06286	5	5	5	1	2	5	5	5	3	2	46	2	61	US
P06287	0	4	5	4	4	4	5	5	4	3	54	2	97	US
P06288	4	1	2	2	1	3	2	1	1	1	18	2	88	US
P06289	4	3	5	2	4	5	4	2	3	3	30	2	80	US
P06290	5	4	4	1	4	5	5	4	4	4	32	2	70	US
P06291	3	4	5	2	4	5	5	4	4	4	39	2	98	US
P06292	5	2	2	2	4	5	1	3	2	2	29	2	89	US
P06293	4	2	4	1	5	4	5	5	4	4	36	2	89	US
P06294	5	3	5	3	4	4	5	5	4	4	32	2	95	US
P06295	4	5	5	1	5	4	5	4	5	2	26	2	90	US
P06296	4	5	5	4	4	4	4	5	2	1	37	2	78	US
P06297	5	1	3	3	5	5	2	5	4	5	36	2	97	US
P06298	4	4	4	4	1	3	5	2	2	1	45	2	95	US
P06299	5	1	3	5	2	4	3	2	1	2	33	2	82	US
P06300	4	2	4	1	4	4	4	5	5	5	39	2	83	US
P06301	4	3	4	3	2	3	4	3	4	1	38	2	96	US
P06302	4	5	5	5	2	4	5	0	5	1	28	2	97	US
P06303	5	5	5	2	3	5	5	5	5	4	39	2	84	US
P06304	5	2	2	1	2	4	4	0	4	1	39	2	98	US
P06305	5	2	4	2	4	4	3	5	4	2	34	2	96	US
P06306	5	3	4	2	1	4	4	3	4	2	38	2	88	US
P06307	3	4	4	5	3	4	4	5	2	4	50	2	91	US
P06308	5	2	4	3	5	5	4	5	3	4	18	2	97	US
P06309	4	4	4	2	2	4	4	3	4	3	27	2	92	US
P06310	4	4	4	4	2	4	5	5	5	3	18	2	73	US
P06311	5	2	5	5	4	5	4	5	5	4	33	2	97	US
P06312	5	4	4	3	2	5	4	5	1	2	18	2	80	US
P06313	5	4	4	1	2	4	4	1	2	1	56	2	78	US
P06314	5	4	5	3	5	2	5	4	4	3	20	2	63	US
P06315	4	4	4	2	5	4	2	5	4	5	40	2	93	US
P06316	4	5	5	2	3	4	4	4	5	5	23	2	81	US
P06317	5	1	3	4	2	5	5	5	4	1	57	2	97	US
P06318	5	2	4	5	4	5	5	5	5	3	46	2	88	US
P06319	5	2	4	4	2	5	4	2	5	2	30	2	71	US
P06320	4	3	5	3	5	4	5	2	5	4	34	2	94	US
P06321	3	2	3	2	2	4	2	2	2	1	38	2	91	US
P06322	2	1	3	1	4	4	2	4	4	2	28	2	90	US
P06323	5	1	4	1	3	2	4	4	3	2	31	2	89	US
P06324	4	2	4	4	3	4	3	4	3	1	32	2	100	US
P06325	4	4	5	2	2	4	4	2	4	1	25	2	51	US
P06326	1	2	5	3	2	4	5	4	4	1	41	2	83	US
P06327	5	2	3	3	3	2	4	3	3	2	48	2	96	US
P06328	4	4	4	2	5	5	5	5	2	2	44	2	70	US
P06329	5	1	2	2	2	5	4	4	3	1	32	2	99	US
P06330	4	1	4	3	4	5	4	5	4	3	32	2	98	US
P06331	5	2	5	4	5	4	4	5	3	4	24	2	98	US
P06332	5	1	4	1	1	5	4	3	5	1	29	2	78	US
P06333	5	5	5	4	5	5	5	5	5	5	43	2	77	US
P06334	3	3	1	4	2	4	5	3	4	1	33	2	47	US
P06335	5	3	5	5	5	5	4	5	5	5	26	2	82	US
P06336	4	3	4	2	1	4	4	2	4	3	37	2	84	US
P06337	5	5	5	5	2	4	5	4	5	2	49	2	90	US
P06338	5	4	5	2	4	3	5	5	4	4	60	2	95	US
P06339	5	4	4	2	5	5	5	5	3	5	26	2	70	US
P06340	5	4	5	4	4	4	5	5	5	5	40	2	89	US
P06341	5	4	5	2	2	4	4	5	4	3	20	2	84	US
P06342	4	4	5	5	2	4	5	3	4	2	30	2	87	US
P06343	4	1	5	2	2	3	4	2	4	1	43	2	95	US
P06344	5	2	5	2	4	3	4	3	4	3	18	2	89	US
P06345	4	5	5	2	2	5	4	5	4	2	51	2	71	US
P06346	5	2	4	2	3	4	5	5	4	4	44	2	93	US
P06347	5	5	5	3	2	5	5	5	3	2	31	2	95	US
P06348	4	3	5	3	2	4	5	2	4	1	18	2	80	US
P06349	5	4	5	4	2	4	3	3	4	2	41	2	63	US
P06350	4	4	5	1	2	3	5	2	5	1	34	2	78	US
P06351	5	5	5	2	4	2	5	3	4	2	30	2	99	US
P06352	4	1	5	2	1	1	2	4	1	1	35	2	75	US
P06353	5	4	5	3	5	5	5	5	5	2	33	2	54	US
P06354	1	2	5	2	1	2	5	2	4	1	32	2	79	US
P06355	4	0	5	2	5	5	5	5	5	2	39	2	84	US
P06356	4	4	4	4	4	5	5	2	4	1	33	2	53	US
P06357	3	4	4	2	2	3	5	2	4	1	48	2	98	US
P06358	5	3	4	4	3	4	4	5	4	4	44	2	89	US
P06359	5	5	5	3	4	4	4	4	5	5	30	2	79	US
P06360	5	5	4	3	4	4	4	5	5	2	35	2	90	US
P06361	5	4	3	5	2	4	4	4	3	1	22	2	97	US
P06362	5	4	5	1	4	3	5	4	4	2	33	2	73	US
P06363	5	2	2	3	4	5	3	4	1	4	18	2	84	US
P06364	5	4	5	3	5	5	5	5	4	5	45	2	97	US
P06365	5	4	4	1	2	4	4	5	4	3	37	2	82	US
P06366	5	3	4	4	5	5	5	5	5	5	40	2	78	US
P06367	4	1	2	1	2	5	1	4	4	2	35	2	73	US
P06368	5	1	4	1	2	4	3	4	3	1	34	2	96	US
P06369	4	2	2	1	3	5	5	5	4	2	22	2	71	US
P06370	5	1	5	2	4	3	5	5	3	4	37	2	98	US
P06371	5	3	5	2	4	5	4	2	3	4	49	2	72	US
P06372	5	5	5	2	4	2	4	5	5	2	35	2	84	US
P06373	4	4	5	2	2	4	5	4	4	2	27	2	87	US
P06374	4	2	5	3	3	4	4	1	4	2	23	2	97	US
P06375	5	3	4	1	5	5	5	4	4	5	51	2	91	US
P06376	5	1	4	2	5	4	5	3	5	2	43	2	98	US
P06377	5	2	4	2	2	5	4	5	5	2	37	2	72	US
P06378	4	4	2	2	3	4	5	4	5	1	35	2	49	US
P06379	4	3	2	4	3	5	3	3	2	3	39	2	89	US
P06380	5	4	5	5	3	4	5	4	4	3	45	2	92	US
P06381	5	5	5	5	5	5	5	5	5	5	63	2	92	US
P06382	5	3	4	1	3	5	4	2	2	2	56	2	83	US
P06383	4	2	4	4	3	5	3	5	4	4	41	2	87	US
P06384	4	3	4	1	2	3	5	2	4	1	49	2	94	US
P06385	4	3	4	1	3	3	4	4	4	2	18	2	83	US
P06386	5	2	2	3	2	4	4	5	3	1	34	2	78	US
P06387	4	4	5	4	3	5	5	4	4	3	18	2	80	US
P06388	4	4	5	1	4	4	5	4	2	2	32	2	97	US
P06389	4	1	2	3	1	4	3	2	2	0	39	2	75	US
P06390	5	3	5	1	4	5	4	4	4	2	28	2	82	US
P06391	5	4	5	4	3	5	5	5	2	1	25	2	86	US
P06392	4	4	5	2	2	3	4	5	3	1	26	2	95	US
P06393	5	1	4	4	5	5	4	4	4	2	57	2	68	US
P06394	5	2	5	1	3	4	2	5	2	3	27	2	77	US
P06395	2	2	4	2	2	4	4	3	5	1	35	2	96	US
P06396	5	2	2	4	3	4	2	4	2	4	18	2	74	US
P06397	3	1	2	2	2	2	2	4	2	1	27	2	68	US
P06398	5	2	4	4	2	1	4	5	4	1	33	2	99	US
P06399	3	5	5	4	5	4	4	5	5	3	35	2	63	US
P06400	5	4	5	1	5	5	5	5	5	5	19	2	92	US
P06401	5	2	4	1	2	4	4	4	0	2	28	2	77	US
P06402	4	1	4	3	4	4	2	4	3	2	38	2	79	US
P06403	5	4	5	3	4	5	5	5	4	4	32	2	99	US
P06404	5	1	2	1	2	4	2	4	3	1	24	2	92	US
P06405	3	1	4	1	2	2	2	3	4	3	42	2	68	US
P06406	5	4	4	1	4	5	5	4	3	4	25	2	88	US
P06407	5	4	5	5	5	5	5	4	5	2	51	2	87	US
P06408	3	5	5	4	5	5	4	4	4	4	18	2	88	US
P06409	2	1	2	3	5	5	5	3	1	1	35	2	80	US
P06410	5	4	5	2	5	4	5	5	2	4	36	2	61	US
P06411	3	4	5	2	2	4	5	5	5	2	59	2	92	US
P06412	5	2	5	4	4	4	4	5	5	2	43	2	95	US
P06413	5	1	2	5	4	5	4	5	4	2	20	2	94	US
P06414	5	1	2	2	3	4	5	4	3	1	34	2	98	US
P06415	5	4	4	2	2	4	5	5	3	4	53	2	93	US
P06416	5	4	5	4	3	5	4	5	2	2	62	2	94	US
P06417	5	2	5	4	1	4	5	4	5	1	45	2	62	US
P06418	4	4	4	2	5	2	3	4	5	4	42	2	99	US
P06419	2	4	5	1	0	4	4	5	5	2	20	2	79	US
P06420	5	1	2	2	4	4	4	5	4	1	43	2	72	US
P06421	5	1	4	4	5	4	5	4	2	2	48	2	95	US
P06422	2	2	5	2	3	5	5	5	4	4	37	2	63	US
P06423	5	2	5	3	2	4	4	2	3	1	29	2	90	US
P06424	2	5	4	1	1	4	5	4	4	1	47	2	74	US
P06425	5	4	5	5	5	4	5	2	4	2	24	2	80	US
P06426	1	4	3	2	4	4	3	5	5	2	34	2	98	US
P06427	4	2	5	1	2	4	3	3	2	1	42	2	73	US
P06428	5	2	5	5	4	5	5	5	4	3	20	2	97	US
P06429	2	4	4	5	2	3	5	4	4	1	46	2	90	US
P06430	4	4	5	3	4	5	5	4	4	2	40	2	88	US
P06431	4	2	5	4	3	4	3	3	4	2	28	2	95	US
P06432	5	4	5	5	5	4	4	5	4	3	47	2	97	US
P06433	2	1	3	1	1	4	0	2	1	1	36	2	90	US
P06434	5	1	2	2	4	3	2	2	2	2	18	2	92	US
P06435	5	2	4	4	4	3	5	4	4	1	46	2	92	US
P06436	5	2	4	2	4	4	5	2	4	2	49	2	61	US
P06437	3	3	5	2	1	4	5	0	4	1	26	2	71	US
P06438	5	5	5	5	5	5	5	5	4	5	18	2	95	US
P06439	5	2	4	2	2	5	4	2	4	3	36	2	72	US
P06440	5	2	3	1	3	5	4	4	3	2	38	2	75	US
P06441	2	2	2	2	1	4	2	1	1	1	22	2	83	US
P06442	4	2	2	1	3	2	3	5	3	1	52	2	94	US
P06443	3	2	4	2	4	4	5	3	4	0	35	2	97	US
P06444	5	5	4	2	4	4	5	5	4	5	46	2	82	US
P06445	5	4	5	3	5	5	5	4	5	4	25	2	96	US
P06446	4	2	3	2	4	2	4	3	4	1	37	2	97	US
P06447	5	3	5	2	4	3	4	4	2	5	35	2	86	US
P06448	5	0	2	3	5	3	4	3	3	2	41	2	98	US
P06449	4	1	4	2	4	3	4	5	3	3	18	2	99	US
P06450	3	2	2	4	4	5	5	5	4	4	22	2	64	US
P06451	5	2	5	4	4	5	4	5	4	2	50	2	83	US
P06452	5	5	4	2	4	5	5	5	4	4	38	2	99	US
P06453	5	1	4	5	4	5	5	5	0	5	42	2	87	US
P06454	4	5	5	2	4	4	3	4	4	2	28	2	71	US
P06455	5	4	4	1	4	4	5	4	3	4	45	2	66	US
P06456	5	3	4	3	5	5	5	5	4	5	59	2	91	US
P06457	5	4	5	3	4	3	5	2	4	1	18	2	82	US
P06458	5	2	4	5	3	4	3	5	2	2	32	2	87	US
P06459	0	5	4	2	2	4	4	3	4	2	31	2	66	US
P06460	2	3	5	2	4	2	3	2	2	4	29	2	66	US
P06461	4	4	5	1	4	5	4	4	4	4	23	2	70	US
P06462	4	1	4	3	2	4	3	4	0	2	18	2	79	US
P06463	5	4	3	2	5	4	5	5	4	2	27	2	91	US
P06464	5	1	5	2	3	5	5	3	4	3	29	2	84	US
P06465	4	5	5	4	2	5	4	4	3	2	35	2	93	US
P06466	5	4	2	2	5	4	5	5	3	2	40	2	70	US
P06467	5	5	5	4	5	5	5	5	4	5	47	2	77	US
P06468	5	4	5	4	3	4	5	5	2	0	30	2	85	US
P06469	5	2	4	5	1	5	4	5	4	4	51	2	91	US
P06470	3	5	5	4	3	3	5	4	5	2	34	2	86	US
P06471	4	4	4	2	2	4	4	5	4	1	27	2	83	US
P06472	5	4	5	5	4	4	5	5	4	4	37	2	92	US
P06473	0	5	5	3	5	4	5	2	5	3	31	2	88	US
P06474	5	5	5	4	4	4	5	5	4	4	36	2	76	US
P06475	4	2	5	2	2	5	3	3	4	2	44	2	87	US
P06476	5	2	5	4	3	3	3	5	4	4	41	2	79	US
P06477	4	3	1	2	1	3	4	2	1	1	25	2	95	US
P06478	5	4	5	2	4	3	4	4	5	2	48	2	76	US
P06479	5	4	5	2	4	5	4	5	5	5	18	2	67	US
P06480	4	3	5	3	2	3	4	4	4	3	46	2	88	US
P06481	4	3	5	5	3	4	4	2	4	2	38	2	90	US
P06482	5	2	5	2	4	5	3	5	2	3	42	2	95	US
P06483	4	4	2	2	5	5	2	5	4	2	19	2	60	US
P06484	5	4	4	2	3	5	5	4	4	1	44	2	68	US
P06485	5	4	4	4	4	4	5	5	5	4	47	2	98	US
P06486	4	2	4	2	1	3	4	2	2	1	44	2	91	US
P06487	4	4	5	3	4	3	5	4	4	3	43	2	74	US
P06488	4	3	4	4	2	4	5	4	3	1	34	2	96	US
P06489	4	2	5	2	3	5	4	5	4	3	19	2	91	US
P06490	5	2	4	2	4	3	4	4	4	2	45	2	94	US
P06491	2	4	3	1	2	4	4	4	3	3	51	2	87	US
P06492	4	1	4	1	4	0	3	5	4	4	42	2	79	US
P06493	5	4	5	4	4	5	5	5	5	2	46	2	75	US
P06494	4	1	4	1	1	2	3	3	2	1	34	2	96	US
P06495	5	5	5	4	4	4	4	5	4	2	35	2	75	US
P06496	5	4	5	5	4	3	5	5	4	3	24	2	95	US
P06497	5	5	5	2	4	5	5	5	5	3	42	2	77	US
P06498	5	2	4	0	4	5	3	5	4	2	59	2	89	US
P06499	5	4	4	2	4	5	4	5	2	4	23	2	78	US
P06500	5	4	4	3	0	4	5	4	3	1	36	2	76	US
P06501	5	3	5	3	4	5	4	5	5	4	34	2	74	US
P06502	3	2	3	4	4	4	4	3	4	1	35	2	82	US
P06503	5	1	3	4	2	4	4	5	5	4	23	2	96	US
P06504	5	1	2	4	3	3	3	4	3	4	45	2	94	US
P06505	5	2	4	5	3	5	5	5	3	2	20	2	84	US
P06506	4	4	5	1	4	2	5	4	4	2	46	2	78	US
P06507	4	5	5	2	2	1	5	1	5	2	61	2	96	US
P06508	5	3	5	1	5	4	5	5	5	3	39	2	65	US
P06509	4	2	5	1	2	5	5	2	4	1	24	2	75	US
P06510	4	3	2	4	1	4	4	4	3	2	51	2	85	US
P06511	4	2	4	4	1	2	5	4	4	1	38	2	91	US
P06512	5	4	5	3	5	5	5	5	0	4	49	2	81	US
P06513	4	5	5	2	3	5	4	5	5	3	42	2	55	US
P06514	5	4	4	1	1	4	5	4	3	2	45	2	79	US
P06515	5	4	4	3	5	5	4	4	5	2	42	2	89	US
P06516	4	4	5	5	4	2	5	3	5	2	55	2	68	US
P06517	4	2	5	1	2	5	4	2	5	1	24	2	88	US
P06518	2	2	5	2	3	4	4	5	4	2	33	2	88	US
