participant_id	CAT01	CAT02	CAT03	CAT04	CAT05	CAT06	CAT07	CAT08	CAT09	CAT10	CAT11	CAT12	CAT13	CAT14	CAT15	CAT16	CAT17	CAT18	CAT19	CAT20
C02027	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C02028	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0
C02029	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0
C02030	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
C02031	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
C02032	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0
C02033	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
C02034	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0
C02035	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C02036	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0
C02037	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0
C02038	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
C02039	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0
C02040	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0
C02041	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
C02042	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0
C02043	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
C02044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
C02045	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0
C02046	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
C02047	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
C02048	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C02049	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0
C02050	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02051	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0
C02052	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1
C02053	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
C02054	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0
C02055	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0
C02056	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02057	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C02058	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02059	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C02060	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
C02061	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0
C02062	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C02063	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C02064	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
C02065	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0
C02066	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0
C02067	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
C02068	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C02069	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C02070	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0
C02071	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0
C02072	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
C02073	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
C02074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
C02075	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0
C02076	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1
C02077	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0
C02078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
C02079	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0
C02080	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
C02081	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0
C02082	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
C02083	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0
C02084	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C02085	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1
C02086	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02087	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0
C02088	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0
C02089	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0
C02090	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1
C02091	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C02092	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C02093	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
C02094	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
C02095	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C02096	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02097	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0
C02098	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
C02099	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
C02100	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0
C02101	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0
C02102	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02103	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02104	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0
C02105	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
C02106	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0
C02107	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0
C02108	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0
C02109	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02110	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
C02111	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0
C02112	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0
C02113	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0
C02114	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
C02115	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
C02116	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0
C02117	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1
C02118	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
C02119	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C02120	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0
C02121	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C02122	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0
C02123	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C02124	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0
C02125	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C02126	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0
C02127	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
C02128	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
C02129	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0
C02130	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
C02131	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
C02132	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0
C02133	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
C02134	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0
C02135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0
C02136	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0
C02137	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0
C02138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
C02139	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0
C02140	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0
C02141	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0
C02142	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0
C02143	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
C02144	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0
C02145	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0
C02146	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0
C02147	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
C02148	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02149	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1
C02150	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0
C02151	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0
C02152	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0
C02153	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0
C02154	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
C02155	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0
C02156	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02157	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1
C02158	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0
C02159	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0
C02160	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0
C02161	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
C02162	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0
C02163	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
C02164	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
C02165	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1
C02166	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0
C02167	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0
C02168	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
C02169	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
C02170	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0
C02171	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
C02172	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
C02173	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
C02174	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0
C02175	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02176	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C02177	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
C02178	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0
C02179	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0
C02180	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0
C02181	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C02182	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0
C02183	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0
C02184	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0
C02185	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
C02186	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
C02187	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0
C02188	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0
C02189	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
C02190	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1
C02191	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02192	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02193	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C02194	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
C02195	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C02196	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0
C02197	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
C02198	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0
C02199	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C02200	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0
C02201	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
C02202	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1
C02203	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C02204	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0
C02205	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C02206	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C02207	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
C02208	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
C02209	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
C02210	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
C02211	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C02212	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0
C02213	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C02214	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0
C02215	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0
C02216	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
C02217	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C02218	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1
C02219	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0
C02220	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02221	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C02222	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02223	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0
C02224	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C02225	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
C02226	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02227	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
C02228	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0
C02229	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0
C02230	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C02231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02232	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0
C02233	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C02234	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0
C02235	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0
C02236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
C02237	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
C02238	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
C02239	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0
C02240	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0
C02241	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
C02242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02243	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0
C02244	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0
C02245	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
C02246	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C02247	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
C02248	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0
C02249	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C02250	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0
C02251	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C02252	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
C02253	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C02254	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C02255	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
C02256	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C02257	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0
C02258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02259	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C02260	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0
C02261	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0
C02262	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0
C02263	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0
C02264	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0
C02265	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0
C02266	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02267	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
C02268	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C02269	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0
C02270	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
C02271	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0
C02272	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1
C02273	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0
C02274	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02275	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C02276	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1
C02277	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0
C02278	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1
C02279	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0
C02280	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C02281	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C02282	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
C02283	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0
C02284	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C02285	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C02286	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0
C02287	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0
C02288	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0
C02289	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
C02290	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
C02291	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02292	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1
C02293	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
C02294	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
C02295	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0
C02296	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
C02297	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0
C02298	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0
C02299	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0
C02300	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C02301	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
C02302	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0
C02303	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1
C02304	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
C02305	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0
C02306	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C02307	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
C02308	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
C02309	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
C02310	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02311	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0
C02312	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0
C02313	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C02314	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
C02315	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C02316	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02317	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1
C02318	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0
C02319	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
C02320	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0
C02321	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02322	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1
C02323	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
C02324	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0
C02325	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C02326	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0
C02327	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
C02328	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1
C02329	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
C02330	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0
C02331	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0
C02332	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
C02333	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0
C02334	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C02335	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0
C02336	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
C02337	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
C02338	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0
C02339	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0
C02340	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0
C02341	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0
