method,held_out,budget,mse,spearman
stratified_proportional,gpt-4o__react,90,2.34649050740796e-05,0.9973426573426575
irt_maxinfo,gpt-4o__tool_calling,5,0.01740153915799004,0.9663176840445068
stratified_irt,gpt-4o__tool_calling,5,0.01740153915799004,0.9752433670693017
irt_maxinfo,gpt-4o__tool_calling,10,0.01740153915799004,0.9823619317924353
stratified_irt,gpt-4o__tool_calling,10,0.0010185604345857848,0.965034965034965
irt_maxinfo,gpt-4o__tool_calling,15,0.01740153915799004,0.9929823694376383
stratified_irt,gpt-4o__tool_calling,15,0.002695156179266636,0.965034965034965
irt_maxinfo,gpt-4o__tool_calling,20,0.01740153915799004,0.9859399412855984
stratified_irt,gpt-4o__tool_calling,20,0.00048026256224535907,0.965034965034965
irt_maxinfo,gpt-4o__tool_calling,25,0.01740153915799004,0.99124495269876
stratified_irt,gpt-4o__tool_calling,25,0.001928517881394295,0.9720279720279721
irt_maxinfo,gpt-4o__tool_calling,30,0.014061586439313916,0.9860139860139862
stratified_irt,gpt-4o__tool_calling,30,0.0003452743825763287,0.9790209790209792
irt_maxinfo,gpt-4o__tool_calling,35,0.011893593000803762,0.9860139860139862
stratified_irt,gpt-4o__tool_calling,35,3.844753836346655e-05,0.9790209790209792
irt_maxinfo,gpt-4o__tool_calling,40,0.011430794477138977,0.99124495269876
stratified_irt,gpt-4o__tool_calling,40,6.536894522408358e-05,0.9720279720279721
irt_maxinfo,gpt-4o__tool_calling,45,0.006893317461115859,0.9860139860139862
stratified_irt,gpt-4o__tool_calling,45,0.0013670763263640892,0.9790209790209792
irt_maxinfo,gpt-4o__tool_calling,50,0.007041709370755995,0.9860139860139862
stratified_irt,gpt-4o__tool_calling,50,0.002312177455862378,0.9790209790209792
irt_maxinfo,gpt-4o__tool_calling,55,0.004913549005009557,0.9930069930069931
stratified_irt,gpt-4o__tool_calling,55,0.002140628308684606,0.9930069930069931
irt_maxinfo,gpt-4o__tool_calling,60,0.0030523665811578882,0.9930069930069931
stratified_irt,gpt-4o__tool_calling,60,0.0017154871485337722,0.9930069930069931
irt_maxinfo,gpt-4o__tool_calling,65,1.5429081139288955e-07,0.9930069930069931
stratified_irt,gpt-4o__tool_calling,65,0.0009710720800597837,0.9930069930069931
irt_maxinfo,gpt-4o__tool_calling,70,2.7331602627470294e-05,0.9982502173821435
stratified_irt,gpt-4o__tool_calling,70,0.0003807836217329832,1.0
irt_maxinfo,gpt-4o__tool_calling,75,1.5326392032593666e-05,0.9930069930069931
stratified_irt,gpt-4o__tool_calling,75,8.870700668980346e-05,1.0
irt_maxinfo,gpt-4o__tool_calling,80,6.536894522408358e-05,0.9930069930069931
stratified_irt,gpt-4o__tool_calling,80,0.0002428955409687623,1.0
irt_maxinfo,gpt-4o__tool_calling,85,4.852122725371717e-06,1.0
stratified_irt,gpt-4o__tool_calling,85,8.577680799372083e-05,1.0
irt_maxinfo,gpt-4o__tool_calling,90,1.3254419350692091e-05,1.0
stratified_irt,gpt-4o__tool_calling,90,1.3254419350691686e-05,1.0
random,gpt-4o__tool_calling,5,0.01483949660479855,0.8821877528112954
random,gpt-4o__tool_calling,10,0.006989283838841104,0.94417642388012
random,gpt-4o__tool_calling,15,0.005740376037422667,0.9493728642405902
random,gpt-4o__tool_calling,20,0.004271709370755998,0.9608874404981266
random,gpt-4o__tool_calling,25,0.001966427668628339,0.9658399988234957
random,gpt-4o__tool_calling,30,0.0026302483778481967,0.9690388075438032
random,gpt-4o__tool_calling,35,0.0016109217024972053,0.970726145255896
random,gpt-4o__tool_calling,40,0.0011556668175645088,0.9760359796729182
random,gpt-4o__tool_calling,45,0.0011610306210843408,0.9806580517911816
random,gpt-4o__tool_calling,50,0.0006680446899049344,0.9829697297355839
random,gpt-4o__tool_calling,55,0.0007376924901511097,0.9838782691022757
random,gpt-4o__tool_calling,60,0.000561208188722901,0.985098886356096
random,gpt-4o__tool_calling,65,0.00037623788643017625,0.9875159198497966
random,gpt-4o__tool_calling,70,0.0004341644293751902,0.9895082219987731
random,gpt-4o__tool_calling,75,0.000362306250188622,0.9923425654904812
random,gpt-4o__tool_calling,80,0.00015212160479855115,0.993180561902724
random,gpt-4o__tool_calling,85,8.067867061611738e-05,0.9948245620479915
random,gpt-4o__tool_calling,90,6.191425649279886e-05,0.9968880812707199
stratified_proportional,gpt-4o__tool_calling,5,0.008397964689904933,0.8847532826530913
stratified_proportional,gpt-4o__tool_calling,10,0.005841198732458126,0.9305173685417241
stratified_proportional,gpt-4o__tool_calling,15,0.004083184548060964,0.9556614886828764
stratified_proportional,gpt-4o__tool_calling,20,0.0019984327750113178,0.9644408451661893
stratified_proportional,gpt-4o__tool_calling,25,0.001468698306926211,0.9673503009737483
stratified_proportional,gpt-4o__tool_calling,30,0.001748508425129521,0.9739736854650474
stratified_proportional,gpt-4o__tool_calling,35,0.0010494418935523512,0.9764865720486795
stratified_proportional,gpt-4o__tool_calling,40,0.0007971136260751471,0.9762487781379402
stratified_proportional,gpt-4o__tool_calling,45,0.0009216568359516903,0.9803096884453529
stratified_proportional,gpt-4o__tool_calling,50,0.0005109314984155722,0.9858012440941184
stratified_proportional,gpt-4o__tool_calling,55,0.00048087096737987623,0.9842254066790664
stratified_proportional,gpt-4o__tool_calling,60,0.0004153169357678175,0.9876206616530604
stratified_proportional,gpt-4o__tool_calling,65,0.00027106855494333235,0.9910461932296195
stratified_proportional,gpt-4o__tool_calling,70,0.0002461731136999835,0.9926209375315953
stratified_proportional,gpt-4o__tool_calling,75,0.00017611920527136411,0.9912918984722129
stratified_proportional,gpt-4o__tool_calling,80,0.000148547136713445,0.9935664335664336
stratified_proportional,gpt-4o__tool_calling,85,5.746376963695238e-05,0.9961885354176117
stratified_proportional,gpt-4o__tool_calling,90,2.748504714160355e-05,0.9951048951048952
irt_maxinfo,gpt-oss-120b__react,5,0.0004526935264825713,0.9663176840445068
stratified_irt,gpt-oss-120b__react,5,0.0004526935264825713,0.9752433670693017
irt_maxinfo,gpt-oss-120b__react,10,1.6296966953372542e-06,0.9436853723733583
stratified_irt,gpt-oss-120b__react,10,1.6296966953372542e-06,0.9718550849815182
irt_maxinfo,gpt-oss-120b__react,15,6.309541773552636e-05,0.9614094269768303
stratified_irt,gpt-oss-120b__react,15,6.309541773552636e-05,0.9718550849815182
irt_maxinfo,gpt-oss-120b__react,20,0.00012716161158895427,0.9772344233319931
stratified_irt,gpt-oss-120b__react,20,0.00012716161158895427,0.9718550849815182
irt_maxinfo,gpt-oss-120b__react,25,2.7842462652784056e-05,0.9772344233319931
stratified_irt,gpt-oss-120b__react,25,0.00017626799456767767,0.99124495269876
irt_maxinfo,gpt-oss-120b__react,30,0.0003505658669081035,0.9772344233319931
stratified_irt,gpt-oss-120b__react,30,0.00021345002766460434,0.9790209790209792
irt_maxinfo,gpt-oss-120b__react,35,0.00016923716521465994,0.9807370556736849
stratified_irt,gpt-oss-120b__react,35,9.698358293068245e-05,0.9930069930069931
irt_maxinfo,gpt-oss-120b__react,40,0.00018833182435491183,0.9807370556736849
stratified_irt,gpt-oss-120b__react,40,1.6296966953372542e-06,0.9930069930069931
irt_maxinfo,gpt-oss-120b__react,45,9.671769249255297e-05,0.9860139860139862
stratified_irt,gpt-oss-120b__react,45,0.00020388869328057498,0.9930069930069931
irt_maxinfo,gpt-oss-120b__react,50,4.52041647804437e-05,0.9860139860139862
stratified_irt,gpt-oss-120b__react,50,0.00011499139882299686,1.0
irt_maxinfo,gpt-oss-120b__react,55,1.7455263778157735e-05,0.9930069930069931
stratified_irt,gpt-oss-120b__react,55,6.106349307304079e-05,1.0
irt_maxinfo,gpt-oss-120b__react,60,4.230169508576034e-06,1.0
stratified_irt,gpt-oss-120b__react,60,2.9052864544037044e-05,1.0
irt_maxinfo,gpt-oss-120b__react,65,1.114751112313532e-05,1.0
stratified_irt,gpt-oss-120b__react,65,1.114751112313532e-05,0.9982502173821435
irt_maxinfo,gpt-oss-120b__react,70,2.4981291747119867e-06,1.0
stratified_irt,gpt-oss-120b__react,70,2.4981291747119867e-06,1.0
irt_maxinfo,gpt-oss-120b__react,75,7.416930737890454e-06,1.0
stratified_irt,gpt-oss-120b__react,75,3.219153966098656e-09,1.0
irt_maxinfo,gpt-oss-120b__react,80,1.386373924852876e-05,1.0
stratified_irt,gpt-oss-120b__react,80,1.4967179719330005e-06,1.0
irt_maxinfo,gpt-oss-120b__react,85,5.075180020081423e-06,1.0
stratified_irt,gpt-oss-120b__react,85,5.075180020081423e-06,1.0
irt_maxinfo,gpt-oss-120b__react,90,8.942094350273039e-07,1.0
stratified_irt,gpt-oss-120b__react,90,8.942094350273039e-07,0.9930069930069931
random,gpt-oss-120b__react,5,0.001561799909461295,0.8720577741548524
random,gpt-oss-120b__react,10,0.0007835871435038479,0.93256965206122
random,gpt-oss-120b__react,15,0.0006863010914943918,0.9522710137205834
random,gpt-oss-120b__react,20,0.0003736296966953373,0.9586353234016525
random,gpt-oss-120b__react,25,0.00030568416478044365,0.9670704660538053
random,gpt-oss-120b__react,30,0.00018160132790101093,0.9711044658797507
random,gpt-oss-120b__react,35,0.00016619417780693084,0.9731026585119755
random,gpt-oss-120b__react,40,8.599139882299683e-05,0.9750969279281566
random,gpt-oss-120b__react,45,0.00010624960738616992,0.983454398598399
random,gpt-oss-120b__react,50,8.767565414214577e-05,0.984855143637652
random,gpt-oss-120b__react,55,5.36866687368354e-05,0.9853481489167486
random,gpt-oss-120b__react,60,3.947839645893064e-05,0.9848218654634441
random,gpt-oss-120b__react,65,5.26270528579962e-05,0.9880741346401994
random,gpt-oss-120b__react,70,3.038523295239326e-05,0.9894025587667222
random,gpt-oss-120b__react,75,2.80512569790252e-05,0.9919906461202824
random,gpt-oss-120b__react,80,2.0845122227252148e-05,0.993949976590978
random,gpt-oss-120b__react,85,8.368708695631739e-06,0.9940906333197096
random,gpt-oss-120b__react,90,9.824679062644968e-07,0.9955592872573378
stratified_proportional,gpt-oss-120b__react,5,0.0028710765052059758,0.9047242881859496
stratified_proportional,gpt-oss-120b__react,10,0.0008606935264825713,0.9372857393883045
stratified_proportional,gpt-oss-120b__react,15,0.0006779039283738242,0.9474556242268412
stratified_proportional,gpt-oss-120b__react,20,0.0004570765052059755,0.9659562963833543
stratified_proportional,gpt-oss-120b__react,25,0.00034187820733363523,0.9718083759878869
stratified_proportional,gpt-oss-120b__react,30,0.00021496303002867059,0.9703367761078865
stratified_proportional,gpt-oss-120b__react,35,0.00018320155948300555,0.976495222830831
stratified_proportional,gpt-oss-120b__react,40,0.00013842756903576279,0.9758669539920979
stratified_proportional,gpt-oss-120b__react,45,0.00015431264915133933,0.9778895189447596
stratified_proportional,gpt-oss-120b__react,50,8.958884563150747e-05,0.9820172455230702
stratified_proportional,gpt-oss-120b__react,55,6.0101298594405304e-05,0.9847540803283268
stratified_proportional,gpt-oss-120b__react,60,5.786137518233489e-05,0.9882160171379688
stratified_proportional,gpt-oss-120b__react,65,3.800285545147473e-05,0.9899284765376565
stratified_proportional,gpt-oss-120b__react,70,2.5952753577664647e-05,0.9920271140969811
stratified_proportional,gpt-oss-120b__react,75,2.528246265278406e-05,0.9916070433697857
stratified_proportional,gpt-oss-120b__react,80,1.4533952014486192e-05,0.9950698994525381
stratified_proportional,gpt-oss-120b__react,85,9.27336893269277e-06,0.9946853146853148
stratified_proportional,gpt-oss-120b__react,90,2.2264920722744783e-06,0.9967482211308598
