session_id	device_family	completion_band	response_quality_band
S006118	device_3068	repeatable	high
S000695	device_3048	repeatable	typical
S001996	device_2525	ordinary	typical
S000311	device_0613	ordinary	typical
S007865	device_3019	ordinary	typical
S012495	device_1144	ordinary	typical
S002679	device_1635	repeatable	high
S006999	device_1795	ordinary	typical
S012867	device_0725	ordinary	high
S008863	device_0088	repeatable	high
S009383	device_2368	ordinary	low
S010365	device_1237	ordinary	typical
S009348	device_3022	repeatable	typical
S009437	device_2236	repeatable	typical
S001616	device_2887	ordinary	high
S003090	device_0857	ordinary	typical
S001115	device_0681	ordinary	typical
S001187	device_3271	ordinary	high
S008625	device_0819	ordinary	typical
S011340	device_3212	ordinary	typical
S006414	device_2523	ordinary	typical
S011251	device_2687	ordinary	typical
S006893	device_3553	repeatable	typical
S008659	device_1811	repeatable	high
S005627	device_1666	ordinary	typical
S002372	device_0500	ordinary	typical
S003297	device_2892	ordinary	typical
S005507	device_0205	ordinary	typical
S010795	device_1971	ordinary	typical
S004518	device_0262	repeatable	high
S008009	device_0634	repeatable	high
S002075	device_2956	ordinary	typical
S008572	device_2904	repeatable	high
S010044	device_3101	repeatable	typical
S000320	device_3451	repeatable	high
S006760	device_0838	repeatable	typical
S009335	device_1961	ordinary	low
S000822	device_1136	ordinary	typical
S009890	device_1983	ordinary	typical
S004091	device_2668	repeatable	high
S010733	device_2074	ordinary	typical
S002078	device_2923	repeatable	high
S006660	device_3070	repeatable	typical
S007642	device_0405	ordinary	typical
S001829	device_2925	ordinary	typical
S003462	device_0122	ordinary	high
S007228	device_3080	ordinary	typical
S003073	device_1466	ordinary	typical
S002464	device_0369	ordinary	typical
S005321	device_2312	repeatable	high
S012256	device_3376	ordinary	low
S009025	device_3394	ordinary	typical
S002318	device_2441	ordinary	typical
S010602	device_1396	repeatable	high
S008166	device_2491	ordinary	typical
S010544	device_3249	repeatable	high
S001894	device_2030	ordinary	typical
S009864	device_0470	ordinary	typical
S010370	device_1883	ordinary	typical
S000843	device_0823	ordinary	typical
S010242	device_1466	ordinary	typical
S000561	device_1876	ordinary	high
S007659	device_2304	ordinary	high
S007133	device_1875	ordinary	typical
S002547	device_3166	ordinary	typical
S008306	device_0214	ordinary	low
S001343	device_3081	repeatable	high
S007200	device_0541	ordinary	typical
S012107	device_2131	repeatable	typical
S009639	device_1008	ordinary	typical
S007605	device_0338	ordinary	high
S011645	device_3367	repeatable	high
S007153	device_1383	ordinary	typical
S002154	device_1886	ordinary	typical
S011735	device_0066	ordinary	typical
S004806	device_0730	repeatable	high
S011165	device_0181	ordinary	typical
S009077	device_3434	ordinary	low
S005723	device_0069	ordinary	typical
S003723	device_2507	ordinary	typical
S010422	device_0137	repeatable	typical
S009747	device_2063	ordinary	typical
S008118	device_0904	ordinary	typical
S009402	device_1532	ordinary	typical
S006044	device_2926	ordinary	typical
S001735	device_1048	repeatable	high
S012591	device_3105	repeatable	high
S008885	device_0406	ordinary	typical
S004035	device_2036	ordinary	typical
S000911	device_0740	repeatable	high
S004342	device_0759	ordinary	high
S011351	device_0605	ordinary	typical
S008312	device_2277	ordinary	high
S002305	device_1465	repeatable	high
S004592	device_1239	ordinary	typical
S011961	device_0549	repeatable	typical
S008424	device_3016	ordinary	typical
S001295	device_2255	ordinary	typical
S012316	device_2652	ordinary	typical
S004305	device_3065	repeatable	typical
S011045	device_2258	repeatable	high
S007867	device_1450	ordinary	typical
S001689	device_1563	ordinary	typical
S005925	device_2904	ordinary	typical
S002106	device_3078	ordinary	typical
S010810	device_3385	ordinary	low
S002718	device_3454	ordinary	typical
S009223	device_1512	ordinary	typical
S003858	device_1679	ordinary	typical
S005360	device_3201	ordinary	high
S010425	device_0967	ordinary	typical
S011956	device_2804	ordinary	typical
S000394	device_0033	ordinary	typical
S001454	device_1534	repeatable	low
S001463	device_1513	ordinary	typical
S008761	device_0482	ordinary	typical
S004169	device_2435	ordinary	typical
S008928	device_0129	ordinary	typical
S000580	device_0757	ordinary	low
S006884	device_1557	repeatable	high
S010165	device_1498	repeatable	high
S002959	device_0439	ordinary	typical
S003995	device_1201	repeatable	typical
S010185	device_1467	repeatable	high
S002960	device_3446	ordinary	typical
S003960	device_2152	ordinary	low
S008814	device_1123	repeatable	high
S011809	device_2536	ordinary	typical
S009591	device_0312	ordinary	typical
S002067	device_0176	ordinary	high
S004406	device_3452	ordinary	typical
S010721	device_1969	ordinary	low
S004569	device_1133	ordinary	typical
S001509	device_3402	repeatable	typical
S002300	device_1420	ordinary	typical
S010628	device_1535	repeatable	high
S000910	device_2890	ordinary	typical
S008155	device_1662	ordinary	typical
S009285	device_1637	repeatable	high
S003594	device_3265	repeatable	high
S004226	device_0387	ordinary	typical
S012492	device_1146	ordinary	typical
S004292	device_1544	repeatable	high
S006503	device_2417	ordinary	typical
S010196	device_3035	repeatable	typical
S006738	device_3584	repeatable	typical
S004991	device_3226	ordinary	typical
S012716	device_2842	ordinary	high
S009574	device_0070	ordinary	typical
S002185	device_2091	ordinary	typical
S002942	device_0315	ordinary	typical
S011364	device_0140	repeatable	typical
S012607	device_2314	ordinary	typical
S004559	device_2246	ordinary	typical
S000854	device_1002	ordinary	typical
S003577	device_1262	ordinary	high
S007970	device_2613	repeatable	high
S006318	device_3390	ordinary	high
S010221	device_2364	repeatable	high
S000214	device_2625	repeatable	typical
S004223	device_1519	ordinary	typical
S004867	device_3575	ordinary	typical
S006074	device_0356	ordinary	typical
S005173	device_1253	repeatable	typical
S010089	device_0860	ordinary	typical
S006586	device_1166	repeatable	high
S012581	device_0738	ordinary	low
S008061	device_0639	repeatable	high
S001048	device_3566	repeatable	typical
S009084	device_0500	ordinary	typical
S005074	device_1096	repeatable	typical
S003129	device_1711	repeatable	typical
S003001	device_3131	repeatable	high
S005348	device_3523	ordinary	typical
S002247	device_3405	ordinary	typical
S011405	device_3143	repeatable	high
S002881	device_1853	ordinary	high
S003936	device_0339	repeatable	high
S007628	device_1807	ordinary	typical
S003528	device_1948	repeatable	high
S006199	device_1698	ordinary	typical
S012224	device_3232	ordinary	typical
S007745	device_1847	repeatable	typical
S009903	device_3033	ordinary	typical
S000731	device_3088	ordinary	typical
S003932	device_3361	ordinary	typical
S004706	device_3439	ordinary	high
S003505	device_1114	ordinary	high
S008583	device_0650	ordinary	typical
S009239	device_1778	repeatable	typical
S001847	device_2339	ordinary	typical
S011464	device_3598	ordinary	typical
S000892	device_0750	repeatable	typical
S002769	device_1004	ordinary	typical
S007353	device_2378	ordinary	typical
S003282	device_2927	ordinary	high
S000271	device_2617	ordinary	typical
S009298	device_2303	ordinary	high
S004676	device_3325	ordinary	typical
S007056	device_2993	repeatable	high
S011172	device_1441	ordinary	low
S008776	device_3043	ordinary	typical
S005489	device_1161	repeatable	high
S006616	device_2082	ordinary	typical
S007360	device_2799	repeatable	typical
S012711	device_1502	repeatable	high
S008478	device_1473	ordinary	typical
S002602	device_2516	ordinary	typical
S008915	device_1449	ordinary	high
S000614	device_2541	ordinary	typical
S004551	device_1033	ordinary	low
S000174	device_1330	ordinary	typical
S009920	device_1936	ordinary	typical
S010310	device_0239	repeatable	typical
S000398	device_3180	ordinary	typical
S002860	device_1612	ordinary	high
S002680	device_3162	ordinary	typical
S010882	device_1717	repeatable	high
S007726	device_2276	repeatable	high
S005818	device_2340	ordinary	typical
S010578	device_3044	ordinary	typical
S011124	device_0650	ordinary	typical
S010773	device_0279	repeatable	typical
S001051	device_3302	ordinary	typical
S000325	device_3270	ordinary	low
S002094	device_0259	ordinary	low
S008326	device_1669	ordinary	typical
S001257	device_0035	ordinary	high
S003271	device_2444	repeatable	typical
S003835	device_2149	repeatable	typical
S001992	device_1381	ordinary	typical
S006228	device_1122	ordinary	low
S005203	device_0441	repeatable	high
S012589	device_1093	ordinary	typical
S005083	device_0964	ordinary	typical
S003046	device_2613	repeatable	high
S001681	device_2237	ordinary	typical
S000390	device_3047	ordinary	typical
S000519	device_1362	ordinary	typical
S003597	device_0110	ordinary	high
S000407	device_0125	repeatable	typical
S004730	device_2825	repeatable	high
S005703	device_2041	ordinary	typical
S012686	device_2759	ordinary	typical
S007026	device_2794	ordinary	high
S004269	device_2690	ordinary	typical
S008056	device_3090	ordinary	typical
S003100	device_2046	repeatable	high
S006327	device_0750	ordinary	high
S005576	device_0639	repeatable	typical
S004386	device_3500	ordinary	low
S011115	device_1563	ordinary	high
S009592	device_1998	repeatable	high
S000851	device_3292	repeatable	typical
S000337	device_2621	repeatable	high
S005731	device_2853	ordinary	low
S004154	device_0440	ordinary	typical
S008671	device_1025	repeatable	typical
S002704	device_2247	ordinary	typical
S000449	device_1745	ordinary	typical
S003470	device_1016	repeatable	high
S012961	device_0954	ordinary	low
S011725	device_2658	ordinary	typical
S009655	device_3551	repeatable	high
S005172	device_1232	ordinary	high
S009719	device_3549	ordinary	typical
S002859	device_0450	ordinary	low
S009022	device_2359	ordinary	typical
S003694	device_3303	ordinary	high
S009799	device_0390	ordinary	typical
S009992	device_3088	ordinary	typical
S011215	device_2163	ordinary	low
S003517	device_3106	ordinary	typical
S006187	device_2899	ordinary	low
S012480	device_1095	ordinary	typical
S003342	device_1343	ordinary	typical
S010076	device_0838	ordinary	typical
S003990	device_2623	ordinary	typical
S002701	device_0564	repeatable	typical
S001658	device_3584	ordinary	typical
S001761	device_0887	repeatable	typical
S000977	device_2266	ordinary	typical
S006880	device_3083	ordinary	low
S000357	device_3407	ordinary	typical
S011336	device_1548	ordinary	high
S005247	device_1237	ordinary	low
S009964	device_2987	repeatable	high
S004051	device_1511	ordinary	typical
S009418	device_1241	ordinary	typical
S005990	device_3373	ordinary	high
S010213	device_3209	ordinary	low
S011712	device_1783	repeatable	high
S003717	device_0815	ordinary	typical
S007378	device_0916	ordinary	typical
S002515	device_1276	ordinary	typical
S001775	device_0111	ordinary	high
S004963	device_3112	repeatable	high
S011545	device_1685	repeatable	typical
S004954	device_0251	ordinary	typical
S006488	device_0321	ordinary	typical
S001629	device_2120	repeatable	high
S006389	device_2577	repeatable	low
S006481	device_0126	ordinary	typical
S006420	device_1124	ordinary	low
S000085	device_0063	ordinary	typical
S012195	device_2686	ordinary	typical
S000790	device_1126	ordinary	typical
S009249	device_3128	ordinary	typical
S007484	device_1663	ordinary	typical
S006933	device_0401	ordinary	typical
S001301	device_1033	ordinary	high
S005389	device_2810	ordinary	typical
S003917	device_3236	ordinary	typical
S005776	device_3009	ordinary	low
S009098	device_1730	ordinary	typical
S004925	device_0631	repeatable	typical
S000630	device_2182	ordinary	typical
S011267	device_0187	ordinary	typical
S006352	device_1522	ordinary	typical
S004631	device_0691	ordinary	high
S008777	device_2533	ordinary	typical
S010864	device_2545	repeatable	typical
S000952	device_1217	ordinary	low
S004116	device_2789	repeatable	high
S003770	device_1196	ordinary	typical
S003014	device_2800	ordinary	typical
S012098	device_1596	repeatable	typical
S006579	device_1243	ordinary	typical
S006149	device_0534	repeatable	high
S008484	device_3478	ordinary	typical
S006009	device_0114	ordinary	typical
S008216	device_2042	ordinary	typical
S008591	device_2811	repeatable	high
S007625	device_2932	ordinary	typical
S005302	device_2174	ordinary	typical
S010991	device_0852	ordinary	typical
S005339	device_1025	repeatable	high
S004365	device_1056	ordinary	low
S010431	device_3551	ordinary	typical
S001777	device_1800	ordinary	typical
S004522	device_3178	repeatable	typical
S008087	device_2127	ordinary	typical
S010476	device_2068	ordinary	typical
S001764	device_2636	ordinary	typical
S008974	device_1543	ordinary	typical
S007606	device_0803	ordinary	typical
S009907	device_2568	ordinary	high
S003586	device_0658	ordinary	typical
S002425	device_1214	ordinary	typical
S005480	device_1637	ordinary	typical
S006338	device_1687	repeatable	high
S009021	device_1044	ordinary	typical
S010778	device_1641	ordinary	high
S011678	device_0677	ordinary	typical
S002694	device_0167	ordinary	low
S001165	device_2376	ordinary	typical
S009610	device_2038	ordinary	typical
S007403	device_2522	repeatable	high
S004341	device_1793	repeatable	high
S011745	device_1751	ordinary	low
S007294	device_0143	ordinary	typical
S007718	device_1278	ordinary	high
S004275	device_2011	repeatable	typical
S006038	device_0284	repeatable	high
S005399	device_2104	repeatable	high
S009068	device_3226	ordinary	high
S002109	device_2060	ordinary	high
S001087	device_2158	repeatable	high
S011281	device_1715	ordinary	high
S003881	device_0987	ordinary	high
S010645	device_2899	ordinary	typical
S006940	device_3580	repeatable	high
S007645	device_2717	repeatable	typical
S002502	device_2542	repeatable	high
S005114	device_2806	repeatable	typical
S005710	device_2824	ordinary	high
S012878	device_3334	repeatable	high
S004992	device_0095	ordinary	typical
S010235	device_0671	repeatable	typical
S000099	device_3292	repeatable	high
S002329	device_0567	repeatable	high
S012621	device_1473	repeatable	high
S000343	device_3252	ordinary	high
S003878	device_2170	ordinary	high
S003072	device_1062	ordinary	typical
S007570	device_3537	repeatable	high
S009465	device_2907	repeatable	high
S000049	device_3270	ordinary	typical
S001249	device_1749	repeatable	typical
S011564	device_0113	repeatable	typical
S011449	device_0229	ordinary	high
S003230	device_2501	ordinary	typical
S005267	device_0278	repeatable	typical
S004840	device_0074	ordinary	typical
S008764	device_2247	ordinary	typical
S010344	device_0717	repeatable	typical
S008400	device_2989	repeatable	high
S011419	device_1114	ordinary	typical
S004965	device_2909	ordinary	high
S011687	device_1541	ordinary	typical
S011618	device_1870	ordinary	typical
S007535	device_2334	repeatable	high
S004263	device_2960	repeatable	high
S011331	device_1523	repeatable	typical
S004693	device_3261	repeatable	high
S001785	device_1355	ordinary	typical
S003543	device_0656	ordinary	typical
S006993	device_2067	repeatable	high
S002883	device_2220	repeatable	high
S011958	device_2302	ordinary	typical
S005461	device_2870	ordinary	typical
S009535	device_1839	ordinary	low
S004726	device_2183	ordinary	typical
S002873	device_0700	repeatable	high
S011788	device_0247	ordinary	high
S003520	device_2677	repeatable	high
S012139	device_0316	ordinary	typical
S000941	device_2522	ordinary	typical
S000955	device_0046	repeatable	high
S000958	device_3447	ordinary	high
S012928	device_1316	ordinary	typical
S006563	device_0938	ordinary	typical
S000235	device_2537	repeatable	high
S008919	device_2849	ordinary	high
S008383	device_2253	ordinary	typical
S006151	device_2424	ordinary	typical
S007617	device_3291	ordinary	typical
S003610	device_2931	ordinary	typical
S002691	device_0792	ordinary	high
S000653	device_0505	repeatable	typical
S002204	device_1648	ordinary	typical
S006333	device_3541	ordinary	typical
S009130	device_1170	ordinary	high
S008411	device_1074	ordinary	typical
S012427	device_2213	repeatable	high
S002231	device_2714	ordinary	high
S009252	device_3135	ordinary	low
S009221	device_0696	ordinary	typical
S007155	device_2049	ordinary	high
S010629	device_0629	ordinary	typical
S004797	device_1321	repeatable	typical
S009263	device_2516	ordinary	typical
S007392	device_1385	ordinary	typical
S010728	device_0106	ordinary	typical
S011987	device_1890	ordinary	high
S002539	device_2349	ordinary	typical
S006671	device_2060	ordinary	typical
S012861	device_0735	repeatable	high
S000196	device_1618	ordinary	typical
S009679	device_2987	repeatable	high
S007327	device_0240	ordinary	typical
S005584	device_0947	ordinary	typical
S006899	device_2331	ordinary	typical
S010228	device_2963	repeatable	high
S002307	device_1983	ordinary	typical
S009627	device_1828	ordinary	typical
S011108	device_1155	ordinary	high
S003553	device_0653	repeatable	typical
S008457	device_2044	ordinary	typical
S012702	device_0675	ordinary	typical
S006844	device_1163	ordinary	low
S006667	device_2637	ordinary	typical
S001720	device_0729	ordinary	typical
S000601	device_3370	ordinary	typical
S005793	device_1692	ordinary	high
S000795	device_2795	repeatable	high
S008125	device_2656	repeatable	typical
S006474	device_2824	repeatable	high
S008410	device_3563	ordinary	high
S010850	device_0585	ordinary	typical
S003961	device_2804	repeatable	high
S008986	device_2699	ordinary	high
S012729	device_1366	repeatable	high
S010069	device_2113	ordinary	typical
S004832	device_3417	ordinary	typical
S002463	device_1976	ordinary	high
S010457	device_3191	repeatable	high
S005454	device_0686	ordinary	typical
S002566	device_0427	ordinary	typical
S001008	device_0052	repeatable	high
S012773	device_2235	ordinary	typical
S011592	device_0663	repeatable	high
S006007	device_2786	repeatable	high
S011684	device_2626	repeatable	high
S010080	device_0860	ordinary	typical
S001226	device_0038	repeatable	high
S003806	device_1841	ordinary	typical
S008339	device_1457	ordinary	typical
S001878	device_2696	ordinary	high
S012194	device_1286	ordinary	typical
S001579	device_0417	ordinary	typical
S004082	device_1845	ordinary	typical
S000939	device_1923	ordinary	high
S009429	device_0822	ordinary	typical
S003947	device_1377	ordinary	typical
S002342	device_1740	ordinary	typical
S006617	device_0817	ordinary	typical
S011639	device_1186	repeatable	high
S006326	device_3165	ordinary	typical
S007692	device_2053	ordinary	typical
S012929	device_2700	ordinary	typical
S011679	device_1143	ordinary	high
S012870	device_2964	ordinary	high
S006086	device_2917	ordinary	typical
S009646	device_3258	ordinary	typical
S000374	device_0279	repeatable	high
S001614	device_1436	repeatable	high
S006099	device_1511	ordinary	typical
S012363	device_3438	ordinary	high
S010355	device_0052	repeatable	high
S005796	device_1525	ordinary	high
S008774	device_1649	repeatable	high
S000209	device_0085	ordinary	typical
S004952	device_2958	repeatable	typical
S011991	device_0564	ordinary	high
S001208	device_3389	ordinary	typical
S005124	device_2668	repeatable	high
S002280	device_0937	repeatable	high
S005051	device_1276	repeatable	typical
S000172	device_2639	ordinary	typical
S005423	device_2653	ordinary	high
S006828	device_3222	ordinary	typical
S006971	device_3509	ordinary	typical
S005463	device_3065	ordinary	typical
S012468	device_1450	ordinary	low
S012799	device_0487	repeatable	typical
S001794	device_0059	ordinary	typical
S011667	device_0557	repeatable	typical
S000768	device_3534	ordinary	high
S009256	device_2994	repeatable	high
S001312	device_1231	ordinary	typical
S012829	device_0753	ordinary	typical
S004447	device_1268	repeatable	typical
S003002	device_2040	repeatable	high
S004540	device_2890	ordinary	low
S012816	device_0427	ordinary	typical
S012506	device_0108	repeatable	high
S002330	device_2005	ordinary	typical
S007545	device_0211	ordinary	typical
S006565	device_1294	ordinary	typical
S000856	device_2676	repeatable	high
S004182	device_0879	repeatable	high
S010540	device_2355	repeatable	high
S003607	device_0379	repeatable	typical
S010798	device_1211	ordinary	typical
S005055	device_0048	repeatable	high
S004660	device_0960	ordinary	typical
S003065	device_0850	repeatable	high
S002807	device_1727	ordinary	high
S005751	device_1177	repeatable	high
S007999	device_0554	repeatable	typical
S001389	device_2700	ordinary	typical
S004910	device_0688	repeatable	typical
S007890	device_3483	ordinary	typical
S012937	device_0635	ordinary	typical
S009604	device_2019	ordinary	typical
S012503	device_1169	ordinary	typical
S000881	device_1373	ordinary	typical
S006058	device_1627	repeatable	high
S005089	device_1130	repeatable	typical
S005171	device_2588	ordinary	typical
S008303	device_0732	ordinary	high
S004155	device_2050	repeatable	high
S008439	device_1816	ordinary	typical
S006781	device_3173	ordinary	typical
S005199	device_3531	repeatable	typical
S009193	device_1335	ordinary	high
S000607	device_0814	ordinary	typical
S001288	device_2125	ordinary	typical
S004019	device_2716	ordinary	typical
S010606	device_0726	ordinary	typical
S010227	device_3019	ordinary	typical
S010880	device_3424	ordinary	typical
S012280	device_2059	repeatable	typical
S007616	device_3409	repeatable	typical
S006370	device_3231	repeatable	high
S004930	device_3488	repeatable	high
S001947	device_3321	ordinary	typical
S002690	device_2235	ordinary	typical
S005516	device_0235	ordinary	high
S009375	device_3276	repeatable	low
S000834	device_3427	repeatable	high
S011658	device_0472	ordinary	high
S007268	device_3459	ordinary	typical
S005488	device_1794	ordinary	typical
S009802	device_2163	repeatable	typical
S000551	device_0403	ordinary	typical
S002992	device_2974	repeatable	high
S010943	device_2401	ordinary	typical
S006120	device_3417	ordinary	typical
S002344	device_0450	ordinary	low
S010407	device_2378	ordinary	low
S006747	device_1104	ordinary	typical
S005989	device_3535	ordinary	typical
S004236	device_0571	repeatable	high
S005692	device_2352	repeatable	high
S012311	device_2229	ordinary	typical
S002754	device_1768	ordinary	typical
S012493	device_1480	ordinary	typical
S008968	device_0775	ordinary	typical
S010893	device_0921	ordinary	typical
S005603	device_2576	ordinary	typical
S010168	device_2302	repeatable	high
S008914	device_1659	repeatable	high
S003548	device_3137	ordinary	typical
S002535	device_0114	ordinary	typical
S006343	device_2602	ordinary	typical
S006382	device_1481	ordinary	high
S000399	device_0771	ordinary	typical
S005648	device_1365	ordinary	typical
S002876	device_1696	repeatable	high
S011092	device_0904	ordinary	typical
S010391	device_2208	ordinary	high
S007760	device_3263	repeatable	typical
S000473	device_0330	ordinary	typical
S012055	device_3228	repeatable	high
S003811	device_1926	ordinary	typical
S004935	device_0721	repeatable	high
S000061	device_1724	repeatable	typical
S002238	device_1539	repeatable	high
S007564	device_0780	repeatable	high
S012179	device_0438	ordinary	high
S005740	device_2453	repeatable	typical
S011683	device_0440	repeatable	typical
S009129	device_0388	ordinary	typical
S004247	device_2792	ordinary	typical
S006493	device_0940	ordinary	high
S011594	device_0890	ordinary	typical
S007172	device_0269	ordinary	typical
S006947	device_2937	repeatable	high
S008456	device_3132	ordinary	typical
S007911	device_0348	repeatable	high
S004286	device_1557	ordinary	typical
S003959	device_0499	ordinary	high
S004166	device_3534	repeatable	typical
S011762	device_0421	ordinary	typical
S005252	device_3201	ordinary	typical
S000386	device_1139	repeatable	high
S011839	device_2849	repeatable	high
S010719	device_2194	ordinary	low
S010792	device_2158	repeatable	high
S006002	device_2753	ordinary	typical
S001528	device_2888	ordinary	typical
S009238	device_3498	ordinary	typical
S012417	device_0101	ordinary	typical
S001246	device_2935	ordinary	high
S004502	device_3503	ordinary	low
S004890	device_1685	ordinary	typical
S004715	device_0577	repeatable	high
S006516	device_2099	ordinary	typical
S000658	device_2256	ordinary	high
S008804	device_2127	ordinary	typical
S006710	device_0194	repeatable	high
S002994	device_0421	ordinary	typical
S000210	device_3541	ordinary	typical
S007800	device_2647	ordinary	high
S001070	device_3434	ordinary	high
S010143	device_2515	ordinary	typical
S002907	device_1253	ordinary	typical
S001225	device_2772	ordinary	typical
S009301	device_1312	ordinary	typical
S011248	device_2260	ordinary	typical
S000124	device_2855	ordinary	typical
S012396	device_0505	ordinary	high
S005699	device_0448	ordinary	typical
S002086	device_0305	repeatable	typical
S006931	device_3464	ordinary	typical
S009776	device_0343	ordinary	typical
S006655	device_1993	ordinary	typical
S008206	device_1457	ordinary	typical
S012434	device_1112	ordinary	high
S010137	device_1558	ordinary	typical
S006473	device_3050	repeatable	high
S006775	device_2002	ordinary	typical
S006131	device_1160	repeatable	high
S006958	device_2670	ordinary	high
S011576	device_0978	ordinary	typical
S005532	device_2053	ordinary	typical
S007599	device_2741	ordinary	typical
S002036	device_3131	ordinary	typical
S002268	device_1273	ordinary	high
S011447	device_2504	ordinary	typical
S003196	device_1576	ordinary	typical
S001230	device_0442	ordinary	typical
S008250	device_1903	ordinary	typical
S011874	device_0557	ordinary	typical
S001812	device_3538	ordinary	high
S005852	device_1030	ordinary	typical
S011133	device_3210	ordinary	typical
S002736	device_3128	ordinary	typical
S004011	device_0215	repeatable	high
S002313	device_2163	ordinary	typical
S004220	device_3030	ordinary	typical
S000642	device_2442	ordinary	low
S000400	device_2814	ordinary	typical
S004687	device_2515	ordinary	typical
S005020	device_1717	repeatable	typical
S006649	device_0923	ordinary	typical
S002592	device_3443	repeatable	high
S010004	device_2423	ordinary	typical
S011473	device_2688	ordinary	typical
S000202	device_2518	ordinary	typical
S005936	device_0808	repeatable	high
S008331	device_1812	ordinary	typical
S012782	device_2365	ordinary	low
S003124	device_0843	ordinary	high
S001508	device_2883	ordinary	typical
S003165	device_0132	ordinary	typical
S001866	device_2082	repeatable	high
S002122	device_0230	repeatable	high
S000837	device_0741	repeatable	high
S005433	device_2578	ordinary	typical
S000573	device_0327	repeatable	high
S009708	device_1296	ordinary	typical
S005536	device_1441	ordinary	typical
S002735	device_1922	ordinary	typical
S001141	device_2267	repeatable	typical
S010969	device_3520	repeatable	typical
S007323	device_0911	ordinary	typical
S008220	device_2344	ordinary	typical
S006712	device_1856	ordinary	typical
S009883	device_2353	ordinary	typical
S007016	device_2319	repeatable	typical
S009529	device_0413	ordinary	typical
S008688	device_2909	repeatable	high
S001846	device_0098	ordinary	high
S000887	device_0117	repeatable	typical
S003820	device_1659	ordinary	typical
S010451	device_2393	repeatable	typical
S011131	device_3320	repeatable	high
S004528	device_3548	ordinary	high
S007561	device_1744	repeatable	high
S011007	device_3011	repeatable	typical
S007962	device_2060	ordinary	high
S010374	device_0065	ordinary	typical
S001451	device_1471	repeatable	high
S005386	device_2583	ordinary	high
S002283	device_1107	ordinary	high
S007727	device_0853	ordinary	high
S005670	device_1179	ordinary	typical
S009415	device_0137	repeatable	high
S006190	device_2118	repeatable	high
S011706	device_3197	repeatable	low
S010352	device_3338	ordinary	high
S012394	device_0600	ordinary	high
S010567	device_0676	ordinary	high
S008245	device_2609	ordinary	typical
S002237	device_1320	ordinary	high
S002462	device_1196	ordinary	typical
S012924	device_0801	repeatable	high
S001231	device_1334	ordinary	typical
S009850	device_1654	ordinary	typical
S006135	device_2913	ordinary	typical
S000182	device_2417	repeatable	typical
S003119	device_3232	ordinary	typical
S006812	device_0725	repeatable	typical
S000183	device_0423	ordinary	typical
S006661	device_0997	repeatable	high
S002446	device_3221	ordinary	low
S002146	device_1848	repeatable	low
S005767	device_2126	ordinary	typical
S003555	device_1026	repeatable	high
S010901	device_3049	ordinary	low
S001930	device_0080	ordinary	high
S009819	device_1046	repeatable	typical
S012338	device_0168	ordinary	high
S004267	device_0758	repeatable	high
S008043	device_3218	ordinary	typical
S012294	device_0907	repeatable	high
S004811	device_2529	ordinary	typical
S002039	device_3047	ordinary	low
S012430	device_0283	repeatable	high
S007081	device_3241	repeatable	high
S002623	device_2679	ordinary	typical
S001767	device_1740	ordinary	typical
S010973	device_0056	repeatable	typical
S002435	device_0716	ordinary	typical
S003998	device_2507	ordinary	high
S012053	device_0414	repeatable	typical
S009118	device_2126	ordinary	high
S003091	device_3057	ordinary	typical
S001788	device_0270	ordinary	typical
S005093	device_2711	ordinary	typical
S009158	device_0051	repeatable	low
S006901	device_1373	repeatable	high
S012499	device_0015	ordinary	low
S000019	device_0605	ordinary	typical
S003761	device_1494	repeatable	typical
S005783	device_3128	ordinary	typical
S003055	device_2645	ordinary	typical
S001831	device_1394	ordinary	typical
S006809	device_0002	ordinary	typical
S005556	device_2757	ordinary	high
S000855	device_3172	ordinary	low
S001969	device_1285	repeatable	typical
S008015	device_1072	repeatable	typical
S010547	device_0071	ordinary	typical
S003245	device_1897	repeatable	high
S011776	device_0469	repeatable	high
S010328	device_1865	ordinary	typical
S002433	device_0005	ordinary	typical
S004877	device_0192	ordinary	typical
S007835	device_0730	repeatable	high
S010569	device_0560	ordinary	typical
S009792	device_0413	ordinary	high
S005636	device_2314	ordinary	typical
S005410	device_2325	ordinary	typical
S000629	device_1243	repeatable	typical
S012497	device_0946	ordinary	typical
S009770	device_2525	repeatable	typical
S012266	device_2806	ordinary	high
S003570	device_0001	repeatable	typical
S009292	device_1868	repeatable	typical
S009182	device_3216	ordinary	high
S000197	device_1979	repeatable	high
S010140	device_0242	ordinary	typical
S010755	device_3188	ordinary	typical
S006619	device_3314	ordinary	typical
S004113	device_0554	ordinary	typical
S004361	device_1216	ordinary	typical
S001494	device_0897	repeatable	typical
S005351	device_0466	ordinary	typical
S009939	device_2615	ordinary	high
S000872	device_2912	repeatable	high
S009504	device_3049	ordinary	typical
S005991	device_2635	ordinary	typical
S010668	device_2344	ordinary	typical
S010630	device_2609	repeatable	high
S009119	device_2981	repeatable	high
S001890	device_1546	ordinary	typical
S009631	device_1992	repeatable	typical
S000773	device_1505	ordinary	typical
S004081	device_3526	ordinary	high
S005546	device_1442	repeatable	typical
S007547	device_3078	ordinary	typical
S003522	device_2602	ordinary	typical
S011947	device_1353	ordinary	typical
S004901	device_2631	ordinary	typical
S010930	device_0161	repeatable	typical
S003739	device_2700	ordinary	typical
S008256	device_1621	ordinary	typical
