participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender
R01068	5	1	4	4	2	5	2	2	4	4	1
R01069	5	0	4	1	4	5	3	2	3	1	1
R01070	5	2	5	3	3	1	4	2	4	1	2
R01071	5	4	4	5	4	4	4	5	5	3	1
R01072	5	3	4	5	5	5	4	4	4	5	2
R01073	2	1	4	1	2	4	5	4	4	3	1
R01074	4	5	4	3	5	4	5	5	4	5	2
R01075	4	3	5	4	4	4	4	4	4	4	1
R01076	3	2	3	4	5	3	5	4	5	5	2
R01077	4	4	2	3	1	3	2	5	0	4	1
R01078	4	4	5	2	3	5	4	4	0	4	2
R01079	5	3	3	3	5	4	4	5	5	4	1
R01080	5	4	5	2	3	5	5	5	3	5	1
R01081	5	4	4	2	5	4	5	2	5	2	2
R01082	5	3	4	5	4	4	1	5	5	4	2
R01083	2	2	5	1	2	2	4	4	4	1	2
R01084	3	1	4	1	3	4	4	1	2	1	1
R01085	2	4	4	1	3	3	5	5	5	1	2
R01086	3	4	5	2	1	5	1	4	3	3	2
R01087	5	4	2	5	5	0	4	5	4	5	1
R01088	5	4	5	2	4	4	5	4	5	1	2
R01089	4	1	4	2	4	1	2	3	3	5	2
R01090	2	2	3	2	2	5	3	1	2	1	1
R01091	5	4	2	3	5	5	4	5	5	2	1
R01092	1	5	3	1	2	2	5	1	3	1	2
R01093	4	1	1	2	2	4	1	2	1	2	1
R01094	5	2	5	5	5	4	3	5	4	4	2
R01095	4	2	2	2	4	4	2	4	2	1	1
R01096	5	5	5	5	2	1	5	2	5	2	2
R01097	4	4	4	4	4	5	4	2	5	2	1
R01098	4	5	4	4	4	2	5	5	3	5	2
R01099	5	4	4	1	4	4	3	4	5	2	2
R01100	1	2	4	2	2	4	5	2	4	5	1
R01101	5	1	5	5	4	5	2	5	3	4	1
R01102	3	4	5	2	1	4	4	3	4	2	1
R01103	5	5	5	2	2	3	4	4	5	3	2
R01104	4	4	4	2	5	4	4	5	5	5	1
R01105	2	4	1	5	4	3	2	3	3	2	2
R01106	4	4	4	2	4	2	3	3	5	5	1
R01107	5	4	5	4	5	2	4	4	5	3	2
R01108	4	1	3	5	5	5	1	4	4	5	1
R01109	5	3	2	1	0	2	4	2	3	2	1
R01110	5	5	5	4	4	4	4	4	5	3	2
R01111	4	3	4	2	4	4	5	2	4	2	1
R01112	2	3	4	2	4	4	5	2	4	4	2
R01113	5	3	4	2	1	4	5	3	5	1	1
R01114	4	4	5	4	4	4	4	5	4	1	2
R01115	4	3	4	3	5	2	4	5	4	4	2
R01116	5	4	5	5	5	5	5	5	5	5	2
R01117	2	1	2	2	1	4	1	1	3	1	1
R01118	5	4	5	2	2	4	2	4	4	2	2
R01119	5	2	4	2	3	4	4	2	4	2	1
R01120	4	4	1	2	5	4	4	5	3	2	1
R01121	2	1	2	4	2	4	2	1	5	2	2
R01122	2	4	4	2	2	4	2	1	4	2	1
R01123	5	5	4	2	3	2	5	3	4	1	2
R01124	5	4	4	5	5	5	4	5	5	5	2
R01125	4	4	4	1	4	3	4	4	4	2	2
R01126	2	4	3	3	1	3	4	4	4	3	2
R01127	4	1	3	4	5	4	4	5	2	4	1
R01128	0	5	5	3	5	5	4	5	5	5	2
R01129	4	4	4	1	1	5	4	1	3	1	1
R01130	4	2	1	2	4	4	3	4	3	3	1
R01131	3	3	5	4	2	2	4	2	5	2	1
R01132	2	4	2	1	3	3	4	2	3	1	1
R01133	5	5	4	4	4	4	4	4	5	2	1
R01134	5	2	1	2	4	4	3	4	4	1	1
R01135	2	3	4	2	2	4	5	4	3	1	1
R01136	4	3	4	3	1	1	2	5	4	2	1
R01137	4	2	3	3	2	1	2	2	4	4	2
R01138	5	5	5	5	4	5	5	5	5	5	2
R01139	1	4	4	2	4	4	5	1	5	1	2
R01140	5	5	5	4	4	1	5	2	5	4	1
R01141	4	4	4	3	4	5	3	5	4	3	2
R01142	5	1	5	2	3	5	1	5	4	5	2
R01143	4	4	4	4	5	3	4	4	5	1	2
R01144	5	5	4	5	3	5	5	4	5	4	1
R01145	0	1	2	5	3	5	2	4	3	4	1
R01146	4	5	4	4	4	0	5	2	5	2	2
R01147	5	3	3	4	3	5	4	2	5	3	2
R01148	5	5	4	4	3	4	4	2	5	1	1
R01149	3	4	5	2	3	3	5	4	5	1	2
R01150	5	3	2	3	2	5	3	3	4	2	1
R01151	4	2	2	4	4	5	2	2	1	4	1
R01152	5	3	3	2	5	3	2	5	4	3	2
R01153	2	3	2	2	2	5	2	0	4	2	1
R01154	4	4	3	3	2	5	4	2	4	5	1
R01155	2	4	1	4	2	3	2	2	2	3	1
R01156	3	1	4	2	4	4	2	1	4	1	1
R01157	4	4	4	2	2	5	4	4	5	2	2
R01158	3	5	5	1	1	3	4	2	4	1	2
R01159	5	1	2	4	2	5	4	2	4	1	2
R01160	4	3	3	2	2	5	4	2	2	2	1
R01161	4	4	5	5	5	5	4	5	5	4	2
R01162	4	1	1	1	2	4	1	4	2	2	1
R01163	4	4	2	4	4	4	2	4	4	4	1
R01164	4	3	5	2	2	5	3	4	5	4	2
R01165	5	1	5	5	4	4	2	4	4	4	2
R01166	4	4	4	2	2	2	1	2	1	2	2
R01167	2	4	5	4	3	4	4	2	0	1	2
R01168	3	1	1	1	4	5	3	2	4	2	1
R01169	4	4	3	4	2	4	3	1	1	2	1
R01170	5	5	5	5	5	4	5	5	5	4	2
R01171	3	2	2	1	4	5	2	4	4	3	1
R01172	4	2	2	3	4	5	3	4	4	2	1
R01173	5	3	3	2	5	5	4	4	0	3	1
R01174	5	4	5	5	4	5	4	5	4	4	2
R01175	4	1	5	4	3	3	4	2	3	4	2
R01176	2	2	3	2	2	0	3	2	4	1	2
R01177	5	4	5	3	4	5	4	5	5	4	2
R01178	4	2	4	2	5	4	5	2	4	2	2
R01179	5	5	5	4	3	4	4	4	3	4	2
R01180	4	1	2	2	4	0	1	4	2	5	1
R01181	5	3	1	2	1	4	3	1	2	1	1
R01182	2	4	4	5	3	4	3	5	3	1	2
R01183	5	2	5	3	3	3	4	4	4	2	2
R01184	4	1	3	1	2	3	3	4	3	1	1
R01185	4	4	4	4	4	3	3	5	5	2	1
R01186	4	2	3	1	5	5	4	0	3	1	1
R01187	2	1	2	3	3	5	2	4	3	1	1
R01188	5	2	5	3	4	4	4	3	4	5	2
R01189	4	2	5	2	3	5	4	5	4	2	2
R01190	3	4	5	3	4	5	4	2	5	2	2
R01191	4	2	5	5	5	4	2	4	5	5	2
R01192	4	4	5	2	4	4	3	5	2	1	2
R01193	3	4	5	2	4	4	5	4	5	3	1
R01194	5	5	5	4	2	4	4	3	4	1	2
R01195	5	2	4	1	4	4	4	5	4	1	1
R01196	4	5	4	3	5	5	4	5	4	4	2
R01197	4	2	3	1	2	4	4	3	1	1	1
R01198	4	1	4	3	3	4	5	2	2	2	1
R01199	4	5	4	2	1	2	4	2	2	1	1
R01200	1	4	4	1	2	2	5	4	2	2	1
R01201	4	3	1	4	4	4	2	5	4	2	1
R01202	5	5	5	2	2	5	4	2	5	0	1
R01203	2	2	5	1	4	4	4	4	5	2	1
R01204	4	2	1	3	4	3	2	3	3	2	1
R01205	4	4	5	2	2	4	4	1	3	2	2
R01206	4	2	1	2	5	5	2	4	2	4	1
R01207	4	3	5	1	4	4	5	4	5	1	2
R01208	4	2	5	2	4	4	4	4	4	3	2
R01209	4	1	3	2	4	5	4	4	4	1	1
R01210	4	4	2	4	2	4	4	3	2	1	1
R01211	5	5	3	5	3	4	4	5	5	5	1
R01212	4	4	4	2	5	5	5	5	5	3	2
R01213	2	2	1	1	1	5	2	1	1	1	1
R01214	4	4	4	3	2	4	1	4	1	2	1
R01215	4	2	5	2	4	5	2	4	3	2	1
R01216	5	3	5	4	4	3	4	5	4	2	1
R01217	3	4	2	4	4	5	4	2	4	1	1
R01218	3	5	5	3	4	5	5	2	4	3	2
R01219	3	2	5	4	5	4	4	5	5	5	2
R01220	4	2	5	1	1	3	4	3	4	2	2
R01221	5	4	3	2	5	5	5	3	5	4	2
R01222	4	3	5	4	4	5	4	4	5	1	1
R01223	4	5	5	3	5	3	4	5	5	3	2
R01224	4	1	1	1	3	3	1	3	2	3	1
R01225	2	4	3	1	1	1	3	2	2	1	2
R01226	3	4	3	3	5	5	5	4	5	2	1
R01227	4	2	4	2	0	4	4	4	5	2	2
R01228	5	4	2	4	2	5	5	3	5	4	1
R01229	4	4	4	5	4	5	1	2	4	4	2
R01230	4	4	2	2	2	4	3	1	2	1	1
R01231	4	5	4	2	2	5	5	1	2	2	1
R01232	2	1	4	3	4	5	4	2	3	2	2
R01233	5	5	5	4	4	4	4	5	5	4	2
R01234	2	5	4	5	1	1	5	4	5	4	1
R01235	4	5	5	2	5	3	5	2	5	5	2
R01236	3	4	3	1	2	4	4	3	4	1	1
R01237	4	4	3	5	3	3	2	4	4	3	2
R01238	5	2	5	2	1	5	4	3	4	3	2
R01239	3	5	4	3	5	3	5	4	5	3	1
R01240	2	2	3	4	3	5	1	4	4	3	1
R01241	2	4	5	3	1	4	4	1	3	2	2
R01242	4	1	5	5	5	4	4	4	3	3	2
R01243	5	2	5	3	2	4	4	4	3	5	1
R01244	5	2	0	4	5	5	5	5	5	5	2
R01245	4	4	4	2	2	5	4	4	5	1	2
R01246	4	1	1	1	1	4	3	1	2	1	1
R01247	1	4	3	4	2	4	2	1	2	1	1
R01248	5	1	4	2	4	5	4	5	3	4	2
R01249	3	5	4	2	3	5	1	5	0	4	1
R01250	5	2	4	3	0	4	4	2	2	1	1
R01251	5	4	5	4	5	4	4	4	5	4	1
R01252	4	2	3	2	3	4	4	3	4	2	1
R01253	5	2	5	2	4	5	4	3	5	2	2
R01254	4	4	5	3	4	5	4	0	5	1	2
R01255	4	5	5	1	0	4	4	4	4	4	2
R01256	4	3	5	2	3	4	3	2	3	2	2
R01257	5	2	3	3	2	5	2	5	0	1	1
R01258	3	3	5	1	2	4	4	2	4	1	2
R01259	3	2	1	1	4	4	4	2	3	1	1
R01260	4	4	4	1	4	1	4	4	2	1	2
R01261	3	3	4	2	4	4	4	1	2	1	2
R01262	4	2	2	1	2	5	2	4	2	1	1
R01263	4	3	4	3	2	4	5	2	5	2	2
R01264	4	0	5	3	4	5	2	5	3	2	2
R01265	4	4	1	2	3	4	4	4	4	4	1
R01266	5	4	5	4	4	5	2	2	5	5	2
R01267	5	4	4	3	5	4	5	2	4	5	2
R01268	5	2	5	2	3	2	2	5	5	5	1
R01269	4	2	3	3	4	5	4	4	4	1	1
R01270	3	4	5	1	4	5	4	5	4	3	2
R01271	5	5	4	2	4	5	5	1	4	4	1
R01272	3	4	4	1	2	2	4	3	4	2	2
R01273	5	1	3	3	5	5	4	4	1	4	2
R01274	5	2	0	4	4	5	2	5	4	2	2
R01275	5	1	3	4	4	5	1	0	5	3	1
R01276	2	2	5	2	2	3	4	2	3	1	2
R01277	4	2	4	4	3	5	4	2	5	3	1
R01278	4	1	1	2	3	4	1	5	3	3	1
R01279	4	5	5	2	5	5	5	3	5	5	2
R01280	5	2	4	3	5	4	0	5	5	2	2
R01281	4	5	5	2	2	4	5	1	4	1	2
R01282	4	2	1	1	2	4	3	1	1	1	1
R01283	5	4	5	2	4	5	4	2	2	2	2
R01284	4	4	2	2	4	4	4	5	4	2	1
R01285	4	1	2	4	3	5	1	3	3	2	2
R01286	4	3	4	5	5	5	2	4	4	4	2
R01287	5	1	4	5	4	5	4	3	2	5	1
R01288	4	4	5	4	4	4	4	2	5	5	2
R01289	4	2	4	2	2	4	2	5	4	5	2
R01290	5	2	5	5	5	5	4	4	4	4	2
R01291	2	5	5	3	5	4	5	4	5	2	1
R01292	2	3	4	4	4	5	5	4	4	2	1
R01293	0	3	1	2	3	2	2	5	5	3	1
R01294	5	5	5	3	4	5	5	2	5	3	1
R01295	3	2	4	0	3	3	2	4	4	4	2
R01296	5	4	5	4	2	5	5	2	0	2	2
R01297	4	5	5	1	2	5	4	3	1	2	1
R01298	4	2	3	1	1	5	3	3	4	2	1
R01299	4	4	5	4	4	5	3	5	5	4	1
R01300	4	5	5	5	5	4	5	5	5	1	2
R01301	4	1	5	3	4	4	4	4	4	3	2
R01302	4	1	3	1	2	4	1	1	2	2	1
R01303	4	3	5	3	2	5	4	3	4	3	2
R01304	4	5	5	5	5	4	4	4	5	5	2
R01305	5	5	4	3	1	5	4	5	4	2	1
R01306	4	1	1	2	4	5	3	1	1	2	1
R01307	5	3	4	5	5	5	3	3	5	5	2
R01308	4	4	5	3	5	5	5	5	5	5	1
R01309	3	2	2	4	2	5	4	1	2	3	1
R01310	3	2	3	5	3	4	4	2	4	2	1
R01311	4	5	5	2	4	4	5	2	5	2	2
R01312	5	2	5	5	5	4	5	5	5	4	1
R01313	4	4	4	3	3	5	5	3	4	2	1
R01314	0	5	5	2	4	4	3	4	5	4	2
R01315	3	2	4	3	4	0	2	5	2	1	1
R01316	4	1	2	4	3	5	3	5	4	0	1
R01317	4	1	1	3	3	4	3	3	2	2	1
R01318	1	2	4	1	1	3	2	2	1	1	1
R01319	5	4	5	5	5	5	4	5	5	3	2
R01320	5	5	5	3	4	3	5	2	5	3	2
R01321	4	2	2	1	2	5	4	2	1	1	1
R01322	0	5	3	4	3	2	0	2	4	3	2
R01323	4	1	2	2	1	2	3	4	3	2	2
R01324	2	2	4	2	4	5	1	1	2	1	2
R01325	4	5	5	3	4	4	4	2	4	2	2
R01326	4	5	3	4	5	4	2	4	3	3	2
R01327	4	4	4	2	3	4	2	2	3	1	1
R01328	4	1	1	2	2	2	2	2	2	2	1
R01329	4	4	4	1	4	4	2	3	4	4	1
R01330	5	5	5	4	5	5	3	4	3	3	2
R01331	5	4	4	5	4	4	5	4	5	3	2
R01332	4	5	2	5	1	5	2	4	2	4	2
R01333	4	4	4	4	4	4	5	2	5	4	2
R01334	3	1	5	4	2	2	3	3	2	1	1
R01335	2	4	3	1	3	3	4	3	4	1	1
R01336	2	2	4	2	3	4	2	4	4	5	2
R01337	4	4	4	2	2	2	4	2	5	1	2
R01338	4	4	5	5	3	5	4	4	4	3	2
R01339	5	4	1	5	3	5	2	1	3	1	1
R01340	5	4	4	5	5	5	4	5	5	2	1
R01341	3	3	0	2	3	5	3	3	4	3	1
R01342	5	5	5	4	4	2	4	2	5	4	1
R01343	4	4	4	2	4	4	4	3	4	1	2
R01344	4	3	5	4	3	2	5	2	5	3	2
R01345	4	1	2	4	3	5	4	2	2	3	1
R01346	5	5	5	5	5	4	5	3	4	2	2
R01347	2	4	2	1	1	4	3	2	2	2	1
R01348	5	3	4	5	4	4	3	4	5	4	2
R01349	2	1	4	2	2	4	4	2	2	1	1
R01350	4	2	3	3	4	5	4	5	4	4	2
R01351	4	4	5	2	2	4	3	2	2	2	2
R01352	1	1	5	2	2	4	2	2	2	1	2
R01353	4	1	4	3	3	5	1	2	3	2	1
R01354	4	4	3	1	4	5	4	5	3	1	2
R01355	2	4	5	1	1	4	4	2	3	1	2
R01356	4	2	5	5	2	0	2	1	3	2	2
R01357	5	4	1	2	5	2	5	2	2	1	1
R01358	4	5	5	4	0	5	4	4	4	2	2
R01359	4	1	2	3	4	4	3	2	2	2	2
R01360	5	2	4	2	4	4	2	4	4	5	2
R01361	4	2	4	3	4	3	4	3	4	1	1
R01362	5	5	5	2	5	5	4	5	5	4	2
R01363	2	5	5	2	1	4	4	2	5	1	2
R01364	3	4	4	4	4	5	5	4	5	1	2
R01365	4	1	2	2	1	5	3	2	2	5	1
R01366	4	5	5	4	4	4	4	4	4	1	2
R01367	3	4	5	2	3	2	5	2	4	1	1
R01368	0	5	4	2	2	2	2	1	4	1	2
R01369	4	3	2	2	5	5	4	4	3	2	1
R01370	1	0	5	5	4	4	5	3	4	4	2
R01371	5	2	4	4	4	4	2	4	4	2	2
R01372	5	1	4	4	4	4	1	5	4	2	2
R01373	5	4	5	2	5	5	5	3	5	2	2
R01374	5	5	2	4	3	4	2	4	5	3	1
R01375	3	2	2	3	5	4	4	2	3	4	1
R01376	3	3	4	2	2	2	4	2	4	3	2
R01377	5	5	5	2	4	4	5	2	5	2	2
R01378	4	4	4	2	5	4	1	3	4	5	1
R01379	4	5	5	2	4	5	4	4	5	5	1
R01380	5	4	2	2	3	4	4	3	4	2	1
R01381	3	4	5	2	1	4	5	4	0	2	1
R01382	4	0	4	4	5	4	3	4	4	2	1
R01383	2	4	4	5	3	5	3	5	4	2	2
R01384	5	5	5	1	1	3	2	4	4	2	2
R01385	4	5	5	1	4	4	5	3	5	3	2
R01386	4	3	5	4	5	4	4	4	5	2	2
R01387	4	3	5	3	3	0	5	2	4	4	2
R01388	4	2	4	2	4	5	3	4	4	2	2
R01389	4	1	3	3	4	4	4	4	4	2	1
R01390	4	4	5	4	4	4	2	4	5	2	1
R01391	3	3	4	2	3	5	4	5	4	2	1
R01392	2	3	3	1	1	5	4	1	2	1	1
R01393	4	1	2	1	2	3	3	3	2	4	1
R01394	5	4	5	2	5	4	4	4	4	4	2
R01395	1	1	0	1	3	5	2	1	2	2	2
R01396	2	1	2	1	4	4	4	4	2	3	1
R01397	4	4	5	3	2	5	2	3	5	4	1
R01398	4	4	5	2	2	4	4	2	4	2	2
R01399	3	5	4	4	4	2	4	2	4	2	2
R01400	4	2	2	1	2	2	1	2	2	2	1
R01401	2	1	4	3	2	2	2	1	4	1	1
R01402	5	2	4	5	5	4	2	5	4	4	1
R01403	4	2	2	5	5	4	4	1	5	4	2
R01404	4	5	3	3	5	4	3	3	3	4	1
R01405	4	1	4	2	3	0	2	3	3	3	1
R01406	1	2	5	2	3	5	2	5	4	2	1
R01407	4	2	4	5	4	5	2	5	4	5	1
R01408	5	1	4	5	5	5	4	4	4	4	1
R01409	2	2	3	2	3	5	3	3	4	1	1
R01410	5	5	5	3	5	4	5	5	5	3	2
R01411	3	4	5	2	2	4	5	4	4	1	1
R01412	4	1	0	3	3	1	1	2	3	1	2
R01413	4	2	5	3	5	4	3	2	4	3	2
R01414	3	3	4	2	3	4	5	5	3	4	1
R01415	4	3	5	4	4	5	4	4	4	1	1
R01416	4	1	3	3	4	2	2	2	4	1	2
R01417	5	4	4	5	5	5	5	4	5	4	1
R01418	4	2	5	2	3	5	2	4	1	2	2
R01419	4	1	4	2	0	5	2	2	2	2	2
R01420	5	5	4	5	4	4	5	4	5	4	1
R01421	5	4	5	5	5	3	2	5	4	4	2
R01422	4	2	5	2	4	3	4	2	4	1	1
R01423	4	2	4	2	3	3	2	4	4	4	2
R01424	3	4	4	1	2	4	3	3	4	2	2
R01425	5	3	3	4	4	5	3	5	5	2	1
R01426	5	5	5	5	4	5	4	5	5	5	1
R01427	3	2	3	1	3	3	1	2	4	3	1
R01428	5	4	5	3	4	5	2	3	3	5	2
R01429	4	5	5	0	5	5	5	5	5	4	1
R01430	1	2	3	2	2	2	4	1	2	2	1
R01431	5	5	5	2	3	4	5	3	5	4	1
R01432	5	3	4	4	0	4	4	5	5	4	1
R01433	5	2	4	2	3	5	2	5	3	5	2
R01434	2	4	3	2	2	5	5	2	3	3	1
R01435	4	1	1	5	3	5	1	5	3	2	1
R01436	4	2	0	2	0	4	3	3	2	4	1
R01437	3	2	5	1	4	2	4	1	2	1	2
R01438	4	5	3	2	5	4	5	1	3	2	2
R01439	5	3	5	2	2	4	4	3	5	2	1
R01440	4	1	2	1	3	4	1	2	2	1	1
R01441	4	2	2	1	3	5	2	2	4	2	2
R01442	2	4	5	3	4	3	2	5	4	5	1
R01443	4	2	5	4	3	4	4	5	4	2	2
R01444	4	3	4	3	2	4	4	1	4	1	2
R01445	2	5	5	4	4	4	4	2	0	1	2
R01446	4	5	5	4	1	5	5	4	4	0	2
R01447	1	4	2	2	2	4	4	4	3	4	1
R01448	4	5	5	2	2	2	4	1	4	2	1
R01449	5	3	3	3	3	5	3	4	4	1	1
R01450	0	4	5	3	4	5	5	2	5	4	2
R01451	4	5	5	2	4	5	4	4	5	2	2
R01452	2	1	4	1	1	3	2	1	1	1	1
R01453	4	1	5	2	4	4	5	3	2	4	2
R01454	3	4	5	3	4	5	4	3	4	2	2
R01455	4	5	5	4	4	2	4	5	5	4	1
R01456	4	5	5	4	4	4	5	3	5	5	2
R01457	3	4	4	2	4	4	4	4	5	1	1
R01458	5	2	5	1	2	3	4	2	5	1	1
R01459	4	1	2	2	4	2	3	3	4	2	2
R01460	5	3	2	2	2	2	3	2	3	1	1
R01461	2	4	5	1	4	2	5	4	3	3	2
R01462	1	5	4	0	4	4	5	1	2	2	2
R01463	2	5	3	2	4	5	4	5	5	4	1
R01464	4	5	5	2	4	5	5	5	5	2	2
R01465	5	2	4	3	3	4	4	2	4	2	2
R01466	2	5	2	1	4	2	4	2	3	1	1
R01467	4	1	2	3	2	5	2	3	2	2	2
R01468	4	2	4	2	4	5	4	1	4	2	2
R01469	4	2	2	1	4	4	5	2	2	1	1
R01470	3	2	4	2	2	2	3	3	5	2	1
R01471	4	4	4	2	1	3	2	1	4	1	2
R01472	5	5	4	4	3	5	5	4	5	5	1
R01473	1	3	5	4	3	4	2	5	5	2	2
R01474	3	3	4	1	2	3	5	1	4	1	1
R01475	0	3	5	4	5	5	5	2	5	2	2
R01476	4	3	5	3	4	4	4	4	4	1	2
R01477	4	4	5	2	4	4	4	4	4	1	2
R01478	5	4	3	3	5	4	3	2	4	4	1
R01479	3	4	4	1	1	3	5	1	4	1	2
R01480	2	4	5	2	4	4	5	2	4	4	2
R01481	3	2	3	3	4	4	4	3	5	2	1
R01482	1	2	5	2	2	3	3	4	4	2	2
R01483	2	3	4	1	2	4	3	2	4	2	1
R01484	2	4	4	2	1	5	3	2	4	1	1
R01485	3	4	5	3	3	4	4	3	4	5	2
R01486	4	4	5	2	1	4	4	2	4	2	2
R01487	4	2	5	2	4	3	4	5	5	3	1
R01488	2	1	2	3	4	2	4	1	1	2	2
R01489	5	3	4	4	4	3	4	3	5	4	1
R01490	5	1	4	3	4	2	3	2	2	2	2
R01491	2	4	5	2	3	5	5	4	5	3	2
R01492	5	4	5	4	5	5	5	5	5	2	1
R01493	5	2	5	3	4	4	2	4	1	2	2
R01494	3	1	4	3	3	4	3	4	3	2	1
R01495	5	5	5	5	5	5	5	3	5	5	1
R01496	3	4	5	4	2	4	4	5	4	2	1
R01497	1	4	5	2	4	4	4	4	4	2	2
R01498	4	1	1	3	4	4	4	4	2	2	1
R01499	4	1	3	2	4	5	4	2	3	2	2
R01500	2	5	5	3	2	4	5	4	4	1	2
R01501	2	4	5	1	2	4	2	1	3	1	2
R01502	3	2	2	2	3	4	4	4	2	1	1
R01503	5	3	4	2	3	5	3	2	2	4	2
R01504	4	5	5	4	4	4	5	5	5	4	2
R01505	5	5	5	2	4	5	5	5	5	4	1
R01506	4	1	4	3	3	5	3	2	3	2	1
R01507	4	3	4	2	1	4	3	1	3	4	2
R01508	5	5	3	5	4	5	2	5	4	3	2
R01509	2	4	2	2	3	5	3	1	4	3	1
R01510	3	3	4	3	4	5	3	5	5	3	1
R01511	3	4	4	1	2	3	3	2	3	1	1
R01512	3	4	5	2	2	5	4	3	4	3	2
R01513	5	1	3	5	4	5	2	5	2	5	1
R01514	0	1	4	1	1	5	1	1	1	1	1
R01515	5	5	5	4	5	5	5	5	5	3	2
R01516	4	5	5	3	3	4	5	4	5	1	1
R01517	1	1	4	2	2	5	4	1	3	1	2
R01518	4	1	1	4	5	5	2	3	2	2	1
R01519	4	3	4	3	5	4	5	3	4	1	1
R01520	4	4	5	3	5	4	5	4	5	2	2
R01521	4	1	3	3	4	4	2	4	4	5	1
R01522	4	2	4	5	2	5	2	5	5	4	2
R01523	2	1	4	1	3	4	4	4	3	2	1
R01524	5	1	5	4	2	4	3	4	2	2	2
R01525	5	1	2	2	5	5	3	5	4	2	1
R01526	5	2	4	2	3	4	4	2	4	2	1
R01527	3	4	5	4	2	4	2	2	2	2	2
R01528	2	5	4	2	1	5	4	4	3	4	2
R01529	4	4	3	4	3	5	2	5	3	1	1
R01530	5	4	5	2	4	2	4	3	5	3	1
R01531	4	1	1	4	4	5	4	3	3	2	1
R01532	4	4	4	2	3	4	2	1	4	1	2
R01533	0	2	5	2	3	4	3	3	5	5	2
R01534	1	4	5	2	2	5	4	3	4	1	2
R01535	1	2	1	4	2	4	2	2	3	2	2
R01536	5	3	4	2	4	3	4	4	5	3	2
R01537	4	4	4	2	2	2	5	2	4	1	2
R01538	4	4	5	2	3	4	4	4	5	1	2
R01539	3	4	4	2	3	4	4	1	5	5	1
R01540	2	2	5	2	1	4	4	0	2	1	2
R01541	4	4	5	2	4	4	5	4	5	3	2
R01542	5	4	4	5	5	4	3	5	4	4	2
R01543	3	4	5	5	4	4	4	5	4	4	1
R01544	5	4	3	5	5	4	4	5	4	1	1
R01545	4	1	4	3	5	4	4	5	5	5	1
R01546	4	1	2	1	2	5	4	2	3	4	2
R01547	4	1	5	4	4	4	4	2	4	2	2
R01548	2	2	2	3	3	1	4	2	3	5	1
R01549	4	3	3	2	2	3	1	4	4	2	1
R01550	4	4	5	4	5	4	5	5	4	2	2
R01551	4	1	5	4	4	4	4	3	3	1	2
R01552	5	2	5	3	2	5	1	4	4	1	1
R01553	5	2	1	2	5	4	3	4	4	5	2
R01554	5	5	5	2	2	5	5	5	5	2	2
R01555	2	5	5	5	4	5	4	4	4	1	2
R01556	5	2	2	4	5	5	5	4	4	2	1
R01557	5	2	3	5	5	5	4	5	4	4	1
R01558	4	4	5	1	3	4	5	1	5	2	1
R01559	5	4	4	3	4	4	3	4	5	5	1
R01560	4	2	4	5	4	5	4	3	4	3	1
R01561	3	5	5	3	4	4	4	2	3	3	2
R01562	2	1	2	2	1	4	1	1	2	2	1
R01563	4	2	4	4	2	5	2	4	4	3	1
R01564	4	2	2	4	1	5	2	4	4	4	1
R01565	5	1	1	2	2	5	2	5	1	3	1
R01566	5	4	5	5	5	5	4	5	5	2	1
R01567	5	2	3	3	4	4	4	2	0	2	1
R01568	1	1	2	1	3	4	4	4	2	1	2
R01569	4	4	0	5	5	4	5	5	5	2	2
R01570	4	4	5	1	1	2	3	3	2	1	2
R01571	4	5	5	4	4	5	5	4	4	4	2
R01572	4	5	4	3	2	2	5	2	5	2	2
R01573	4	1	4	2	4	3	1	2	2	2	2
R01574	4	2	4	4	4	5	4	5	2	1	1
R01575	2	1	5	2	2	4	2	4	4	2	2
R01576	4	3	2	5	2	5	4	3	5	1	1
R01577	4	4	4	5	5	5	5	4	4	5	1
R01578	3	4	4	2	3	4	5	2	4	1	1
R01579	5	5	5	1	4	2	5	5	4	3	1
R01580	5	2	5	3	5	5	5	3	4	3	2
R01581	4	2	4	2	3	4	2	4	4	2	2
R01582	5	2	4	3	5	3	5	4	5	1	1
R01583	3	2	4	4	3	3	4	3	4	2	2
R01584	5	4	5	4	0	4	4	4	5	4	2
R01585	2	4	4	3	4	3	4	4	4	3	2
R01586	5	4	4	5	4	5	5	5	5	4	2
R01587	4	4	4	4	4	4	4	5	4	4	1
R01588	5	2	5	3	3	4	4	5	4	2	2
R01589	4	5	5	4	4	5	5	4	5	3	2
R01590	4	1	4	5	4	5	1	2	3	2	1
R01591	3	2	4	2	3	5	4	2	4	2	2
R01592	4	2	3	4	3	3	3	5	5	4	1
R01593	3	2	1	1	3	3	2	1	3	1	2
R01594	5	4	4	3	4	5	4	5	3	2	2
R01595	4	2	4	2	4	4	4	2	4	4	2
R01596	2	2	2	2	2	2	4	3	2	1	2
R01597	4	2	2	1	3	5	2	2	2	2	2
R01598	5	3	1	5	5	5	3	4	5	5	1
R01599	3	2	4	3	3	2	2	2	3	2	1
R01600	2	1	2	2	1	4	1	3	1	1	2
R01601	5	2	0	4	3	5	2	5	4	5	2
R01602	5	2	5	2	1	4	2	2	4	1	2
