HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
4	2	4	2	3	4	4	1	0	5	1	2	2	5	5	5	5	4	1	4	3	2	35	2	67	US
5	5	4	4	5	5	5	2	4	0	3	1	2	5	5	4	5	5	2	4	4	3	19	1	88	CA
1	2	2	4	4	4	0	2	2	3	0	4	5	4	4	3	4	4	4	4	4	5	20	1	54	SE
4	2	1	2	2	1	4	4	4	2	5	5	4	5	5	4	2	4	5	3	5	3	14	1	85	US
4	4	3	5	1	3	4	4	2	2	5	5	5	5	5	2	4	4	5	5	5	4	24	1	77	GB
4	4	5	3	5	5	4	2	5	3	4	2	3	4	4	1	2	3	4	4	3	4	50	2	73	US
5	3	5	1	3	4	5	4	4	4	3	0	5	5	4	2	5	2	5	5	5	5	20	1	88	AU
5	1	0	1	1	5	4	4	1	2	1	2	4	5	4	2	2	1	3	5	5	4	31	2	99	CA
4	5	3	3	4	4	2	2	5	1	1	2	4	3	2	3	4	5	1	4	3	1	19	1	96	AU
4	5	3	3	3	3	5	5	2	2	4	4	4	4	4	4	4	2	5	4	4	2	19	2	92	GB
4	3	2	3	2	3	3	2	4	1	2	2	2	5	5	3	3	4	4	2	4	3	55	1	76	US
3	1	5	5	4	5	0	4	4	4	2	4	3	5	4	4	3	3	4	4	4	3	33	1	80	US
4	3	1	2	1	5	2	2	4	1	2	4	4	5	5	4	3	2	3	3	4	5	21	1	89	US
3	4	2	2	4	5	4	4	3	2	5	3	5	5	3	4	4	2	5	5	5	4	33	1	92	US
4	2	4	2	0	5	5	4	4	4	2	2	4	3	4	2	5	4	1	4	4	2	22	2	100	GB
4	5	5	3	5	5	5	5	3	5	2	2	5	5	4	4	4	2	4	4	4	1	13	2	72	US
2	1	2	2	1	1	2	2	2	1	4	2	2	4	4	3	1	1	2	4	3	3	21	1	78	US
4	5	0	5	4	5	4	5	5	3	3	1	1	4	5	5	5	5	2	4	4	3	26	1	69	US
5	5	4	3	3	5	0	4	0	2	1	1	1	3	5	5	5	5	4	0	4	1	21	2	94	GB
2	2	5	4	0	5	2	2	3	1	5	2	3	4	4	4	2	2	4	5	4	4	24	1	71	US
5	5	5	4	3	5	4	5	4	5	5	4	2	4	4	4	3	4	5	4	4	2	17	1	93	US
4	4	5	4	4	5	4	5	0	2	2	2	2	4	5	4	4	4	2	2	4	2	13	2	85	PH
1	2	2	1	2	4	2	2	5	1	4	5	2	4	3	3	2	3	4	5	5	3	24	2	82	US
5	5	5	2	5	5	5	5	5	4	4	3	4	5	4	4	5	4	5	5	4	4	42	2	80	US
2	4	5	2	2	4	2	1	4	4	3	2	2	4	5	3	4	3	4	5	4	5	14	2	99	US
5	4	5	2	4	3	4	4	5	2	1	3	3	2	5	4	5	2	3	5	2	3	33	1	86	US
1	5	4	2	4	5	5	4	5	5	2	2	1	4	4	3	4	3	1	4	1	1	18	2	65	US
4	4	2	3	4	5	3	1	3	2	5	5	4	4	1	1	4	3	3	4	3	3	28	1	70	GB
5	5	4	1	5	5	5	5	4	3	2	5	4	4	4	1	4	2	5	5	4	5	22	2	94	IN
5	3	4	5	4	4	3	2	4	2	5	2	4	4	4	1	2	4	4	5	3	4	22	1	86	US
2	3	4	3	3	5	4	2	3	1	3	2	3	4	5	3	4	2	3	5	4	1	13	1	78	US
5	5	4	2	5	5	5	4	5	0	5	4	5	5	4	3	4	2	4	5	4	2	31	1	66	CA
5	3	5	2	4	2	5	4	5	4	1	2	2	4	4	3	4	1	2	2	2	1	30	2	95	US
5	4	4	2	2	5	5	5	5	3	4	5	5	4	5	5	5	5	4	5	5	5	25	1	77	AU
5	1	4	4	4	4	3	3	4	4	2	2	4	4	5	4	5	1	1	4	3	4	24	2	82	DE
5	2	5	4	3	4	4	2	4	3	4	5	3	4	2	3	1	1	2	5	0	3	18	1	86	US
5	5	5	4	4	5	5	4	5	5	5	4	5	5	4	4	4	2	4	5	3	4	22	2	74	US
4	1	4	5	3	2	4	4	4	3	4	1	4	5	4	3	3	3	4	5	4	0	20	1	85	US
4	5	5	2	3	4	4	2	3	3	2	1	4	3	5	5	4	2	4	1	4	2	22	1	89	US
4	4	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	2	4	4	4	3	18	1	67	US
3	1	4	2	3	4	4	2	5	3	1	1	4	1	4	3	4	3	1	3	2	2	30	2	97	CA
5	4	5	5	4	5	4	4	5	4	1	2	5	2	2	3	4	2	4	4	1	4	34	1	86	US
5	5	4	5	5	3	4	4	5	4	5	4	2	4	4	4	5	2	2	5	5	2	16	1	72	US
5	4	4	4	5	5	5	3	4	4	3	2	2	4	5	4	4	3	5	4	5	2	22	1	72	US
2	1	4	1	2	4	4	0	2	1	2	3	1	5	4	2	1	1	4	5	4	2	19	2	91	US
4	4	4	2	5	4	4	5	3	4	2	1	1	1	1	1	1	2	1	0	4	3	34	1	71	CA
5	5	4	5	5	5	5	5	5	5	4	4	5	4	4	4	4	4	3	5	5	4	35	2	85	US
3	4	4	3	4	5	1	5	4	2	3	4	3	4	4	3	1	3	3	5	4	2	28	1	90	SE
2	2	2	2	1	4	3	1	1	2	2	2	1	4	4	4	4	2	2	5	3	5	14	1	93	US
4	1	2	2	3	4	2	3	4	1	2	2	2	3	2	2	2	1	2	1	1	1	18	2	89	GB
4	3	3	3	2	5	3	4	4	2	1	2	2	1	4	4	3	2	4	4	3	1	26	1	57	US
3	5	5	3	5	5	5	5	5	5	4	2	1	5	3	3	1	4	5	4	5	4	16	2	63	US
5	5	5	4	5	5	4	3	5	2	2	4	4	5	5	5	3	5	5	5	4	5	19	1	79	PH
4	4	5	4	5	5	4	4	5	2	1	5	2	3	4	4	4	4	0	4	2	5	30	1	98	US
4	4	3	3	5	4	3	4	4	5	1	2	1	4	4	3	1	3	3	2	2	3	16	1	96	US
4	2	2	2	2	2	3	3	5	4	5	3	4	1	2	2	1	1	3	5	3	2	51	1	87	US
1	2	2	1	2	4	4	4	3	1	2	2	2	2	1	1	1	1	3	5	2	2	21	1	91	US
5	5	2	4	2	5	5	4	4	2	4	1	2	5	4	0	2	2	3	5	5	2	17	1	91	US
4	3	5	2	3	4	4	5	2	3	5	1	4	5	4	3	4	2	4	5	2	3	22	1	73	US
1	2	1	1	2	4	2	1	4	1	2	1	1	4	4	4	4	2	1	1	1	1	37	2	72	US
5	1	4	3	2	4	3	3	1	2	1	2	3	4	2	2	5	2	3	3	2	1	43	1	86	US
2	1	2	3	4	4	4	2	5	1	2	3	4	4	4	4	2	4	5	4	5	4	30	1	65	CA
3	4	5	2	4	5	5	4	5	3	2	2	3	3	4	4	4	0	1	4	2	2	13	1	93	US
2	2	5	2	4	5	4	3	4	2	2	3	1	4	5	5	5	5	2	3	2	4	23	1	96	US
3	2	5	4	2	4	4	1	5	2	5	2	2	4	5	4	4	4	5	5	4	4	24	2	80	US
5	1	5	2	4	4	4	5	5	4	2	2	4	5	2	3	5	3	3	3	4	2	39	2	80	US
3	4	2	2	3	4	3	4	3	2	2	2	2	5	4	2	2	2	4	4	5	3	30	1	92	AU
3	2	5	5	4	5	5	4	4	4	1	3	4	4	5	3	4	2	4	0	4	3	32	2	87	CA
2	1	2	2	1	4	4	1	4	1	1	1	3	3	4	4	4	4	2	4	3	1	17	2	91	AU
4	4	4	2	4	5	4	3	4	4	1	4	2	4	4	4	4	2	4	0	3	3	15	1	92	US
2	1	3	2	2	4	4	1	2	2	4	1	3	3	4	4	2	1	4	4	4	3	20	1	68	GB
3	4	4	5	3	5	1	2	4	5	4	5	5	3	5	4	5	4	2	5	3	4	27	1	94	US
3	4	5	2	4	4	4	3	5	3	1	3	5	5	4	4	5	5	3	2	4	4	19	2	76	PL
5	4	4	1	4	2	4	2	4	1	1	2	2	5	4	2	4	2	3	4	4	3	21	1	84	US
4	4	5	2	5	5	5	4	4	4	2	1	4	4	4	3	4	1	4	2	4	3	37	2	72	US
4	4	4	5	2	5	4	3	4	1	1	3	4	4	0	5	4	4	4	3	5	1	14	1	70	AU
5	5	5	5	5	5	5	5	5	5	1	3	5	2	5	3	4	4	3	1	4	4	17	1	98	GB
1	2	2	3	3	4	1	1	2	1	4	5	4	3	4	4	5	1	3	5	5	4	55	1	51	US
5	5	4	5	5	5	4	4	4	3	1	2	2	4	3	4	4	3	2	3	2	1	16	2	80	GB
4	5	4	2	3	5	5	4	3	4	1	2	5	5	4	4	4	5	5	4	4	3	23	1	98	CA
5	4	2	3	5	4	4	4	4	1	2	3	3	4	5	3	4	2	4	5	2	2	39	1	90	US
2	4	5	2	5	3	5	4	4	3	4	5	2	5	5	5	5	5	5	5	4	2	30	2	68	US
4	4	4	4	5	5	5	5	5	2	5	3	3	5	5	5	5	2	4	5	5	5	20	1	75	US
4	2	2	2	3	4	2	4	5	2	1	5	1	5	5	5	3	4	5	4	4	2	25	1	82	US
4	3	2	4	4	5	5	3	5	4	2	2	2	5	1	2	2	1	5	5	4	1	17	1	78	AU
4	1	5	4	4	4	4	2	4	2	2	3	4	2	5	5	5	4	3	4	2	3	15	2	92	GB
5	5	4	5	5	5	4	4	5	5	2	1	3	3	5	3	4	4	3	2	2	1	35	2	83	US
4	5	2	1	2	3	2	4	2	3	4	3	3	4	5	3	2	3	4	5	0	3	17	1	97	PL
4	3	4	3	3	5	3	2	2	3	5	5	1	4	4	3	3	2	4	5	5	4	29	1	76	US
4	4	4	2	5	4	4	2	3	2	4	5	4	4	5	4	4	4	5	4	4	5	26	2	82	AU
2	1	2	5	1	1	3	2	1	2	4	2	5	4	3	2	2	4	4	4	5	3	16	1	92	US
3	2	4	1	3	5	4	2	4	3	4	2	5	4	5	4	4	4	3	3	5	3	15	1	93	US
5	5	5	0	5	3	4	5	5	5	2	2	5	5	5	5	5	5	4	5	4	2	13	1	60	US
2	2	2	2	3	3	4	2	3	1	4	4	2	4	2	1	3	1	4	5	4	4	27	2	88	US
2	2	5	2	3	4	4	2	4	4	2	2	3	4	3	1	2	2	1	3	3	5	13	2	86	US
2	5	4	2	5	4	4	4	5	4	2	4	4	5	4	1	4	2	4	4	5	3	23	2	73	AU
2	1	1	2	1	4	1	1	2	2	5	0	5	5	1	2	1	1	3	5	0	3	21	1	90	US
5	5	4	3	5	5	4	5	5	4	2	4	2	3	4	4	4	4	2	5	4	3	28	0	75	GB
4	3	4	4	4	4	5	4	4	3	3	1	3	3	4	4	2	1	1	4	3	2	33	1	83	GB
2	1	2	2	1	2	1	1	4	1	2	2	1	4	4	2	2	1	2	4	4	4	27	1	79	BR
4	5	5	2	5	5	5	2	5	5	2	3	2	0	4	4	5	1	4	5	5	4	47	2	37	US
4	1	2	2	4	3	4	4	4	4	1	4	2	4	5	5	5	4	5	4	2	2	19	1	54	US
5	4	5	4	3	4	5	5	4	5	3	1	2	5	5	5	3	4	2	4	4	4	15	2	87	US
4	5	5	4	4	4	5	5	0	5	5	4	2	5	3	4	4	3	1	2	1	2	40	1	88	US
4	2	2	2	2	4	3	3	2	1	4	1	2	5	4	4	4	2	3	4	1	3	16	1	69	US
5	4	4	3	5	5	5	5	5	4	5	5	5	5	5	3	2	2	5	5	5	5	23	2	76	US
4	3	3	4	4	5	4	4	5	3	4	2	2	5	5	4	4	3	3	2	2	4	30	1	78	US
4	3	5	1	3	5	4	2	3	4	2	4	3	2	4	5	4	4	1	4	5	2	25	2	69	US
4	2	5	4	1	4	4	5	5	1	1	2	3	2	3	2	2	2	3	2	4	1	18	2	98	AU
4	2	4	2	4	2	4	3	3	2	2	4	1	5	4	4	4	3	4	3	4	3	37	1	70	US
3	4	4	1	3	4	3	3	4	2	2	2	3	2	5	5	4	2	1	4	3	2	22	1	65	US
4	3	2	4	3	2	2	2	4	1	3	1	4	5	4	1	5	2	3	4	5	4	15	1	40	US
5	4	5	3	1	5	4	4	4	5	5	3	4	2	4	1	1	1	5	4	4	4	17	1	84	DE
5	4	1	4	5	3	5	4	1	4	5	2	2	4	4	4	4	4	4	3	5	4	38	1	79	AU
4	3	3	5	2	3	5	4	3	5	3	3	5	0	5	5	3	4	5	4	5	5	14	1	96	GB
2	5	5	5	5	5	4	5	5	5	2	1	2	5	5	2	5	3	1	4	1	1	16	1	88	BR
2	2	4	4	3	4	4	4	4	4	1	2	4	4	4	4	2	4	2	2	2	2	28	2	90	US
1	1	1	1	2	2	1	2	4	2	4	3	5	5	4	3	3	3	2	4	4	2	20	1	62	CA
4	2	3	1	2	1	3	2	3	1	4	2	3	5	1	4	2	2	2	5	4	3	60	1	94	US
4	5	5	1	5	4	5	4	5	4	2	4	5	5	5	5	4	4	2	4	4	3	21	2	97	US
5	3	5	4	4	4	4	5	0	1	4	1	3	4	4	3	4	4	2	2	1	2	13	1	72	US
5	4	5	3	4	5	4	4	5	3	4	5	4	4	5	5	5	5	2	4	4	5	50	1	76	US
5	3	2	5	3	2	4	0	3	2	4	4	4	4	4	1	1	2	3	4	4	4	30	1	79	BR
5	5	5	4	5	5	4	5	5	4	1	4	4	4	5	4	4	4	1	4	4	2	21	1	86	US
5	2	4	1	4	4	1	2	5	2	4	2	4	5	4	4	4	3	5	5	2	3	18	1	99	AU
4	0	4	2	4	4	3	4	2	2	5	5	5	5	4	3	3	1	4	4	3	4	31	1	82	US
4	4	4	3	4	4	4	3	4	3	5	2	3	5	4	4	2	2	5	4	4	3	17	1	85	US
2	4	2	4	4	5	4	4	3	4	4	2	4	3	4	5	3	5	2	4	4	1	56	1	75	GB
1	4	4	1	1	5	2	2	1	0	4	4	5	5	3	2	1	2	5	5	5	4	22	1	64	DE
4	4	1	2	4	4	3	3	3	2	3	1	1	3	3	3	3	3	2	3	3	1	19	2	90	GB
5	5	3	2	5	3	3	4	5	4	5	3	4	5	4	3	4	3	4	5	5	5	35	2	83	US
2	3	2	3	3	2	4	4	4	1	4	1	4	5	5	2	3	4	3	4	2	3	27	1	93	CA
4	4	5	5	4	5	4	5	4	4	5	2	3	4	5	4	5	4	4	4	3	3	25	1	77	US
0	2	2	2	5	4	5	4	5	1	4	2	2	4	3	4	3	3	4	4	4	3	17	2	44	GB
1	2	2	1	3	5	1	2	2	2	2	1	2	5	4	3	4	2	2	5	4	3	16	1	72	US
3	2	4	4	4	4	3	2	5	3	5	4	3	5	4	4	5	1	4	4	3	3	17	1	87	GB
5	4	5	4	3	4	3	2	4	4	4	2	1	5	5	4	2	5	2	4	2	2	17	1	63	BR
1	2	1	1	1	2	1	1	4	0	5	3	2	4	4	2	2	4	3	4	4	2	27	1	91	US
4	4	2	3	2	4	2	4	4	1	1	4	1	4	3	2	2	2	4	5	2	1	50	2	78	PH
5	3	5	5	4	4	4	3	3	2	1	1	4	5	5	3	3	2	3	4	1	1	21	1	95	DE
2	0	4	3	2	4	5	2	5	2	2	5	2	1	5	3	0	4	3	2	4	3	19	1	71	DE
4	3	5	3	5	5	5	2	4	4	1	1	2	5	5	5	4	2	3	4	4	2	34	1	73	AU
4	1	5	5	1	3	2	2	3	2	5	4	5	5	4	2	2	2	2	5	5	4	25	1	83	CA
5	2	5	2	4	4	4	4	5	1	5	5	3	5	2	1	3	1	3	4	1	5	19	1	77	US
3	3	5	1	3	4	4	4	4	3	1	1	1	4	3	2	2	2	5	0	2	3	13	1	91	US
2	1	4	1	4	4	0	3	3	1	1	1	4	5	3	1	4	2	1	4	3	2	35	2	82	US
3	2	5	4	3	5	0	2	5	1	4	2	5	3	3	1	3	3	4	4	2	5	28	1	88	IN
4	5	4	1	5	4	5	2	4	5	2	2	4	5	5	5	5	4	2	5	4	5	20	2	88	US
2	1	2	2	2	1	1	1	4	1	4	4	3	5	3	3	2	3	4	5	5	4	24	1	62	US
4	3	3	4	2	4	2	3	4	2	5	5	5	5	3	2	1	1	2	5	3	4	30	1	83	US
5	4	5	3	5	4	0	4	4	1	1	1	1	1	5	5	4	5	1	1	1	1	36	1	73	CA
5	5	5	2	3	5	5	4	4	5	0	2	4	5	4	4	3	5	3	4	5	4	35	2	92	US
4	5	2	4	2	3	3	2	1	2	5	4	4	5	1	2	4	4	5	5	5	2	41	2	82	DE
4	1	3	5	4	3	4	4	5	1	5	1	3	4	3	2	4	1	2	1	5	4	20	1	73	US
2	2	3	3	5	4	5	4	4	1	2	2	4	3	4	4	2	4	2	4	4	2	31	1	66	US
0	1	4	2	1	2	2	1	4	1	2	2	4	3	4	4	4	3	4	4	5	2	13	1	74	US
5	3	2	5	2	5	4	4	4	2	5	2	4	5	5	4	5	3	4	4	0	1	14	1	72	US
1	1	2	2	2	5	2	2	1	1	1	4	4	5	4	4	4	1	5	4	5	4	24	2	78	US
5	5	5	0	5	5	5	5	5	3	2	2	1	1	5	5	5	5	1	4	2	4	17	2	96	US
3	2	5	5	4	5	2	2	1	4	2	4	4	4	4	2	3	2	3	5	5	3	22	1	91	US
1	2	4	4	2	4	3	3	4	5	4	3	2	2	3	3	5	1	2	4	2	1	42	2	93	US
4	4	4	2	3	2	2	3	1	1	5	4	5	5	5	5	4	3	5	5	4	3	34	1	90	US
4	0	5	5	5	4	5	5	5	4	0	3	4	5	4	4	5	4	5	5	4	3	14	1	59	GB
2	1	4	2	4	4	3	2	5	2	3	3	2	4	4	1	3	3	2	5	2	3	18	1	90	AU
4	4	3	3	4	2	4	4	5	1	5	3	3	5	2	1	1	2	5	5	2	2	13	1	81	US
5	0	4	4	4	3	4	5	3	2	2	1	5	5	4	1	1	2	2	5	5	2	17	1	78	US
2	1	2	3	3	5	3	4	2	1	2	4	2	4	4	4	4	2	3	3	2	2	20	1	83	US
5	1	3	2	4	4	2	5	4	2	5	5	4	5	5	5	3	4	4	4	5	4	31	2	75	GB
4	3	5	2	2	4	3	4	4	4	4	5	1	4	5	5	5	5	3	4	4	4	16	1	89	US
3	4	1	3	2	4	2	1	4	2	5	3	5	5	4	4	5	2	5	5	5	5	23	2	52	US
3	5	5	4	5	5	5	4	5	3	5	4	3	5	5	5	5	5	4	5	4	4	23	1	94	US
5	3	4	5	3	4	5	5	4	2	2	4	3	5	0	5	2	3	3	5	5	2	15	1	99	US
3	2	4	2	2	4	2	2	3	2	4	1	4	2	4	4	3	2	4	4	2	1	27	1	41	US
2	1	3	2	4	2	1	1	4	2	2	1	2	4	4	4	3	4	2	3	4	2	21	2	72	GB
4	2	4	3	4	5	4	4	3	3	3	3	4	5	4	3	4	3	5	4	3	2	29	1	80	US
4	4	3	1	2	4	4	1	4	2	2	5	2	4	4	3	4	4	4	4	2	4	22	2	80	US
5	5	5	3	4	4	4	5	5	5	2	2	2	5	4	2	5	4	3	4	4	1	13	1	85	US
5	1	4	4	4	5	3	2	5	1	3	3	5	4	3	4	2	3	4	5	5	4	21	1	58	US
4	2	5	3	4	2	4	4	5	1	5	3	4	4	3	1	2	1	4	4	5	4	38	1	68	US
2	2	4	4	1	2	2	4	3	1	5	2	1	1	4	4	1	4	2	3	4	0	34	1	66	CA
5	3	5	4	3	5	4	4	2	4	2	4	5	5	3	1	3	2	2	2	4	2	19	1	88	AU
4	1	3	2	3	4	4	4	3	1	2	2	4	4	4	2	2	1	4	1	4	3	34	1	86	US
0	2	2	1	2	3	4	1	4	1	1	3	2	5	4	1	2	2	2	4	1	4	86	1	98	US
4	2	4	2	3	5	3	5	4	3	4	4	4	4	5	4	4	4	2	5	4	3	18	1	83	US
5	4	5	3	2	4	5	5	5	4	3	5	5	4	5	4	3	3	4	3	4	2	20	2	83	GB
3	4	3	2	5	4	4	1	1	2	1	2	4	4	4	2	5	3	2	4	4	4	29	1	68	US
5	5	5	4	4	5	5	5	5	5	1	4	3	4	5	4	4	3	1	2	2	4	18	1	95	US
4	0	3	4	2	4	4	3	3	1	5	5	4	5	4	4	2	4	4	5	4	5	15	1	64	BR
5	5	5	4	4	5	4	2	1	4	3	4	3	4	4	4	2	3	1	4	4	2	22	2	84	US
5	5	4	4	5	5	4	5	5	3	3	4	5	5	5	4	4	3	4	3	5	2	16	1	96	US
3	3	4	2	5	2	1	3	4	2	2	2	3	3	4	5	5	2	4	2	2	1	22	1	93	CA
3	4	5	1	2	4	4	4	4	1	2	5	5	5	4	5	2	3	3	3	3	3	31	3	47	GB
4	5	5	2	4	4	5	4	4	4	4	4	5	4	5	4	2	4	4	5	5	4	18	1	95	US
4	5	4	4	5	5	5	4	5	5	3	4	5	5	3	2	2	1	4	4	3	4	26	2	89	US
4	1	2	4	3	3	4	4	4	2	4	2	3	4	2	5	2	2	4	5	5	4	36	1	67	GB
2	3	2	1	5	3	5	5	5	2	1	1	1	1	1	2	2	2	1	1	1	1	14	2	69	US
5	5	2	3	4	3	5	3	5	3	4	3	5	4	5	3	4	5	4	5	5	2	17	1	98	AU
2	4	2	4	0	4	4	4	5	2	4	5	5	0	4	1	2	1	3	5	5	1	25	2	98	AU
5	2	1	3	3	5	3	4	3	1	4	2	2	5	4	5	3	3	2	4	3	4	25	1	57	US
4	2	5	4	4	5	4	4	5	5	5	5	5	5	5	4	3	3	5	5	5	5	44	1	87	US
3	4	2	2	2	3	4	2	2	1	2	4	5	4	5	5	4	3	2	5	5	1	16	2	94	US
5	5	3	5	4	5	5	5	5	4	3	1	1	4	4	4	5	2	4	3	1	1	28	1	73	US
4	2	4	2	3	2	4	2	3	1	2	5	5	5	2	1	2	1	3	5	5	5	24	1	94	CA
5	4	2	1	4	4	4	4	2	3	3	4	4	4	4	1	1	2	4	2	2	2	13	1	68	US
1	1	2	1	3	5	2	2	4	1	4	5	2	4	3	2	3	2	3	4	4	2	24	1	87	GB
2	1	5	2	3	5	5	3	4	5	1	1	4	2	4	2	2	2	4	3	3	2	25	2	86	US
4	4	4	2	2	3	2	1	2	2	1	2	1	2	4	3	2	4	3	5	2	1	48	2	91	US
1	3	2	2	2	1	4	2	5	3	4	4	4	4	4	3	2	1	4	2	4	1	16	2	61	AU
4	4	3	5	4	3	3	4	4	2	4	4	3	4	5	4	4	4	3	5	4	3	28	1	85	US
5	5	4	5	5	2	5	4	5	4	5	1	2	1	1	2	2	2	2	4	4	2	22	1	86	AU
3	5	5	2	5	5	5	1	5	4	2	3	2	3	4	3	1	1	4	4	2	1	16	2	81	US
5	3	5	4	4	5	5	5	4	4	2	5	5	4	2	0	3	2	5	2	4	4	30	2	87	US
4	5	4	3	0	5	5	4	4	3	1	2	2	2	2	2	4	3	1	5	3	2	13	1	97	BR
2	2	4	3	3	5	0	5	4	2	5	2	4	5	3	4	2	1	5	5	4	3	18	1	61	US
4	3	5	5	3	4	2	3	0	2	4	2	5	5	3	3	2	2	3	4	3	0	23	2	86	CA
5	4	2	4	2	1	4	4	2	2	4	1	5	1	1	2	2	2	1	4	3	2	34	1	51	US
4	2	4	2	4	5	4	4	4	1	0	4	5	4	1	4	1	1	5	5	4	2	19	1	94	GB
5	4	2	5	3	5	5	4	4	4	2	1	4	4	4	5	5	3	2	4	4	3	26	1	94	US
5	2	5	4	4	5	4	4	4	4	2	4	5	5	4	3	1	2	3	5	3	1	29	1	84	SE
4	2	2	2	4	5	2	3	4	2	3	1	2	3	3	1	1	2	4	4	4	3	30	1	65	US
2	3	4	1	3	3	4	4	5	4	2	2	5	4	5	3	4	1	4	5	3	1	23	2	92	US
3	3	4	1	2	3	5	3	3	2	5	4	4	5	1	1	1	1	5	4	5	5	22	2	87	US
4	2	5	2	3	5	4	4	4	5	3	2	4	4	5	4	3	4	4	4	0	2	13	1	75	US
5	1	1	2	2	2	3	2	3	4	4	5	4	5	2	4	3	2	4	5	4	3	22	1	76	AU
3	2	2	1	2	4	4	3	5	1	2	2	2	3	4	4	5	3	3	2	4	2	17	1	83	US
5	5	5	2	5	5	4	5	5	5	1	1	4	3	4	2	2	1	4	4	2	1	13	2	75	US
5	5	4	3	4	3	5	2	4	2	1	4	4	1	4	5	5	3	2	4	5	2	17	1	77	US
5	3	2	2	1	5	2	2	1	1	2	4	4	5	5	2	3	4	5	4	5	1	21	1	72	US
5	4	5	2	2	4	2	4	4	5	2	2	5	4	5	2	2	2	5	4	5	4	31	1	82	GB
5	3	5	1	2	4	5	5	0	4	4	2	4	3	4	4	2	2	2	4	4	3	22	1	90	DE
0	4	5	5	5	4	4	4	4	1	4	3	4	5	5	4	3	4	3	5	4	2	33	1	70	US
5	2	2	3	2	4	2	3	4	1	5	3	4	5	2	2	2	1	5	4	5	5	20	2	66	CA
4	4	2	5	4	5	2	5	4	2	3	1	1	3	4	4	4	5	4	2	3	1	26	1	78	US
3	3	2	2	5	4	4	1	4	4	3	5	4	5	4	3	4	2	3	4	4	4	26	2	61	US
5	3	5	4	5	4	4	2	4	2	3	4	2	3	5	5	5	4	1	4	1	2	27	0	91	US
5	4	5	4	5	5	5	4	5	3	3	2	3	5	3	4	4	3	4	5	4	1	13	2	84	GB
4	3	5	5	5	4	4	3	4	4	5	1	4	4	1	3	3	2	1	4	4	1	13	2	69	US
5	3	4	2	2	5	4	3	4	4	1	1	2	1	5	3	0	5	1	3	1	1	24	2	79	US
2	4	5	2	2	4	4	4	2	2	4	1	5	4	4	3	3	4	1	2	3	4	38	1	85	AU
5	5	4	4	5	4	5	5	5	4	2	1	3	3	5	4	5	4	4	4	3	2	21	1	85	US
3	1	3	1	2	4	3	3	2	1	2	2	2	5	4	4	4	2	2	3	4	1	35	1	48	US
3	2	4	2	3	4	3	3	4	1	4	3	4	3	4	2	3	1	2	4	4	4	28	1	91	US
4	4	5	5	3	5	3	2	4	5	1	1	4	5	2	4	3	2	4	4	4	2	53	1	55	US
5	3	5	0	5	4	5	3	4	5	1	1	1	4	5	5	5	2	2	3	2	2	13	1	51	CA
5	3	5	4	5	0	4	4	0	4	2	2	4	5	2	3	3	2	4	5	4	2	13	1	68	GB
2	4	5	2	2	4	3	2	2	1	3	2	4	4	5	4	4	4	4	4	4	4	23	1	92	SE
4	2	4	4	5	3	5	2	4	2	2	2	4	1	4	4	0	5	1	3	1	1	19	1	86	US
4	4	4	2	2	3	1	5	4	1	5	2	4	4	3	1	2	1	5	5	4	4	22	1	66	PL
5	3	4	4	4	3	4	3	4	4	5	2	5	5	5	3	4	1	3	3	5	2	25	1	88	US
5	5	5	5	5	5	4	5	5	4	1	1	5	4	5	3	5	3	3	4	1	2	13	1	90	US
5	2	2	4	4	5	3	1	4	0	2	4	4	5	4	5	3	1	4	4	4	5	31	2	97	DE
5	5	5	2	5	5	5	5	5	5	1	2	3	2	3	2	2	1	2	3	4	1	20	2	67	US
4	2	2	5	3	4	3	2	2	1	5	4	2	4	4	1	1	2	4	4	5	2	16	1	86	US
4	4	4	4	5	5	4	3	5	2	4	2	1	4	5	4	5	3	4	4	5	4	16	1	76	US
5	1	4	3	4	4	4	4	4	2	2	1	2	4	2	3	2	3	2	4	1	2	19	1	82	US
3	1	4	4	2	2	4	3	2	2	1	1	4	5	4	2	1	1	2	4	4	1	29	1	83	US
5	5	5	4	5	5	5	5	5	4	4	4	4	5	5	5	5	3	4	4	5	3	14	1	70	US
3	4	5	4	4	5	2	4	5	5	2	1	2	3	4	1	4	5	5	4	2	1	32	1	90	GB
4	2	4	5	2	5	3	1	2	2	3	3	2	5	4	2	3	0	4	5	4	4	45	1	45	AU
3	2	2	2	1	2	2	4	2	4	2	4	4	5	2	1	2	2	3	5	3	4	13	2	96	AU
5	5	2	5	5	5	5	5	4	5	3	3	4	0	4	5	4	4	2	4	4	2	16	1	94	AU
4	4	2	3	4	3	4	2	4	3	4	1	4	3	4	4	3	4	3	2	2	2	14	2	98	US
3	1	2	3	2	4	2	4	4	4	4	5	2	4	4	5	4	2	4	5	5	4	20	1	99	US
5	5	4	3	5	5	5	2	5	5	1	2	2	4	4	5	5	3	2	4	3	2	24	1	66	GB
