participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender	behavior
T03169	4	5	5	5	4	5	5	4	5	2	2	1.534125932170499
T03170	4	3	4	4	3	5	4	2	5	5	1	-0.6569681004755978
T03171	5	4	3	2	5	5	4	5	4	2	2	-0.45842880976658296
T03172	2	1	2	1	1	4	2	1	1	1	2	-1.3977779099228311
T03173	5	5	5	3	5	5	4	4	4	5	2	-1.1928457429483872
T03174	5	5	3	4	5	5	4	3	4	4	1	0.2532862051534498
T03175	4	5	4	4	5	5	5	4	5	4	2	0.6211469971208813
T03176	4	3	1	2	3	4	2	5	5	2	2	0.504644679634265
T03177	4	3	4	4	3	2	4	2	0	3	1	0.779616275964846
T03178	4	4	3	3	5	5	5	3	5	2	2	1.3233515311941486
T03179	5	2	3	1	5	3	3	2	3	2	1	0.4075684883895817
T03180	5	2	4	4	5	4	5	5	5	2	2	2.115146658863792
T03181	2	1	2	2	3	4	4	2	3	2	1	2.1058253842683134
T03182	3	3	2	5	2	3	5	5	4	1	1	0.27539481571467717
T03183	5	5	4	4	5	5	5	5	5	5	1	1.0090387062978852
T03184	1	3	3	2	5	5	4	4	4	4	2	-0.3130794785803501
T03185	4	3	4	3	4	4	4	2	5	1	1	1.3628731625958217
T03186	2	2	2	1	2	3	2	4	5	2	2	0.4082007710874095
T03187	5	5	5	2	5	5	4	3	5	3	1	1.280475872860801
T03188	4	4	3	4	4	0	5	4	5	4	2	1.8387032705228856
T03189	3	1	2	1	3	3	2	2	3	2	1	-0.365705547898962
T03190	3	3	3	1	2	4	4	3	3	1	2	0.1954125620316734
T03191	5	2	2	2	1	2	3	4	4	2	1	-0.8327911072058608
T03192	5	5	5	5	5	5	5	5	5	4	2	2.285575086587457
T03193	5	4	4	5	4	3	5	5	5	5	1	-0.1434729789689526
T03194	4	4	4	5	5	5	3	5	5	5	2	1.1377831979526545
T03195	4	2	5	2	0	5	5	4	5	2	1	0.44455617843252804
T03196	4	2	5	3	4	4	4	4	4	2	1	-0.6680500333092161
T03197	4	2	2	2	3	4	4	3	5	4	2	1.174644257425109
T03198	5	4	4	2	4	3	3	3	4	2	1	0.6178747684175767
T03199	3	2	4	5	2	4	4	4	3	2	1	-0.9688502031564707
T03200	4	2	5	2	4	4	3	5	5	5	2	0.3811591793105046
T03201	2	1	1	2	1	2	2	1	1	1	1	-0.6354322823796984
T03202	5	2	2	3	1	4	2	2	3	2	1	-1.360328715986836
T03203	4	4	5	4	3	0	1	4	5	2	1	-0.3768705679357637
T03204	5	4	4	4	4	5	5	5	5	5	2	1.1292448030330589
T03205	4	5	4	4	0	5	5	5	4	3	1	0.936141345462567
T03206	5	3	4	3	4	4	1	4	4	4	2	0.17946410279451164
T03207	5	4	5	5	5	5	5	4	5	5	1	1.099643051134714
T03208	4	3	2	2	2	2	4	4	4	5	1	0.6413514738913644
T03209	3	1	2	4	1	4	3	1	4	4	1	-0.5956359125591615
T03210	4	4	4	2	5	4	5	5	5	4	2	0.6635200935352693
T03211	3	1	3	1	4	4	4	2	4	2	1	-0.628512672831797
T03212	5	2	4	4	2	4	2	4	5	1	1	-0.9079012802526506
T03213	1	1	2	2	2	2	2	4	3	1	2	-0.2141997241794511
T03214	4	3	2	2	4	5	1	4	4	2	1	-0.7769997964765207
T03215	4	4	2	1	3	3	2	2	4	2	1	-0.4184459666546658
T03216	2	1	4	2	3	4	1	1	3	1	1	-0.3963662390895848
T03217	5	5	5	5	5	5	5	5	5	3	2	2.2584505723537136
T03218	5	4	1	2	2	5	4	3	2	3	1	-0.9012607464311413
T03219	3	2	3	1	1	3	1	2	4	2	1	-0.32280564759627334
T03220	5	4	3	2	5	4	5	4	4	3	1	-0.6103808080270127
T03221	4	5	4	3	2	4	2	4	5	3	2	0.6039616632264753
T03222	4	2	4	5	4	5	4	2	5	3	1	0.19276500490866935
T03223	5	1	4	2	5	5	2	3	4	2	1	0.428003192946098
T03224	4	4	4	4	3	5	4	4	4	3	2	0.8658488019008299
T03225	3	3	4	2	4	4	4	3	4	4	2	0.5951118297749488
T03226	5	5	4	5	4	5	4	5	5	2	1	0.1667332427694917
T03227	2	3	3	4	2	5	3	4	4	2	2	0.10065715469936058
T03228	4	3	4	4	4	4	3	4	5	2	2	0.11672706529844762
T03229	5	4	2	3	3	5	3	4	4	4	2	-0.3235260013629647
T03230	4	2	4	5	4	5	2	3	2	2	1	0.3167369428471245
T03231	2	4	5	2	5	4	5	5	3	2	2	1.0886267604310444
T03232	4	2	4	5	4	3	5	5	4	4	1	1.0617061061567814
T03233	4	5	4	3	4	5	5	4	5	4	1	0.002922685176655504
T03234	3	2	1	2	3	3	2	4	3	2	2	0.3806062605118944
T03235	5	5	5	3	4	4	2	5	5	2	2	-0.13455930439383612
T03236	5	4	5	4	2	5	5	3	5	5	1	0.47703268367192736
T03237	5	5	2	2	5	4	5	5	2	2	1	0.266685885545189
T03238	3	5	5	2	4	4	5	3	4	3	1	0.5844286141089874
T03239	4	3	4	4	2	4	2	3	4	3	1	-0.4988941312106739
T03240	4	4	5	3	4	4	3	3	5	3	2	-0.6320215700173513
T03241	1	4	1	1	4	4	2	1	1	1	1	1.0232353464076864
T03242	4	4	2	1	2	4	2	4	4	1	2	0.3716838530210775
T03243	5	4	5	3	5	5	5	5	5	4	2	0.9669737074892694
T03244	5	4	5	4	5	4	3	5	3	3	2	0.21667424879753255
T03245	5	4	4	2	5	5	4	5	5	4	2	0.09893318718083788
T03246	5	5	5	5	5	5	5	5	5	5	2	2.0713214373054893
T03247	3	4	4	3	4	4	2	3	4	2	2	0.3653973701694496
T03248	4	4	4	3	3	4	2	2	4	2	2	1.3574772812783384
T03249	4	4	5	2	5	3	5	5	4	2	2	-0.10429346530722405
T03250	2	5	4	4	4	5	0	2	5	4	2	-0.11042688413904689
T03251	4	3	4	5	3	5	5	2	4	2	1	-0.27243408049595164
T03252	5	5	0	5	1	4	5	4	4	2	2	0.5143689699676979
T03253	4	1	4	4	3	4	2	4	4	2	1	1.1119394983763544
T03254	5	5	4	2	4	4	4	5	3	1	2	0.28960085951350645
T03255	5	5	5	5	5	5	4	5	5	5	2	-0.5945776272930627
T03256	3	5	5	2	4	5	4	4	4	3	1	0.09245453275338057
T03257	2	1	3	4	1	2	1	1	4	1	2	0.37867984064283
T03258	4	5	5	4	5	4	5	5	5	5	2	0.6208917972804379
T03259	4	4	4	2	3	4	5	4	5	2	2	0.3358304163258549
T03260	5	3	4	4	4	4	4	4	4	3	1	-0.29263874363453735
T03261	4	4	4	2	5	5	5	4	4	3	1	0.47496996087019405
T03262	4	2	5	4	4	5	2	2	4	2	1	0.106439188233684
T03263	5	5	5	5	5	5	5	5	4	5	2	2.4863315470296037
T03264	1	1	4	1	1	5	2	1	3	1	1	1.0523097840398266
T03265	3	1	1	1	1	5	3	2	4	1	2	0.40850839166925623
T03266	3	1	4	1	2	3	1	1	2	3	1	-0.1498989591270018
T03267	4	2	4	3	4	4	2	3	5	1	2	0.6861556960916193
T03268	3	2	4	2	1	4	2	4	4	2	2	-0.43931698217228904
T03269	5	4	5	5	4	5	5	5	4	5	2	0.03536645634999369
T03270	4	4	5	4	4	4	4	5	2	4	1	0.34040065675092107
T03271	3	4	4	4	2	2	3	3	3	3	1	-0.40321322653701974
T03272	4	4	5	4	4	5	4	3	4	5	2	0.9514190727150516
T03273	4	1	3	1	4	5	2	1	5	1	1	-0.002344201504763943
T03274	5	4	2	2	5	4	5	1	5	5	2	-0.04276184663838867
T03275	5	3	5	3	4	5	5	5	5	4	1	1.0144584392389027
T03276	4	4	2	3	3	3	5	4	5	3	1	0.3351421485342758
T03277	5	5	5	5	5	5	4	5	5	4	2	0.3388445962408192
T03278	2	2	3	3	2	4	1	1	3	0	1	-1.2284941261547946
T03279	2	4	4	4	2	4	3	2	5	4	1	0.41710955980298386
T03280	1	2	1	2	1	4	3	1	2	2	1	1.0316861150593717
T03281	2	2	2	3	3	3	4	2	1	1	1	-0.45700487808547063
T03282	3	2	2	1	1	1	2	2	4	2	1	-1.1209504485685327
T03283	5	5	5	2	4	5	4	3	2	2	1	1.1266886297615637
T03284	5	4	4	5	5	4	4	4	5	2	2	0.5730170484376852
T03285	3	4	3	1	4	4	4	4	5	2	1	-1.3509627801844335
T03286	5	5	5	3	5	5	5	4	5	5	1	0.6061770314829832
T03287	5	2	3	2	2	5	4	5	3	1	2	0.48384625277680937
T03288	4	5	4	4	4	2	5	3	4	3	2	0.15985873577816068
T03289	3	2	3	2	2	4	3	2	5	2	1	1.0097005259098677
T03290	5	5	3	4	4	5	5	5	4	3	2	0.6628352441733005
T03291	5	4	4	3	5	4	4	5	4	3	2	1.118027823473156
T03292	4	4	5	3	2	5	5	5	2	4	2	0.38356784829738466
T03293	2	5	4	3	3	2	3	4	5	4	1	0.15263317245915187
T03294	5	4	4	4	3	2	3	2	1	2	2	-0.4248003622221847
T03295	5	2	4	2	2	4	4	5	4	4	2	0.14178105627045262
T03296	2	4	5	2	4	3	4	4	4	2	2	0.7140791016662867
T03297	4	4	4	4	4	5	4	4	1	4	2	0.08125021215778416
T03298	3	3	4	4	4	5	5	4	4	2	1	0.7163140303795614
T03299	4	2	3	4	4	4	4	4	5	2	2	1.234245574850899
T03300	4	1	2	2	2	4	4	0	4	2	1	1.0198295513725635
T03301	5	2	4	2	2	5	4	4	4	1	1	0.9527740239624592
T03302	5	5	5	5	5	5	5	5	5	2	1	0.11553376227396428
T03303	5	4	5	3	5	5	5	5	5	2	1	-0.036333571929754394
T03304	5	4	5	3	4	4	4	4	5	5	2	1.2758391978196326
T03305	3	2	4	2	2	2	2	3	2	3	1	-0.3526639165737161
T03306	2	1	1	1	2	2	1	1	3	2	1	-0.033365544322960794
T03307	2	1	1	1	2	4	2	2	5	1	1	-1.1013251693702353
T03308	5	4	4	4	5	4	5	5	5	5	2	-0.05113393703897584
T03309	3	4	5	3	3	5	4	3	3	2	2	0.36149393074448766
T03310	4	4	4	4	4	5	3	5	2	4	1	-0.8181073679971809
T03311	5	5	5	5	4	5	5	5	2	4	2	1.7840743431300123
T03312	5	5	5	4	5	5	4	5	5	5	1	0.21676441298026278
T03313	4	4	3	3	3	4	3	4	3	3	1	-0.5242776029230856
T03314	3	2	4	4	4	2	4	3	4	3	1	0.4284210175445732
T03315	5	5	5	5	0	5	5	5	5	5	2	0.2537507116886146
T03316	3	2	1	4	1	3	3	4	1	2	1	-0.570494363379457
T03317	4	5	3	2	3	5	5	5	5	4	2	1.85416102646088
T03318	3	3	1	3	3	4	3	3	5	1	2	0.020196672819340566
T03319	4	5	4	3	3	4	4	4	5	3	1	-0.8175999396054142
T03320	4	1	1	2	1	3	3	2	2	1	1	-0.8501199682773422
T03321	5	4	1	4	4	4	4	4	4	3	2	1.287435679583079
T03322	3	1	4	2	3	4	4	4	4	1	1	0.684221173807095
T03323	5	5	5	5	5	5	5	5	5	3	2	2.4052293383389607
T03324	3	5	4	4	5	4	5	5	5	0	1	0.5653731778320181
T03325	3	5	4	1	4	5	5	5	5	5	2	-0.16759269411772948
T03326	5	4	4	4	2	5	4	4	4	3	2	1.3982772817563291
T03327	5	5	5	3	5	5	4	5	4	5	2	2.422586671843346
T03328	4	5	2	3	3	4	3	5	5	5	2	0.1732494177431685
T03329	5	5	4	4	3	2	2	4	5	5	2	-1.4608002835261669
T03330	5	4	4	2	3	5	5	5	3	1	2	-0.15529971535636278
T03331	4	5	4	2	4	4	4	4	4	2	1	-0.6572499295746639
T03332	5	5	5	5	4	5	3	4	5	2	1	-1.5698223409332008
T03333	2	1	1	1	1	4	1	1	3	1	1	-2.6291405219478614
T03334	5	5	5	5	5	5	5	5	5	5	2	2.2489165283846435
T03335	5	2	4	3	3	2	4	2	4	2	1	-0.5248033648154289
T03336	4	4	4	3	4	4	3	3	5	4	1	-1.0117241069812042
T03337	4	2	4	1	4	4	3	2	2	3	1	-0.1614087897855495
T03338	5	3	2	2	1	4	4	4	4	3	1	-0.6614184465265894
T03339	4	4	2	4	4	4	5	5	4	0	2	1.1696399537078728
T03340	5	5	4	5	4	5	5	5	5	5	1	0.3871767491158158
T03341	2	1	2	1	4	3	2	1	2	1	1	-0.7282846837482545
T03342	5	5	5	5	5	5	5	5	5	5	2	1.9289312150142204
T03343	5	4	4	2	3	4	5	4	4	2	2	1.485183070566159
T03344	2	2	4	1	1	4	1	2	2	1	1	0.6774373232812856
T03345	2	2	3	2	4	1	1	1	2	1	2	-2.064885515418173
T03346	5	4	5	5	5	4	4	5	5	4	2	0.16040669548769748
T03347	3	4	2	2	2	4	5	2	3	2	2	1.2973362697845214
T03348	5	4	4	3	4	5	4	2	2	2	1	-0.544024599086951
T03349	2	4	4	2	4	2	4	2	4	1	1	0.9636800003139185
T03350	3	1	1	4	2	4	1	1	2	2	1	-0.317666332374543
T03351	4	5	4	4	5	5	5	3	4	3	2	0.25477311222623844
T03352	4	4	5	5	5	4	4	4	5	3	1	-0.2340678571208256
T03353	5	2	4	2	2	3	2	2	3	2	2	-0.39300769432504007
T03354	1	2	4	1	2	1	2	2	3	4	1	-1.0086525881933297
T03355	5	3	3	2	5	5	4	2	4	3	1	1.124368150589146
T03356	5	4	5	5	5	5	5	5	5	5	2	1.74056922380377
T03357	5	5	5	5	4	4	5	5	5	3	2	1.7411630041106418
T03358	4	5	4	5	4	5	5	5	3	4	1	0.32059720529116664
T03359	4	5	4	0	3	4	3	4	3	3	1	0.7953612042698508
T03360	4	5	5	5	4	4	4	5	5	4	2	0.5434363669432701
T03361	4	2	4	2	4	5	4	4	3	1	1	-0.12929682770530262
T03362	4	2	5	3	3	5	4	5	2	4	2	1.8047081288633775
T03363	3	2	4	3	2	0	4	3	0	2	1	-0.30137634242645
T03364	3	2	4	1	4	2	1	4	4	2	1	-0.3266308889587581
T03365	5	4	4	2	5	3	4	4	4	2	2	1.1397293273237776
T03366	2	2	1	2	1	2	4	4	4	5	2	0.5801020075515604
T03367	5	4	5	4	4	3	4	4	4	2	2	0.6743553550554091
T03368	5	4	5	5	2	5	5	5	5	3	2	1.441807222960285
T03369	3	1	4	4	3	4	2	1	4	2	2	0.2715340042231141
T03370	3	5	4	5	4	3	4	5	4	4	2	1.3790415593330227
T03371	4	2	4	5	4	5	3	5	5	3	1	1.144396122765639
T03372	2	2	4	3	4	4	4	4	4	3	2	1.7246483142884905
T03373	4	2	4	2	3	5	4	4	4	2	1	0.4556896038273888
T03374	5	5	4	5	3	5	5	5	5	4	1	0.5278409963724143
T03375	5	3	4	2	5	4	3	2	4	1	2	0.031552432660707286
T03376	4	2	2	1	5	4	4	3	5	3	1	-0.3878214709544733
T03377	3	2	1	1	1	2	2	2	2	1	1	-0.9632738386076714
T03378	4	2	5	4	3	4	4	5	4	5	2	2.3887572335405793
T03379	2	3	3	2	2	4	4	2	4	3	2	-0.006771815948226234
T03380	4	4	4	2	5	4	4	4	4	3	2	1.3126797021967498
T03381	5	4	4	0	5	0	4	5	5	4	1	1.6313020909539815
T03382	5	3	2	3	1	2	4	1	4	2	2	0.34249869477025385
T03383	5	5	5	2	2	4	5	0	4	1	2	-0.3594283286522636
T03384	2	2	0	2	5	4	2	4	2	3	1	-0.09865569966549409
T03385	5	4	4	4	2	5	4	5	5	3	2	0.03996783902185175
T03386	5	2	5	5	5	5	5	5	4	5	2	0.6693592815046215
T03387	5	1	4	4	1	5	3	3	4	3	1	-0.14661031988896736
T03388	3	4	2	5	3	4	5	2	4	1	2	1.919881031867868
T03389	5	5	5	5	5	5	4	5	5	5	2	-0.15111264228441967
T03390	3	4	1	3	4	2	4	2	5	1	2	-0.28704322912974956
T03391	5	5	5	0	5	5	4	4	5	4	2	1.0543509590447393
T03392	4	4	5	4	4	5	5	5	5	2	2	-0.018826504655995224
T03393	5	4	2	2	4	5	5	4	4	1	1	0.7192811465476608
T03394	3	2	4	1	2	2	1	4	2	1	1	-0.8987641457075772
T03395	4	2	2	4	4	5	4	2	3	4	1	-0.78519335204168
T03396	3	1	1	2	2	4	1	1	2	1	2	-1.302359943825131
T03397	5	4	4	2	4	5	5	4	5	5	2	-0.09813555979937183
T03398	5	4	1	4	4	4	4	4	3	2	1	0.6845003480971055
T03399	5	4	4	2	4	4	3	3	3	2	1	0.3704258422986054
T03400	3	2	4	1	4	5	3	4	5	1	2	-0.05433168243129882
T03401	5	4	5	5	5	4	5	5	5	3	2	1.219882458667408
T03402	4	4	3	5	4	5	4	5	2	5	2	2.0133693424623913
T03403	5	4	5	4	5	5	5	5	5	5	1	1.3638242752937666
T03404	1	3	1	2	2	5	4	3	3	3	2	0.30973559463286193
T03405	2	5	2	3	2	5	1	4	2	5	2	-0.6349636470738398
T03406	5	4	5	5	4	5	5	5	5	5	2	0.5521944602302093
T03407	2	2	3	2	2	3	4	2	3	2	1	0.6640185292383287
T03408	0	4	5	4	5	5	5	4	5	4	1	1.5626642916175455
T03409	5	5	5	5	5	5	5	5	5	3	2	1.546802207119028
T03410	5	5	4	4	4	5	5	5	5	4	2	1.3853906426779827
T03411	4	4	4	4	4	5	3	4	4	4	2	0.7980325579526866
T03412	5	5	5	5	5	5	5	4	5	4	2	3.166510280081858
T03413	5	3	4	4	4	5	4	3	5	5	1	0.636783121841127
T03414	4	2	2	4	2	4	4	1	4	1	1	-0.3481880468795797
T03415	5	4	4	2	4	5	5	2	2	2	2	-0.14929511822800445
T03416	5	5	4	3	2	1	3	3	5	2	2	-0.05695398009817387
T03417	4	5	3	5	5	5	4	5	5	4	2	0.9916922204119669
T03418	2	2	2	2	2	3	3	2	2	2	1	0.42396508642106645
T03419	3	3	2	3	3	4	2	2	0	1	1	-0.3225115093119868
T03420	2	2	3	5	4	5	5	4	4	2	1	0.839703138781505
T03421	4	2	2	2	5	4	3	3	5	2	1	0.045929804291759954
T03422	5	4	2	4	4	4	3	1	4	1	1	-0.6827631744753377
T03423	2	2	1	5	2	3	4	2	3	1	1	-0.5641593143673495
T03424	4	1	4	4	2	5	4	0	4	2	1	-0.3330962288400174
T03425	5	3	1	2	4	3	4	3	4	2	1	0.8078672679125729
T03426	4	3	3	2	4	5	4	4	3	2	1	-0.4549835545943714
T03427	4	5	4	3	5	5	5	4	5	2	1	0.29866582602060276
T03428	4	4	2	2	5	4	4	3	5	2	2	2.0331821675046924
T03429	1	1	5	2	4	5	3	2	4	4	1	-0.36040703247703076
T03430	4	1	3	2	1	4	4	1	2	1	1	-0.31017812414721846
T03431	4	4	4	2	4	3	5	4	4	3	2	0.13156903906347694
T03432	4	3	4	3	4	5	4	2	4	2	2	0.3511009036108128
T03433	3	2	2	2	4	4	2	4	5	4	2	0.19106784510166808
T03434	1	1	4	1	1	4	1	3	2	1	1	-2.3042908691357273
T03435	4	4	2	5	2	5	5	5	4	5	2	1.1990174672384057
T03436	4	4	2	3	3	5	2	0	2	1	2	-0.7601231132335359
T03437	5	5	0	4	5	5	5	4	5	5	2	-0.3177198100183758
T03438	4	2	4	3	2	4	3	5	5	2	1	0.33561693856647284
T03439	3	2	4	3	1	2	2	4	4	4	1	-0.04735183772603174
T03440	4	3	1	3	3	5	1	2	4	1	1	-1.2543203719566405
T03441	4	4	5	1	2	3	4	5	3	4	1	0.029259053156813097
T03442	3	1	4	1	2	5	5	1	4	1	2	1.5277898503997114
T03443	5	5	5	5	5	5	5	5	5	5	2	1.5487706443342333
T03444	2	1	4	2	1	5	4	1	4	1	1	-0.4168761020387582
T03445	5	4	5	3	5	2	5	4	4	3	2	0.8899758516947271
T03446	4	2	4	2	3	5	4	2	4	5	2	0.9323502402262489
T03447	4	2	2	4	0	3	4	4	4	4	2	1.8234352535801865
T03448	5	5	4	4	5	5	4	4	5	3	2	0.9894868798169432
T03449	5	4	5	4	4	4	4	5	5	4	2	-0.2308629040847956
T03450	5	5	5	2	5	5	4	5	4	4	1	0.8631447155415554
T03451	4	4	5	2	5	5	3	4	4	3	2	0.8450908310253569
T03452	4	4	4	2	4	5	3	3	3	2	1	-0.1689511689638754
T03453	5	1	4	2	4	5	4	2	1	1	1	0.6858522321769449
T03454	4	4	5	4	4	4	5	4	5	5	2	0.9908614508253676
T03455	2	1	1	2	2	2	1	1	1	1	1	-2.3728275891395665
T03456	5	5	4	4	4	4	5	5	4	3	2	1.0858056786837404
T03457	2	2	1	2	2	1	1	1	4	1	2	-0.3388644648039682
T03458	5	5	5	2	3	5	5	5	5	5	2	1.3163679920218612
T03459	4	4	4	3	4	4	4	5	4	3	2	0.5413170662950538
T03460	2	3	2	3	3	4	3	4	4	3	1	-0.36065665995267043
T03461	5	2	2	3	4	4	4	3	3	1	1	-0.6017974685183984
T03462	4	4	2	2	4	3	2	3	1	1	1	-0.16902651754509126
T03463	3	2	3	2	3	4	5	4	4	4	2	-0.6903268638497297
T03464	2	4	2	4	2	1	4	2	4	0	1	-0.3028074484991692
T03465	5	4	5	2	5	0	4	4	4	5	1	1.2687075162064807
T03466	5	4	4	3	4	5	5	5	5	4	2	1.1786683841235737
T03467	1	1	1	1	2	2	2	1	3	1	1	-1.0408745910967738
T03468	4	5	2	2	4	5	3	3	5	2	1	-0.9320325067043207
T03469	4	4	5	0	5	5	2	2	4	1	1	0.19357791893319162
T03470	3	2	2	2	2	4	4	3	3	2	1	0.38218108675399576
T03471	3	1	1	3	2	2	1	3	1	1	1	-1.6689459701304878
T03472	4	5	5	2	5	5	4	3	0	5	2	1.3266024642678067
T03473	4	5	5	4	5	4	4	2	4	3	2	-0.07902436740392815
T03474	5	1	4	2	4	4	4	3	4	2	1	1.2437719400728329
T03475	2	1	2	3	2	4	4	1	3	2	1	-0.09614594201948254
T03476	1	1	1	1	2	2	1	1	1	1	1	-1.6637478979728786
T03477	3	4	2	2	4	5	5	3	4	3	2	0.9507077948468181
T03478	3	5	2	3	4	4	4	4	3	2	2	-0.2732384479442052
T03479	4	1	2	2	2	3	4	2	4	1	2	0.5695548386016807
T03480	4	2	5	4	5	4	2	3	5	3	2	-0.680113786407061
T03481	5	5	5	3	5	5	4	5	5	5	1	0.09322615807579787
T03482	4	2	5	4	5	4	4	4	5	2	2	0.886031397369707
T03483	5	5	5	4	4	5	5	4	4	4	2	1.954804487085501
T03484	4	5	5	4	2	5	5	4	5	5	2	0.6054464985395693
T03485	5	4	5	4	5	4	5	5	5	2	2	2.4392929917790958
T03486	4	5	4	5	4	5	5	5	5	5	1	0.30922093091533437
T03487	0	4	2	1	4	4	3	5	4	1	1	-0.7108524117434387
T03488	4	3	4	2	4	5	4	4	3	3	2	0.1307374886274782
T03489	5	1	4	2	2	4	4	4	2	4	2	-0.8443830147742865
T03490	2	1	3	2	4	4	3	1	2	1	1	0.5082698842702897
T03491	5	4	5	5	5	5	4	5	5	4	2	0.24485095494598474
T03492	4	4	5	2	2	4	3	2	4	2	2	-0.4743097687503641
T03493	4	2	2	3	2	2	3	3	4	4	1	-0.5780208220666183
T03494	4	4	5	2	4	4	5	4	4	5	2	1.0225100053871583
T03495	5	4	5	4	5	5	5	5	4	4	2	1.1650825575112373
T03496	5	1	5	5	4	5	4	3	5	5	1	-0.6626966884647321
T03497	4	4	5	2	4	5	5	3	4	2	1	0.014206376599960713
T03498	5	5	5	5	4	5	4	5	5	4	2	0.41059696138082336
T03499	5	5	0	5	4	4	4	4	4	2	2	0.6181152797546189
T03500	4	3	4	2	5	4	3	2	4	1	1	-1.0453722797523202
T03501	4	5	5	4	5	5	5	4	4	5	2	-0.07775709868104674
T03502	4	5	4	2	4	5	4	4	0	4	1	1.030134396557738
T03503	4	2	4	2	5	4	4	2	3	5	2	-1.1457804649120669
T03504	4	4	3	2	3	5	5	4	5	5	2	1.7073043093590452
T03505	4	2	4	1	1	4	2	3	1	4	1	0.0005829542841342961
T03506	4	0	2	3	3	5	2	4	4	2	1	-0.9290803443066808
T03507	4	5	5	5	4	5	5	4	5	4	2	0.159960527234299
T03508	4	2	5	2	4	5	5	5	4	4	1	0.07307097988095335
T03509	4	4	4	2	5	4	4	2	5	2	2	1.3090963752001405
T03510	4	4	3	4	4	5	5	5	5	3	2	0.816271103085799
T03511	3	5	1	1	4	4	4	2	2	2	2	0.10592647889048168
T03512	3	4	4	2	4	5	2	2	4	2	1	-2.0541871723570706
T03513	4	5	4	2	4	5	2	3	5	2	2	1.4508938621789824
T03514	5	5	5	4	4	5	2	5	2	3	2	-0.3102828549000518
T03515	3	2	1	2	0	5	2	3	1	2	1	-1.3127604079785045
T03516	5	5	5	5	5	5	5	5	5	5	2	1.780170226121383
T03517	4	2	1	2	3	2	2	2	4	1	1	-0.36966868961544486
T03518	5	5	1	4	4	4	2	3	5	4	1	-0.6555740575349521
T03519	2	2	4	3	4	4	3	0	4	4	2	-1.3508910186642582
T03520	4	2	2	2	1	3	4	2	4	2	1	-2.011105035255442
T03521	4	3	4	3	5	3	4	2	4	2	1	-0.24793494237744906
T03522	5	5	5	5	5	5	5	5	5	4	2	1.6846014052311222
T03523	2	4	3	1	4	3	3	5	2	2	1	-1.6345382845033063
T03524	5	2	4	5	4	5	5	4	5	5	2	2.2664331455880955
T03525	4	5	5	4	5	5	5	2	5	5	2	1.754131991545926
T03526	5	4	5	4	5	5	5	4	4	3	2	2.125457594805376
T03527	0	2	4	4	4	5	4	3	3	3	1	0.44728701806289717
T03528	5	4	5	4	4	5	4	4	4	4	1	0.18322076126584153
T03529	4	2	1	3	4	4	5	4	2	4	1	1.2905683390280198
T03530	5	5	4	5	4	4	5	0	5	5	2	0.6237539427771912
T03531	5	5	5	5	5	5	5	5	5	5	2	2.35209336261243
T03532	5	4	5	4	5	5	5	3	5	2	2	1.5810734669084607
T03533	4	2	4	4	2	4	4	3	2	3	1	1.1166383403532616
T03534	4	4	5	2	4	5	4	2	4	1	2	0.7026047636014805
T03535	4	2	2	1	3	4	4	3	4	1	1	-0.4600743888507942
T03536	3	1	3	1	1	2	2	2	1	1	1	0.12057950216005853
T03537	4	3	5	4	5	5	4	5	4	4	2	0.9014172164945087
T03538	5	4	4	4	4	0	4	5	5	4	1	1.6247883501854539
T03539	3	1	2	2	1	3	1	3	1	2	1	-0.8958632385827672
T03540	3	4	4	2	3	5	5	1	4	2	2	0.6646980337239635
T03541	2	3	4	4	4	3	3	5	5	5	2	0.8986164693504378
T03542	4	4	4	5	5	4	4	2	4	5	2	1.422470622492796
T03543	4	5	5	4	4	5	4	4	4	2	2	-0.12281125529963532
T03544	4	4	5	5	4	5	5	5	5	4	1	0.9889445125571069
T03545	2	4	4	4	5	3	4	2	5	2	2	1.762976004096041
T03546	5	5	5	4	5	3	4	4	2	5	1	0.5271410343297454
T03547	4	3	5	5	5	4	4	4	3	5	2	-0.3299284832070516
T03548	5	4	5	4	5	5	4	5	5	5	2	1.2872818155846
T03549	5	5	2	3	4	5	4	4	5	5	2	0.6525952051641336
T03550	4	3	2	3	3	4	3	4	4	2	1	0.008843983211191508
T03551	4	4	5	4	3	5	4	4	4	2	1	1.0727529058485241
T03552	5	4	4	2	4	5	3	3	5	4	1	-0.8361343676386668
T03553	4	5	4	2	4	4	4	2	4	2	1	-0.44760237213789017
T03554	3	4	3	2	4	2	4	2	4	2	1	0.6286911744722458
T03555	5	2	4	3	1	4	2	3	5	4	2	-0.31994015712344803
T03556	1	1	1	1	2	3	1	2	1	2	1	-1.0392122344441215
T03557	2	3	4	2	1	2	1	1	1	2	1	-0.7335955877253846
T03558	4	2	5	0	1	5	3	4	4	1	2	0.7764179936120464
T03559	4	4	5	3	2	4	4	3	1	2	2	0.7932826509835329
T03560	5	2	4	4	1	3	4	2	4	1	2	0.3756327229688451
T03561	5	5	4	5	5	5	4	5	5	4	2	0.1544100370144066
T03562	5	2	4	4	4	5	4	5	4	5	2	0.23071315748727456
T03563	5	1	4	2	3	3	1	2	4	3	1	0.07916172223537421
